,zipcode,bedrooms,bathrooms,price,neighbourhood_cleansed,latitude,longitude,property_type,room_type,is_location_exact,address,zestimate
179,95133,3,2,$224.00,San Jose,37.37584,-121.8518,Townhouse,Entire home/apt,f,"2497 Clear Spring Ct, San Jose, CA 95133, USA","636,820"
180,95110,2,2,$296.00,San Jose,37.33651,-121.89584,Condominium,Entire home/apt,t,"115 Terraine St, San Jose, CA 95110, USA",
181,95110,2,2,$268.00,San Jose,37.33686,-121.89584,Condominium,Entire home/apt,t,"115 Terraine St, San Jose, CA 95110, USA",
182,95035,3,2.5,$259.00,Milpitas,37.4143,-121.88882,Condominium,Entire home/apt,f,"813 Pepper Pl, Milpitas, CA 95035, USA","1,018,215"
183,95008,3,2.5,$249.00,Campbell,37.2933,-121.9618,Townhouse,Entire home/apt,t,"700 W Hamilton Ave, Campbell, CA 95008, USA",
184,95129,3,2.5,$228.00,San Jose,37.30881,-122.02955,Townhouse,Entire home/apt,t,"7213 Clarendon St, San Jose, CA 95129, USA",
185,95132,1,1,$70.00,San Jose,37.38634,-121.85566,Condominium,Entire home/apt,t,"1067 Wilsham Dr, San Jose, CA 95132, USA","1,203,841"
186,95008,4,2.5,$287.00,Campbell,37.29271,-121.96009,Townhouse,Entire home/apt,f,"315 Cherry Blossom Ln, Campbell, CA 95008, USA","1,502,662"
187,94043,3,2.5,"$1,000.00",Unincorporated Areas,37.40918,-122.05907,Townhouse,Entire home/apt,t,"202 Stewart Dr, Mountain View, CA 94043, USA",
188,95134,2,2.5,$196.00,San Jose,37.41528,-121.95708,Townhouse,Entire home/apt,f,"11 Torregata Loop, San Jose, CA 95134, USA",
189,94043,2,1,$229.00,Mountain View,37.41219,-122.09244,Condominium,Entire home/apt,t,"668 Rengstorff Ave, Mountain View, CA 94043, USA","1,587,211"
190,95035,2,1.5,$149.00,Milpitas,37.44067,-121.8784,Townhouse,Entire home/apt,t,"214 Lynn Ave, Milpitas, CA 95035, USA","621,991"
191,95123,3,3.5,$248.00,San Jose,37.24428,-121.79602,Townhouse,Entire home/apt,f,"6039 Raleigh Rd, San Jose, CA 95123, USA","918,078"
192,95035,2,1.5,$150.00,Milpitas,37.41913,-121.87584,Townhouse,Entire home/apt,t,"1230 S Park Victoria Dr, Milpitas, CA 95035, USA","744,281"
193,94040,1,1,$175.00,Mountain View,37.40425,-122.10316,Condominium,Entire home/apt,t,"49 Showers Dr, Mountain View, CA 94040, USA","2,256,883"
194,95050,2,2,$121.00,Santa Clara,37.35942,-121.96523,Townhouse,Entire home/apt,t,"2018 Los Padres Blvd, Santa Clara, CA 95050, USA","1,469,152"
195,95112,1,1,$100.00,San Jose,37.32739,-121.88006,Condominium,Entire home/apt,t,"138 Margaret St, San Jose, CA 95112, USA",
196,95035,3,2.5,$225.00,Milpitas,37.42217,-121.90924,Townhouse,Entire home/apt,f,"712 Ternura Loop, Milpitas, CA 95035, USA","1,114,144"
197,95128,2,2,$189.00,San Jose,37.31184,-121.93891,Condominium,Entire home/apt,t,"1114 Yarwood Ct, San Jose, CA 95128, USA","1,631,226"
198,95112,1,1,$90.00,San Jose,37.32252,-121.87702,Condominium,Entire home/apt,t,"1000 S 3rd St, San Jose, CA 95112, USA",
199,95128,2,1,$148.00,San Jose,37.30841,-121.92847,Townhouse,Entire home/apt,t,"2034 Lynnhaven Dr, San Jose, CA 95128, USA",
200,95128,1,1,$99.00,San Jose,37.30969,-121.92922,Townhouse,Entire home/apt,t,"2095 Marlboro Ct, San Jose, CA 95128, USA",
201,95032,3,2.5,$240.00,Campbell,37.26598,-121.98552,Townhouse,Entire home/apt,f,"1962 Las Encinas Ct, Los Gatos, CA 95032, USA","1,931,477"
202,95128,2,1,$66.00,San Jose,37.30828,-121.9286,Townhouse,Entire home/apt,f,"2046 Lynnhaven Dr, San Jose, CA 95128, USA","1,392,777"
203,95112,1,1,$129.00,San Jose,37.34538,-121.8942,Condominium,Entire home/apt,t,"470 N 3rd St, San Jose, CA 95112, USA",
204,95035,1,1.5,$175.00,Milpitas,37.41266,-121.88843,Townhouse,Entire home/apt,f,"775 County Hwy G4, Milpitas, CA 95035, USA",
205,95133,4,3.5,$309.00,San Jose,37.3812,-121.86392,Townhouse,Entire home/apt,f,"1060 Chamomile Walkway, San Jose, CA 95133, USA",
206,95112,2,2.5,$198.00,San Jose,37.35331,-121.88938,Townhouse,Entire home/apt,f,"669 N 11th St, San Jose, CA 95112, USA","659,858"
207,,2,1.5,$350.00,San Jose,37.32209,-121.94769,Condominium,Entire home/apt,f,"341 Santana Row, San Jose, CA 95128, USA",
208,95126,2,2.5,$250.00,San Jose,37.30275,-121.91908,Townhouse,Entire home/apt,f,"1335 O'Higgins Dr, San Jose, CA 95126, USA",
209,95118,1,1.5,$100.00,San Jose,37.2424,-121.88665,Townhouse,Entire home/apt,t,"5669 Tubac Ln, San Jose, CA 95118, USA",
210,95117,1,1,$169.00,San Jose,37.31215,-121.94951,Condominium,Entire home/apt,t,"844 S Winchester Blvd, San Jose, CA 95128, USA",
211,95054,3,2.5,$300.00,Santa Clara,37.40157,-121.94954,Townhouse,Entire home/apt,t,"4471 Laird Cir, Santa Clara, CA 95054, USA",
212,95131,3,2.5,$216.00,San Jose,37.38426,-121.8901,Townhouse,Entire home/apt,f,"1591 Ringwood Ave, San Jose, CA 95131, USA","1,188,967"
213,95054,3,2.5,$199.00,Santa Clara,37.39605,-121.94812,Townhouse,Entire home/apt,t,"4028 Transill Cir, Santa Clara, CA 95054, USA",
214,94043,2,2,$130.00,Mountain View,37.39847,-122.07477,Condominium,Entire home/apt,t,"333 Moffett Blvd, Mountain View, CA 94043, USA",
215,94040,2,1,$100.00,Mountain View,37.39918,-122.099,Condominium,Entire home/apt,t,"2050 California St, Mountain View, CA 94040, USA",
216,94043,2,1.5,$100.00,Mountain View,37.39612,-122.06641,Townhouse,Entire home/apt,t,"92 Gladys Ave, Mountain View, CA 94043, USA","1,983,852"
217,94086,2,1,$150.00,Sunnyvale,37.36426,-122.02193,Condominium,Entire home/apt,t,"690 Grand Fir Ave, Sunnyvale, CA 94086, USA","2,062,179"
218,95014,3,1,$175.00,Cupertino,37.32075,-122.03397,Condominium,Entire home/apt,t,"20588 Scofield Dr, Cupertino, CA 95014, USA","3,520,829"
219,94040,1,1,$200.00,Mountain View,37.40693,-122.11087,Condominium,Entire home/apt,f,"250 San Antonio Cir, Mountain View, CA 94040, USA",
220,95110,2,2,$225.00,San Jose,37.32627,-121.88873,Townhouse,Entire home/apt,t,"518 Almaden Blvd, San Jose, CA 95110, USA",
221,94086,2,1,$143.00,Sunnyvale,37.35487,-122.00111,Townhouse,Entire home/apt,f,"991 Helen Ave, Sunnyvale, CA 94086, USA","1,092,483"
222,95131,2,2,$168.00,San Jose,37.37298,-121.8772,Townhouse,Entire home/apt,t,"1651 Berryessa Rd, San Jose, CA 95133, USA",
223,95054,3,2.5,$236.00,Santa Clara,37.3965,-121.96206,Townhouse,Entire home/apt,f,"4482 Davis St, Santa Clara, CA 95054, USA",
224,94089,3,2.5,$271.00,Sunnyvale,37.40144,-122.0129,Townhouse,Entire home/apt,f,"1102 Munich Terrace, Sunnyvale, CA 94089, USA","1,486,380"
225,95110,2,1.5,$185.00,San Jose,37.36391,-121.91517,Condominium,Entire home/apt,t,"1602 Technology Dr, San Jose, CA 95110, USA",
226,95123,3,3.5,$165.00,San Jose,37.24341,-121.79819,Townhouse,Entire home/apt,t,"5977 Gemwood Loop, San Jose, CA 95123, USA","1,009,036"
227,94301,1,1,$175.00,Palo Alto,37.44614,-122.1681,Condominium,Entire home/apt,t,"141 Alma St, Palo Alto, CA 94301, USA","3,598,893"
228,95051,2,1,$115.00,Santa Clara,37.36936,-121.97445,Condominium,Entire home/apt,f,"2601 Cortez Dr, Santa Clara, CA 95051, USA","632,889"
229,94306,2,2,$239.00,Palo Alto,37.42173,-122.13515,Condominium,Entire home/apt,t,"300 Chestnut Ave, Palo Alto, CA 94306, USA","2,605,097"
230,94301,2,1.5,$280.00,Palo Alto,37.44514,-122.15222,Townhouse,Entire home/apt,t,"553 Addison Ave, Palo Alto, CA 94301, USA",
231,95127,3,1.5,$133.00,San Jose,37.3614,-121.82985,Condominium,Entire home/apt,t,"178 Nancy Ln, San Jose, CA 95127, USA",
232,94043,1,1,$140.00,Mountain View,37.39638,-122.07346,Condominium,Entire home/apt,t,"489 Central Ave, Mountain View, CA 94043, USA",
233,95123,2,2.5,$172.00,San Jose,37.25706,-121.84051,Townhouse,Entire home/apt,t,"5410 Colony Green Dr, San Jose, CA 95123, USA","716,181"
234,95110,1,1,$145.00,San Jose,37.3284,-121.8871,Condominium,Entire home/apt,f,"139 Balbach St, San Jose, CA 95110, USA",
235,95134,2,2,$208.00,San Jose,37.4021,-121.91917,Townhouse,Entire home/apt,t,"752 Overture Ct, San Jose, CA 95134, USA",
236,95054,3,2.5,$219.00,Santa Clara,37.39949,-121.95904,Townhouse,Entire home/apt,t,"1841 Nelson Dr, Santa Clara, CA 95054, USA",
237,94089,3,2.5,$259.00,Sunnyvale,37.4018,-122.01203,Townhouse,Entire home/apt,t,"572 Kiholo Terrace, Sunnyvale, CA 94089, USA",
238,95051,3,2,$189.00,Santa Clara,37.32743,-121.97891,Townhouse,Entire home/apt,t,"263 Redwood Ave, Santa Clara, CA 95051, USA","1,801,861"
239,95129,2,2,$119.00,San Jose,37.32123,-121.98534,Condominium,Entire home/apt,t,"4688 Albany Dr, San Jose, CA 95129, USA",
240,94301,2,2.5,$269.00,Palo Alto,37.4367,-122.15398,Townhouse,Entire home/apt,t,"1350 Alma St, Palo Alto, CA 94301, USA",
241,95110,1,1,$139.00,San Jose,37.36512,-121.91297,Condominium,Entire home/apt,t,"1705 N 1st St, San Jose, CA 95112, USA",
242,95112,2,1,$158.00,San Jose,37.32541,-121.8696,Condominium,Entire home/apt,f,"1015 S 10th St, San Jose, CA 95112, USA",
243,94087,2,1,$128.00,Sunnyvale,37.36301,-122.03121,Townhouse,Entire home/apt,t,"834 Azure St, Sunnyvale, CA 94087, USA","1,299,637"
244,94089,3,2.5,$224.00,Sunnyvale,37.40339,-122.01169,Townhouse,Entire home/apt,f,"1144 La Rochelle Terrace, Sunnyvale, CA 94089, USA",
245,95117,1,1,$130.00,San Jose,37.3125,-121.94981,Condominium,Entire home/apt,t,"820 S Winchester Blvd, San Jose, CA 95128, USA",
246,95112,4,4,$500.00,San Jose,37.33894,-121.88337,Condominium,Entire home/apt,f,"22 S 7th St, San Jose, CA 95112, USA",
247,95117,1,1,$158.00,San Jose,37.31186,-121.95148,Condominium,Entire home/apt,t,"3167 Neal Ave, San Jose, CA 95117, USA","1,975,192"
248,95035,2,2.5,$189.00,Milpitas,37.40896,-121.89937,Townhouse,Entire home/apt,t,"116 Newbury St, Milpitas, CA 95035, USA","920,963"
249,94086,3,2.5,$319.00,Sunnyvale,37.38256,-122.02955,Townhouse,Entire home/apt,f,"211 W California Ave, Sunnyvale, CA 94086, USA",
250,94087,2,2,$250.00,Sunnyvale,37.3539,-122.01167,Condominium,Entire home/apt,t,"929 E El Camino Real, Sunnyvale, CA 94087, USA",
251,95132,2,1,$150.00,San Jose,37.41261,-121.8542,Condominium,Entire home/apt,t,"3401 Prince of Wales Ln, San Jose, CA 95132, USA","645,669"
252,95112,2,2,$150.00,San Jose,37.32737,-121.87647,Condominium,Entire home/apt,t,"295 E Virginia St, San Jose, CA 95112, USA",
253,95133,2,1,$150.00,San Jose,37.36229,-121.86222,Condominium,Entire home/apt,t,"481 Avalani Ave, San Jose, CA 95133, USA",
254,95002,2,2,$159.00,San Jose,37.42823,-121.97153,Townhouse,Entire home/apt,t,"1320 Wabash St, San Jose, CA 95134, USA",
255,95117,3,2,$200.00,San Jose,37.31285,-121.95018,Condominium,Entire home/apt,t,"801 S Winchester Blvd, San Jose, CA 95128, USA",
256,94089,3,2,$220.00,Sunnyvale,37.39397,-121.99758,Condominium,Entire home/apt,f,"246 Twinlake Dr, Sunnyvale, CA 94089, USA","1,621,804"
257,95054,3,3.5,$215.00,Santa Clara,37.39547,-121.95745,Townhouse,Entire home/apt,t,"Agnew & Avina, Santa Clara, CA 95054, USA",
258,94087,2,2.5,$265.00,Sunnyvale,37.34651,-122.03381,Townhouse,Entire home/apt,t,"1447 Yukon Dr, Sunnyvale, CA 94087, USA",
259,95035,3,2,$280.00,Milpitas,37.45358,-121.90902,Condominium,Entire home/apt,f,"1580 Jason Dr, Milpitas, CA 95035, USA","1,228,829"
260,95110,1,1,$150.00,San Jose,37.3628,-121.91367,Condominium,Entire home/apt,t,"1550 Technology Dr UNIT 1044, San Jose, CA 95110, USA","$591,988"
261,95133,2,1,$150.00,San Jose,37.3622,-121.8617,Condominium,Entire home/apt,f,"480 Avalani Ave, San Jose, CA 95133, USA",
262,94301,2,1.5,$250.00,Palo Alto,37.44382,-122.15282,Townhouse,Entire home/apt,t,"1018 Cowper St, Palo Alto, CA 94301, USA","4,859,421"
263,95136,3,2.5,"$3,250.00",San Jose,37.2802,-121.8582,Townhouse,Entire home/apt,f,"500 Hillsdale Ave, San Jose, CA 95136, USA",
264,95051,3,1.5,$219.00,Santa Clara,37.36743,-121.96919,Townhouse,Entire home/apt,t,"2409 Loma Vista Ln, Santa Clara, CA 95051, USA",
265,95134,2,2,$150.00,San Jose,37.41437,-121.95855,Condominium,Entire home/apt,t,"4327 Verdigris Cir, San Jose, CA 95134, USA","1,524,803"
266,95014,1,1.5,$69.00,Cupertino,37.33386,-122.0394,Condominium,Entire home/apt,t,"20975 Valley Green Dr, Cupertino, CA 95014, USA",
267,95133,4,3.5,$268.00,San Jose,37.37111,-121.87817,Condominium,Entire home/apt,t,"1573 De Rome Dr, San Jose, CA 95131, USA","1,232,285"
268,95128,2,2.5,$232.00,San Jose,37.30058,-121.93076,Townhouse,Entire home/apt,t,"1433 Allegado Alley, San Jose, CA 95128, USA","800,723"
269,95136,2,2.5,$78.00,San Jose,37.27354,-121.84385,Townhouse,Entire home/apt,f,"4118 Rosenbaum Ave, San Jose, CA 95136, USA","1,226,551"
270,94306,4,2,$550.00,Palo Alto,37.42315,-122.1329,Townhouse,Entire home/apt,t,"3393 Park Blvd, Palo Alto, CA 94306, USA",
271,95054,1,1,$220.00,Santa Clara,37.40314,-121.9556,Condominium,Entire home/apt,f,"1561 Vista Club Cir, Santa Clara, CA 95054, USA",
272,95051,2,1,$122.00,Santa Clara,37.36825,-121.97535,Condominium,Entire home/apt,t,"2529 Alhambra Dr, Santa Clara, CA 95051, USA","1,969,408"
273,95136,3,3.5,$180.00,San Jose,37.28177,-121.85922,Townhouse,Entire home/apt,t,"570 Marble Arch Ave, San Jose, CA 95136, USA","936,941"
274,95136,3,2,$255.00,San Jose,37.28169,-121.85926,Condominium,Entire home/apt,f,"574 Marble Arch Ave, San Jose, CA 95136, USA","798,654"
275,95051,2,2,$150.00,Santa Clara,37.34227,-121.97986,Condominium,Entire home/apt,t,"2915 Via Roma Pl, Santa Clara, CA 95051, USA","1,444,951"
276,94043,4,3.5,$400.00,Mountain View,37.40662,-122.06307,Townhouse,Entire home/apt,t,"75 Fairchild Dr, Mountain View, CA 94043, USA","1,585,408"
277,95148,3,2,$550.00,San Jose,37.31737,-121.78764,Townhouse,Entire home/apt,t,"3211 Lamond Ct, San Jose, CA 95148, USA","998,982"
278,95136,1,1.5,$55.00,San Jose,37.27572,-121.84684,Townhouse,Entire home/apt,f,"251 Vista Roma Way, San Jose, CA 95136, USA","888,004"
279,94043,1,1,$89.00,Mountain View,37.39865,-122.06385,Townhouse,Entire home/apt,f,"100 E Middlefield Rd, Mountain View, CA 94043, USA","1,004,729"
280,95136,2,2.5,$150.00,San Jose,37.28214,-121.85804,Townhouse,Entire home/apt,t,"520 King George Ave, San Jose, CA 95136, USA","1,033,284"
281,95110,1,1,$120.00,San Jose,37.32238,-121.8833,Condominium,Entire home/apt,t,"134 W Virginia St, San Jose, CA 95110, USA",
282,95124,2,1,$168.00,San Jose,37.26645,-121.93431,Townhouse,Entire home/apt,t,"2026 Casa Mia Dr, San Jose, CA 95124, USA",
283,95035,3,2.5,$233.00,Milpitas,37.41378,-121.89006,Townhouse,Entire home/apt,f,"1346 Piper Dr, Milpitas, CA 95035, USA",
284,94043,1,1,$92.00,Mountain View,37.39828,-122.06227,Townhouse,Entire home/apt,f,"186 E Middlefield Rd, Mountain View, CA 94043, USA",
285,95129,2,1.5,$135.00,San Jose,37.29904,-122.03069,Condominium,Entire home/apt,t,"1360 S De Anza Blvd, San Jose, CA 95129, USA",
286,94301,3,3.5,"$1,495.00",Palo Alto,37.45046,-122.15715,Townhouse,Entire home/apt,t,"University Ave & Middlefield Rd, Palo Alto, CA 94301, USA",
287,95126,3,3,$250.00,San Jose,37.30772,-121.91644,Townhouse,Entire home/apt,t,"1516 Huddersfield Ct, San Jose, CA 95126, USA","900,506"
288,95128,2,2,$275.00,San Jose,37.31392,-121.93997,Condominium,Entire home/apt,t,"870 Catkin Ct, San Jose, CA 95128, USA","513,454"
289,95035,3,2,$148.00,Milpitas,37.40849,-121.90716,Townhouse,Entire home/apt,t,"1553 Greenwood Way, Milpitas, CA 95035, USA","1,050,634"
290,94306,4,3.5,$750.00,Palo Alto,37.42659,-122.14956,Townhouse,Entire home/apt,t,"555 Stanford Ave, Palo Alto, CA 94306, USA","3,229,500"
291,94301,2,2,$150.00,Palo Alto,37.44591,-122.16739,Condominium,Entire home/apt,f,"201 Alma St, Palo Alto, CA 94301, USA",
292,95128,1,1,$209.00,San Jose,37.32248,-121.94772,Condominium,Entire home/apt,t,"334 Santana Row #1000, San Jose, CA 95128, USA","631,018"
293,95128,2,2,$155.00,San Jose,37.30508,-121.9503,Condominium,Entire home/apt,f,"Winchester & Greentree, San Jose, CA 95117, USA",
294,95051,2,1.5,$160.00,Santa Clara,37.33948,-121.98636,Condominium,Entire home/apt,f,"843 Quince Ave, Santa Clara, CA 95051, USA","1,596,609"
295,94303,2,2,$189.00,Palo Alto,37.42017,-122.10803,Condominium,Entire home/apt,t,"3961 Sutherland Dr, Palo Alto, CA 94303, USA","3,022,675"
296,95124,2,1,$165.00,San Jose,37.23181,-121.9046,Townhouse,Entire home/apt,t,"5742 Malpas Dr, San Jose, CA 95124, USA","1,464,987"
297,94301,2,2,$175.00,Palo Alto,37.45221,-122.15503,Condominium,Entire home/apt,t,"820 University Ave, Palo Alto, CA 94301, USA",3705646
298,95123,1,1,$100.00,San Jose,37.24566,-121.80513,Condominium,Entire home/apt,t,"5807 Cottle Rd, San Jose, CA 95123, USA",
299,95126,1,1.5,$129.00,San Jose,37.33396,-121.90711,Condominium,Entire home/apt,f,"319 Stockton Ave, San Jose, CA 95126, USA",
300,95112,2,2.5,$250.00,San Jose,37.34843,-121.89045,Townhouse,Entire home/apt,f,"520 N 7th St, San Jose, CA 95112, USA",
301,95054,2,2.5,$199.00,Santa Clara,37.40207,-121.94981,Townhouse,Entire home/apt,t,"4491 Laird Cir, Santa Clara, CA 95054, USA","1,445,382"
302,94040,1,1,$145.00,Mountain View,37.3996,-122.09837,Condominium,Entire home/apt,t,"255 S Rengstorff Ave, Mountain View, CA 94040, USA",
303,94306,3,3,$300.00,Palo Alto,37.41051,-122.12134,Townhouse,Entire home/apt,t,"426 Spruce Ln, Palo Alto, CA 94306, USA","2,249,234"
304,94306,2,2,$375.00,Palo Alto,37.42692,-122.14879,Townhouse,Entire home/apt,t,"2098 El Camino Real, Palo Alto, CA 94306, USA",
305,95035,1,1,$255.00,Milpitas,37.42302,-121.92147,Condominium,Entire home/apt,t,"330 Cypress Dr, Milpitas, CA 95035, USA",
306,95035,1,1,$220.00,Milpitas,37.42283,-121.9212,Condominium,Entire home/apt,t,"330 Cypress Dr, Milpitas, CA 95035, USA",
307,94306,2,2,$215.00,Palo Alto,37.4064,-122.11629,Condominium,Entire home/apt,t,"4374 Miller Ct, Palo Alto, CA 94306, USA","3,246,269"
308,95035,1,1,$202.00,Milpitas,37.42259,-121.92102,Condominium,Entire home/apt,t,"330 Cypress Dr, Milpitas, CA 95035, USA",
309,95035,2,1,$371.00,Milpitas,37.42177,-121.92155,Condominium,Entire home/apt,t,"367 Cypress Dr, Milpitas, CA 95035, USA",
310,95035,2,2,$341.00,Milpitas,37.42154,-121.92119,Condominium,Entire home/apt,t,"367 Cypress Dr, Milpitas, CA 95035, USA",
311,95133,2,2,$105.00,San Jose,37.38489,-121.86027,Condominium,Entire home/apt,t,"2450 Sequester Ct, San Jose, CA 95133, USA","513,336"
312,95133,2,1,$140.00,San Jose,37.36103,-121.86273,Townhouse,Entire home/apt,t,"1724 Schulte Dr, San Jose, CA 95133, USA",
313,95129,2,2.5,$175.00,San Jose,37.29987,-122.03182,Condominium,Entire home/apt,f,"1330 S De Anza Blvd, San Jose, CA 95129, USA",
314,95054,2,2,$319.00,Santa Clara,37.39512,-121.94335,Condominium,Entire home/apt,t,"550 Lick Mill Blvd, Santa Clara, CA 95054, USA",
315,95035,1,1,$150.00,Milpitas,37.40932,-121.89264,Condominium,Entire home/apt,t,"456 E Capitol Ave, Milpitas, CA 95035, USA",
316,95117,2,2,$150.00,San Jose,37.30353,-121.97513,Townhouse,Entire home/apt,f,"4166 Barrymore Dr, San Jose, CA 95117, USA",
317,94040,2,1.5,$149.00,Mountain View,37.40447,-122.1147,Townhouse,Entire home/apt,t,"521 Del Medio Ave, Mountain View, CA 94040, USA",
318,94301,2,2,$230.00,Palo Alto,37.43115,-122.14314,Condominium,Entire home/apt,t,"2140 High St, Palo Alto, CA 94301, USA","2,930,261"
319,95117,2,2.5,$170.00,San Jose,37.30053,-121.95067,Townhouse,Entire home/apt,t,"1335 S Winchester Blvd, San Jose, CA 95128, USA",
320,95133,4,2.5,$199.00,San Jose,37.37713,-121.85677,Townhouse,Entire home/apt,t,"788 Gateview Dr, San Jose, CA 95133, USA",
321,95070,2,1,$350.00,Saratoga,37.25713,-122.03643,Condominium,Entire home/apt,t,"20810 4th St, Saratoga, CA 95070, USA","998,888"
322,94089,1,1,$242.00,Sunnyvale,37.3996,-122.02934,Condominium,Entire home/apt,f,"900 Hamlin Ct, Sunnyvale, CA 94089, USA",
323,94089,2,2,$271.00,Sunnyvale,37.39927,-122.02889,Condominium,Entire home/apt,f,"900 Hamlin Ct, Sunnyvale, CA 94089, USA",
324,94089,2,2,$271.00,Sunnyvale,37.39995,-122.02996,Condominium,Entire home/apt,f,"919 Hamlin Ct, Sunnyvale, CA 94089, USA",
325,94089,1,1,$242.00,Sunnyvale,37.39957,-122.03027,Condominium,Entire home/apt,f,"919 Hamlin Ct, Sunnyvale, CA 94089, USA",
326,95110,1,1,$150.00,San Jose,37.32756,-121.88528,Condominium,Entire home/apt,t,"55 Pierce Ave, San Jose, CA 95110, USA",
327,94303,2,1.5,$150.00,Palo Alto,37.43883,-122.11307,Condominium,Entire home/apt,t,"3160 W Bayshore Rd, Palo Alto, CA 94303, USA",
328,95110,0,1,$200.00,San Jose,37.31213,-121.88221,Condominium,Entire home/apt,t,"1320 Lick Ave, San Jose, CA 95110, USA",
