year,state,state_po,county,FIPS,office,candidate,party,candidatevotes,totalvotes,version
2000,Washington,WA,Walla Walla,53071,President,Al Gore,democrat,7188,21362,20191203
2000,Washington,WA,Walla Walla,53071,President,George W. Bush,republican,13304,21362,20191203
2000,Washington,WA,Walla Walla,53071,President,Ralph Nader,green,624,21362,20191203
2000,Washington,WA,Walla Walla,53071,President,Other,NA,246,21362,20191203
2000,Washington,WA,Whatcom,53073,President,Al Gore,democrat,34033,73752,20191203
2000,Washington,WA,Whatcom,53073,President,George W. Bush,republican,34287,73752,20191203
2000,Washington,WA,Whatcom,53073,President,Ralph Nader,green,4502,73752,20191203
2000,Washington,WA,Whatcom,53073,President,Other,NA,930,73752,20191203
2000,Washington,WA,Whitman,53075,President,Al Gore,democrat,6509,16234,20191203
2000,Washington,WA,Whitman,53075,President,George W. Bush,republican,9003,16234,20191203
2000,Washington,WA,Whitman,53075,President,Ralph Nader,green,530,16234,20191203
2000,Washington,WA,Whitman,53075,President,Other,NA,192,16234,20191203
2000,Washington,WA,Yakima,53077,President,Al Gore,democrat,25546,67375,20191203
2000,Washington,WA,Yakima,53077,President,George W. Bush,republican,39494,67375,20191203
2000,Washington,WA,Yakima,53077,President,Ralph Nader,green,1454,67375,20191203
2000,Washington,WA,Yakima,53077,President,Other,NA,881,67375,20191203
2000,West Virginia,WV,Barbour,54001,President,Al Gore,democrat,2503,6051,20191203
2000,West Virginia,WV,Barbour,54001,President,George W. Bush,republican,3411,6051,20191203
2000,West Virginia,WV,Barbour,54001,President,Ralph Nader,green,89,6051,20191203
2000,West Virginia,WV,Barbour,54001,President,Other,NA,48,6051,20191203
2000,West Virginia,WV,Berkeley,54003,President,Al Gore,democrat,8797,23010,20191203
2000,West Virginia,WV,Berkeley,54003,President,George W. Bush,republican,13619,23010,20191203
2000,West Virginia,WV,Berkeley,54003,President,Ralph Nader,green,414,23010,20191203
2000,West Virginia,WV,Berkeley,54003,President,Other,NA,180,23010,20191203
2000,West Virginia,WV,Boone,54005,President,Al Gore,democrat,5656,9141,20191203
2000,West Virginia,WV,Boone,54005,President,George W. Bush,republican,3353,9141,20191203
2000,West Virginia,WV,Boone,54005,President,Ralph Nader,green,84,9141,20191203
2000,West Virginia,WV,Boone,54005,President,Other,NA,48,9141,20191203
2000,West Virginia,WV,Braxton,54007,President,Al Gore,democrat,2719,5328,20191203
2000,West Virginia,WV,Braxton,54007,President,George W. Bush,republican,2529,5328,20191203
2000,West Virginia,WV,Braxton,54007,President,Ralph Nader,green,47,5328,20191203
2000,West Virginia,WV,Braxton,54007,President,Other,NA,33,5328,20191203
2000,West Virginia,WV,Brooke,54009,President,Al Gore,democrat,4678,9405,20191203
2000,West Virginia,WV,Brooke,54009,President,George W. Bush,republican,4195,9405,20191203
2000,West Virginia,WV,Brooke,54009,President,Ralph Nader,green,228,9405,20191203
2000,West Virginia,WV,Brooke,54009,President,Other,NA,304,9405,20191203
2000,West Virginia,WV,Cabell,54011,President,Al Gore,democrat,14896,32216,20191203
2000,West Virginia,WV,Cabell,54011,President,George W. Bush,republican,16440,32216,20191203
2000,West Virginia,WV,Cabell,54011,President,Ralph Nader,green,605,32216,20191203
2000,West Virginia,WV,Cabell,54011,President,Other,NA,275,32216,20191203
2000,West Virginia,WV,Calhoun,54013,President,Al Gore,democrat,1112,2615,20191203
2000,West Virginia,WV,Calhoun,54013,President,George W. Bush,republican,1425,2615,20191203
2000,West Virginia,WV,Calhoun,54013,President,Ralph Nader,green,63,2615,20191203
2000,West Virginia,WV,Calhoun,54013,President,Other,NA,15,2615,20191203
2000,West Virginia,WV,Clay,54015,President,Al Gore,democrat,1617,3582,20191203
2000,West Virginia,WV,Clay,54015,President,George W. Bush,republican,1887,3582,20191203
2000,West Virginia,WV,Clay,54015,President,Ralph Nader,green,50,3582,20191203
2000,West Virginia,WV,Clay,54015,President,Other,NA,28,3582,20191203
2000,West Virginia,WV,Doddridge,54017,President,Al Gore,democrat,773,2816,20191203
2000,West Virginia,WV,Doddridge,54017,President,George W. Bush,republican,1955,2816,20191203
2000,West Virginia,WV,Doddridge,54017,President,Ralph Nader,green,68,2816,20191203
2000,West Virginia,WV,Doddridge,54017,President,Other,NA,20,2816,20191203
2000,West Virginia,WV,Fayette,54019,President,Al Gore,democrat,8371,14619,20191203
2000,West Virginia,WV,Fayette,54019,President,George W. Bush,republican,5897,14619,20191203
2000,West Virginia,WV,Fayette,54019,President,Ralph Nader,green,239,14619,20191203
2000,West Virginia,WV,Fayette,54019,President,Other,NA,112,14619,20191203
2000,West Virginia,WV,Gilmer,54021,President,Al Gore,democrat,1092,2740,20191203
2000,West Virginia,WV,Gilmer,54021,President,George W. Bush,republican,1560,2740,20191203
2000,West Virginia,WV,Gilmer,54021,President,Ralph Nader,green,66,2740,20191203
2000,West Virginia,WV,Gilmer,54021,President,Other,NA,22,2740,20191203
2000,West Virginia,WV,Grant,54023,President,Al Gore,democrat,891,4534,20191203
2000,West Virginia,WV,Grant,54023,President,George W. Bush,republican,3571,4534,20191203
2000,West Virginia,WV,Grant,54023,President,Ralph Nader,green,39,4534,20191203
2000,West Virginia,WV,Grant,54023,President,Other,NA,33,4534,20191203
2000,West Virginia,WV,Greenbrier,54025,President,Al Gore,democrat,5627,12808,20191203
2000,West Virginia,WV,Greenbrier,54025,President,George W. Bush,republican,6866,12808,20191203
2000,West Virginia,WV,Greenbrier,54025,President,Ralph Nader,green,235,12808,20191203
2000,West Virginia,WV,Greenbrier,54025,President,Other,NA,80,12808,20191203
2000,West Virginia,WV,Hampshire,54027,President,Al Gore,democrat,2069,6097,20191203
2000,West Virginia,WV,Hampshire,54027,President,George W. Bush,republican,3879,6097,20191203
2000,West Virginia,WV,Hampshire,54027,President,Ralph Nader,green,97,6097,20191203
2000,West Virginia,WV,Hampshire,54027,President,Other,NA,52,6097,20191203
2000,West Virginia,WV,Hancock,54029,President,Al Gore,democrat,6249,13472,20191203
2000,West Virginia,WV,Hancock,54029,President,George W. Bush,republican,6458,13472,20191203
2000,West Virginia,WV,Hancock,54029,President,Ralph Nader,green,329,13472,20191203
2000,West Virginia,WV,Hancock,54029,President,Other,NA,436,13472,20191203
2000,West Virginia,WV,Hardy,54031,President,Al Gore,democrat,1621,4514,20191203
2000,West Virginia,WV,Hardy,54031,President,George W. Bush,republican,2816,4514,20191203
2000,West Virginia,WV,Hardy,54031,President,Ralph Nader,green,44,4514,20191203
2000,West Virginia,WV,Hardy,54031,President,Other,NA,33,4514,20191203
2000,West Virginia,WV,Harrison,54033,President,Al Gore,democrat,13009,26578,20191203
2000,West Virginia,WV,Harrison,54033,President,George W. Bush,republican,12948,26578,20191203
2000,West Virginia,WV,Harrison,54033,President,Ralph Nader,green,427,26578,20191203
2000,West Virginia,WV,Harrison,54033,President,Other,NA,194,26578,20191203
2000,West Virginia,WV,Jackson,54035,President,Al Gore,democrat,4937,11518,20191203
2000,West Virginia,WV,Jackson,54035,President,George W. Bush,republican,6341,11518,20191203
2000,West Virginia,WV,Jackson,54035,President,Ralph Nader,green,166,11518,20191203
2000,West Virginia,WV,Jackson,54035,President,Other,NA,74,11518,20191203
2000,West Virginia,WV,Jefferson,54037,President,Al Gore,democrat,6860,14378,20191203
2000,West Virginia,WV,Jefferson,54037,President,George W. Bush,republican,7045,14378,20191203
2000,West Virginia,WV,Jefferson,54037,President,Ralph Nader,green,359,14378,20191203
2000,West Virginia,WV,Jefferson,54037,President,Other,NA,114,14378,20191203
2000,West Virginia,WV,Kanawha,54039,President,Al Gore,democrat,38524,76670,20191203
2000,West Virginia,WV,Kanawha,54039,President,George W. Bush,republican,36809,76670,20191203
2000,West Virginia,WV,Kanawha,54039,President,Ralph Nader,green,948,76670,20191203
2000,West Virginia,WV,Kanawha,54039,President,Other,NA,389,76670,20191203
2000,West Virginia,WV,Lewis,54041,President,Al Gore,democrat,2355,6134,20191203
2000,West Virginia,WV,Lewis,54041,President,George W. Bush,republican,3606,6134,20191203
2000,West Virginia,WV,Lewis,54041,President,Ralph Nader,green,114,6134,20191203
2000,West Virginia,WV,Lewis,54041,President,Other,NA,59,6134,20191203
2000,West Virginia,WV,Lincoln,54043,President,Al Gore,democrat,3939,7464,20191203
2000,West Virginia,WV,Lincoln,54043,President,George W. Bush,republican,3389,7464,20191203
2000,West Virginia,WV,Lincoln,54043,President,Ralph Nader,green,84,7464,20191203
2000,West Virginia,WV,Lincoln,54043,President,Other,NA,52,7464,20191203
2000,West Virginia,WV,Logan,54045,President,Al Gore,democrat,8927,14439,20191203
2000,West Virginia,WV,Logan,54045,President,George W. Bush,republican,5334,14439,20191203
2000,West Virginia,WV,Logan,54045,President,Ralph Nader,green,88,14439,20191203
2000,West Virginia,WV,Logan,54045,President,Other,NA,90,14439,20191203
2000,West Virginia,WV,McDowell,54047,President,Al Gore,democrat,4845,7303,20191203
2000,West Virginia,WV,McDowell,54047,President,George W. Bush,republican,2348,7303,20191203
2000,West Virginia,WV,McDowell,54047,President,Ralph Nader,green,67,7303,20191203
2000,West Virginia,WV,McDowell,54047,President,Other,NA,43,7303,20191203
2000,West Virginia,WV,Marion,54049,President,Al Gore,democrat,12315,22873,20191203
2000,West Virginia,WV,Marion,54049,President,George W. Bush,republican,9972,22873,20191203
2000,West Virginia,WV,Marion,54049,President,Ralph Nader,green,418,22873,20191203
2000,West Virginia,WV,Marion,54049,President,Other,NA,168,22873,20191203
2000,West Virginia,WV,Marshall,54051,President,Al Gore,democrat,6000,13498,20191203
2000,West Virginia,WV,Marshall,54051,President,George W. Bush,republican,6859,13498,20191203
2000,West Virginia,WV,Marshall,54051,President,Ralph Nader,green,316,13498,20191203
2000,West Virginia,WV,Marshall,54051,President,Other,NA,323,13498,20191203
2000,West Virginia,WV,Mason,54053,President,Al Gore,democrat,4963,11223,20191203
2000,West Virginia,WV,Mason,54053,President,George W. Bush,republican,5972,11223,20191203
2000,West Virginia,WV,Mason,54053,President,Ralph Nader,green,195,11223,20191203
2000,West Virginia,WV,Mason,54053,President,Other,NA,93,11223,20191203
2000,West Virginia,WV,Mercer,54055,President,Al Gore,democrat,8347,18875,20191203
2000,West Virginia,WV,Mercer,54055,President,George W. Bush,republican,10206,18875,20191203
2000,West Virginia,WV,Mercer,54055,President,Ralph Nader,green,227,18875,20191203
2000,West Virginia,WV,Mercer,54055,President,Other,NA,95,18875,20191203
2000,West Virginia,WV,Mineral,54057,President,Al Gore,democrat,3341,9782,20191203
2000,West Virginia,WV,Mineral,54057,President,George W. Bush,republican,6180,9782,20191203
2000,West Virginia,WV,Mineral,54057,President,Ralph Nader,green,186,9782,20191203
2000,West Virginia,WV,Mineral,54057,President,Other,NA,75,9782,20191203
2000,West Virginia,WV,Mingo,54059,President,Al Gore,democrat,6049,10043,20191203
2000,West Virginia,WV,Mingo,54059,President,George W. Bush,republican,3866,10043,20191203
2000,West Virginia,WV,Mingo,54059,President,Ralph Nader,green,74,10043,20191203
2000,West Virginia,WV,Mingo,54059,President,Other,NA,54,10043,20191203
2000,West Virginia,WV,Monongalia,54061,President,Al Gore,democrat,12603,27367,20191203
2000,West Virginia,WV,Monongalia,54061,President,George W. Bush,republican,13595,27367,20191203
2000,West Virginia,WV,Monongalia,54061,President,Ralph Nader,green,942,27367,20191203
2000,West Virginia,WV,Monongalia,54061,President,Other,NA,227,27367,20191203
2000,West Virginia,WV,Monroe,54063,President,Al Gore,democrat,2094,5139,20191203
2000,West Virginia,WV,Monroe,54063,President,George W. Bush,republican,2940,5139,20191203
2000,West Virginia,WV,Monroe,54063,President,Ralph Nader,green,78,5139,20191203
2000,West Virginia,WV,Monroe,54063,President,Other,NA,27,5139,20191203
2000,West Virginia,WV,Morgan,54065,President,Al Gore,democrat,1939,5772,20191203
2000,West Virginia,WV,Morgan,54065,President,George W. Bush,republican,3639,5772,20191203
2000,West Virginia,WV,Morgan,54065,President,Ralph Nader,green,148,5772,20191203
2000,West Virginia,WV,Morgan,54065,President,Other,NA,46,5772,20191203
2000,West Virginia,WV,Nicholas,54067,President,Al Gore,democrat,4059,8579,20191203
2000,West Virginia,WV,Nicholas,54067,President,George W. Bush,republican,4359,8579,20191203
2000,West Virginia,WV,Nicholas,54067,President,Ralph Nader,green,111,8579,20191203
2000,West Virginia,WV,Nicholas,54067,President,Other,NA,50,8579,20191203
2000,West Virginia,WV,Ohio,54069,President,Al Gore,democrat,7653,17964,20191203
2000,West Virginia,WV,Ohio,54069,President,George W. Bush,republican,9607,17964,20191203
2000,West Virginia,WV,Ohio,54069,President,Ralph Nader,green,390,17964,20191203
2000,West Virginia,WV,Ohio,54069,President,Other,NA,314,17964,20191203
2000,West Virginia,WV,Pendleton,54071,President,Al Gore,democrat,1172,3221,20191203
2000,West Virginia,WV,Pendleton,54071,President,George W. Bush,republican,1996,3221,20191203
2000,West Virginia,WV,Pendleton,54071,President,Ralph Nader,green,37,3221,20191203
2000,West Virginia,WV,Pendleton,54071,President,Other,NA,16,3221,20191203
2000,West Virginia,WV,Pleasants,54073,President,Al Gore,democrat,1267,3208,20191203
2000,West Virginia,WV,Pleasants,54073,President,George W. Bush,republican,1884,3208,20191203
2000,West Virginia,WV,Pleasants,54073,President,Ralph Nader,green,26,3208,20191203
2000,West Virginia,WV,Pleasants,54073,President,Other,NA,31,3208,20191203
2000,West Virginia,WV,Pocahontas,54075,President,Al Gore,democrat,1392,3467,20191203
2000,West Virginia,WV,Pocahontas,54075,President,George W. Bush,republican,1970,3467,20191203
2000,West Virginia,WV,Pocahontas,54075,President,Ralph Nader,green,69,3467,20191203
2000,West Virginia,WV,Pocahontas,54075,President,Other,NA,36,3467,20191203
2000,West Virginia,WV,Preston,54077,President,Al Gore,democrat,3515,10439,20191203
2000,West Virginia,WV,Preston,54077,President,George W. Bush,republican,6607,10439,20191203
2000,West Virginia,WV,Preston,54077,President,Ralph Nader,green,209,10439,20191203
2000,West Virginia,WV,Preston,54077,President,Other,NA,108,10439,20191203
2000,West Virginia,WV,Putnam,54079,President,Al Gore,democrat,7891,20426,20191203
2000,West Virginia,WV,Putnam,54079,President,George W. Bush,republican,12173,20426,20191203
2000,West Virginia,WV,Putnam,54079,President,Ralph Nader,green,251,20426,20191203
2000,West Virginia,WV,Putnam,54079,President,Other,NA,111,20426,20191203
2000,West Virginia,WV,Raleigh,54081,President,Al Gore,democrat,11047,24061,20191203
2000,West Virginia,WV,Raleigh,54081,President,George W. Bush,republican,12587,24061,20191203
2000,West Virginia,WV,Raleigh,54081,President,Ralph Nader,green,299,24061,20191203
2000,West Virginia,WV,Raleigh,54081,President,Other,NA,128,24061,20191203
2000,West Virginia,WV,Randolph,54083,President,Al Gore,democrat,4028,9542,20191203
2000,West Virginia,WV,Randolph,54083,President,George W. Bush,republican,5248,9542,20191203
2000,West Virginia,WV,Randolph,54083,President,Ralph Nader,green,199,9542,20191203
2000,West Virginia,WV,Randolph,54083,President,Other,NA,67,9542,20191203
2000,West Virginia,WV,Ritchie,54085,President,Al Gore,democrat,1024,3812,20191203
2000,West Virginia,WV,Ritchie,54085,President,George W. Bush,republican,2717,3812,20191203
2000,West Virginia,WV,Ritchie,54085,President,Ralph Nader,green,47,3812,20191203
2000,West Virginia,WV,Ritchie,54085,President,Other,NA,24,3812,20191203
2000,West Virginia,WV,Roane,54087,President,Al Gore,democrat,2332,5625,20191203
2000,West Virginia,WV,Roane,54087,President,George W. Bush,republican,3172,5625,20191203
2000,West Virginia,WV,Roane,54087,President,Ralph Nader,green,95,5625,20191203
2000,West Virginia,WV,Roane,54087,President,Other,NA,26,5625,20191203
2000,West Virginia,WV,Summers,54089,President,Al Gore,democrat,2299,4713,20191203
2000,West Virginia,WV,Summers,54089,President,George W. Bush,republican,2304,4713,20191203
2000,West Virginia,WV,Summers,54089,President,Ralph Nader,green,81,4713,20191203
2000,West Virginia,WV,Summers,54089,President,Other,NA,29,4713,20191203
2000,West Virginia,WV,Taylor,54091,President,Al Gore,democrat,2473,5712,20191203
2000,West Virginia,WV,Taylor,54091,President,George W. Bush,republican,3124,5712,20191203
2000,West Virginia,WV,Taylor,54091,President,Ralph Nader,green,82,5712,20191203
2000,West Virginia,WV,Taylor,54091,President,Other,NA,33,5712,20191203
2000,West Virginia,WV,Tucker,54093,President,Al Gore,democrat,1319,3346,20191203
2000,West Virginia,WV,Tucker,54093,President,George W. Bush,republican,1935,3346,20191203
2000,West Virginia,WV,Tucker,54093,President,Ralph Nader,green,50,3346,20191203
2000,West Virginia,WV,Tucker,54093,President,Other,NA,42,3346,20191203
2000,West Virginia,WV,Tyler,54095,President,Al Gore,democrat,1214,3928,20191203
2000,West Virginia,WV,Tyler,54095,President,George W. Bush,republican,2582,3928,20191203
2000,West Virginia,WV,Tyler,54095,President,Ralph Nader,green,80,3928,20191203
2000,West Virginia,WV,Tyler,54095,President,Other,NA,52,3928,20191203
2000,West Virginia,WV,Upshur,54097,President,Al Gore,democrat,2770,8123,20191203
2000,West Virginia,WV,Upshur,54097,President,George W. Bush,republican,5165,8123,20191203
2000,West Virginia,WV,Upshur,54097,President,Ralph Nader,green,130,8123,20191203
2000,West Virginia,WV,Upshur,54097,President,Other,NA,58,8123,20191203
2000,West Virginia,WV,Wayne,54099,President,Al Gore,democrat,7940,16241,20191203
2000,West Virginia,WV,Wayne,54099,President,George W. Bush,republican,7993,16241,20191203
2000,West Virginia,WV,Wayne,54099,President,Ralph Nader,green,182,16241,20191203
2000,West Virginia,WV,Wayne,54099,President,Other,NA,126,16241,20191203
2000,West Virginia,WV,Webster,54101,President,Al Gore,democrat,1764,3308,20191203
2000,West Virginia,WV,Webster,54101,President,George W. Bush,republican,1484,3308,20191203
2000,West Virginia,WV,Webster,54101,President,Ralph Nader,green,35,3308,20191203
2000,West Virginia,WV,Webster,54101,President,Other,NA,25,3308,20191203
2000,West Virginia,WV,Wetzel,54103,President,Al Gore,democrat,2849,6288,20191203
2000,West Virginia,WV,Wetzel,54103,President,George W. Bush,republican,3239,6288,20191203
2000,West Virginia,WV,Wetzel,54103,President,Ralph Nader,green,104,6288,20191203
2000,West Virginia,WV,Wetzel,54103,President,Other,NA,96,6288,20191203
2000,West Virginia,WV,Wirt,54105,President,Al Gore,democrat,818,2382,20191203
2000,West Virginia,WV,Wirt,54105,President,George W. Bush,republican,1518,2382,20191203
2000,West Virginia,WV,Wirt,54105,President,Ralph Nader,green,21,2382,20191203
2000,West Virginia,WV,Wirt,54105,President,Other,NA,25,2382,20191203
2000,West Virginia,WV,Wood,54107,President,Al Gore,democrat,12664,33857,20191203
2000,West Virginia,WV,Wood,54107,President,George W. Bush,republican,20428,33857,20191203
2000,West Virginia,WV,Wood,54107,President,Ralph Nader,green,582,33857,20191203
2000,West Virginia,WV,Wood,54107,President,Other,NA,183,33857,20191203
2000,West Virginia,WV,Wyoming,54109,President,Al Gore,democrat,4289,7878,20191203
2000,West Virginia,WV,Wyoming,54109,President,George W. Bush,republican,3473,7878,20191203
2000,West Virginia,WV,Wyoming,54109,President,Ralph Nader,green,66,7878,20191203
2000,West Virginia,WV,Wyoming,54109,President,Other,NA,50,7878,20191203
2000,Wisconsin,WI,Adams,55001,President,Al Gore,democrat,4826,9116,20191203
2000,Wisconsin,WI,Adams,55001,President,George W. Bush,republican,3920,9116,20191203
2000,Wisconsin,WI,Adams,55001,President,Ralph Nader,green,217,9116,20191203
2000,Wisconsin,WI,Adams,55001,President,Other,NA,153,9116,20191203
2000,Wisconsin,WI,Ashland,55003,President,Al Gore,democrat,4356,7890,20191203
2000,Wisconsin,WI,Ashland,55003,President,George W. Bush,republican,3038,7890,20191203
2000,Wisconsin,WI,Ashland,55003,President,Ralph Nader,green,440,7890,20191203
2000,Wisconsin,WI,Ashland,55003,President,Other,NA,56,7890,20191203
2000,Wisconsin,WI,Barron,55005,President,Al Gore,democrat,8928,19904,20191203
2000,Wisconsin,WI,Barron,55005,President,George W. Bush,republican,9848,19904,20191203
2000,Wisconsin,WI,Barron,55005,President,Ralph Nader,green,1009,19904,20191203
2000,Wisconsin,WI,Barron,55005,President,Other,NA,119,19904,20191203
2000,Wisconsin,WI,Bayfield,55007,President,Al Gore,democrat,4427,8259,20191203
2000,Wisconsin,WI,Bayfield,55007,President,George W. Bush,republican,3266,8259,20191203
2000,Wisconsin,WI,Bayfield,55007,President,Ralph Nader,green,511,8259,20191203
2000,Wisconsin,WI,Bayfield,55007,President,Other,NA,55,8259,20191203
2000,Wisconsin,WI,Brown,55009,President,Al Gore,democrat,49096,107769,20191203
2000,Wisconsin,WI,Brown,55009,President,George W. Bush,republican,54258,107769,20191203
2000,Wisconsin,WI,Brown,55009,President,Ralph Nader,green,3311,107769,20191203
2000,Wisconsin,WI,Brown,55009,President,Other,NA,1104,107769,20191203
2000,Wisconsin,WI,Buffalo,55011,President,Al Gore,democrat,3237,6641,20191203
2000,Wisconsin,WI,Buffalo,55011,President,George W. Bush,republican,3038,6641,20191203
2000,Wisconsin,WI,Buffalo,55011,President,Ralph Nader,green,316,6641,20191203
2000,Wisconsin,WI,Buffalo,55011,President,Other,NA,50,6641,20191203
2000,Wisconsin,WI,Burnett,55013,President,Al Gore,democrat,3626,8151,20191203
2000,Wisconsin,WI,Burnett,55013,President,George W. Bush,republican,3967,8151,20191203
2000,Wisconsin,WI,Burnett,55013,President,Ralph Nader,green,499,8151,20191203
2000,Wisconsin,WI,Burnett,55013,President,Other,NA,59,8151,20191203
2000,Wisconsin,WI,Calumet,55015,President,Al Gore,democrat,8202,19947,20191203
2000,Wisconsin,WI,Calumet,55015,President,George W. Bush,republican,10837,19947,20191203
2000,Wisconsin,WI,Calumet,55015,President,Ralph Nader,green,658,19947,20191203
2000,Wisconsin,WI,Calumet,55015,President,Other,NA,250,19947,20191203
2000,Wisconsin,WI,Chippewa,55017,President,Al Gore,democrat,12102,26173,20191203
2000,Wisconsin,WI,Chippewa,55017,President,George W. Bush,republican,12835,26173,20191203
2000,Wisconsin,WI,Chippewa,55017,President,Ralph Nader,green,973,26173,20191203
2000,Wisconsin,WI,Chippewa,55017,President,Other,NA,263,26173,20191203
2000,Wisconsin,WI,Clark,55019,President,Al Gore,democrat,5931,14149,20191203
2000,Wisconsin,WI,Clark,55019,President,George W. Bush,republican,7461,14149,20191203
2000,Wisconsin,WI,Clark,55019,President,Ralph Nader,green,521,14149,20191203
2000,Wisconsin,WI,Clark,55019,President,Other,NA,236,14149,20191203
2000,Wisconsin,WI,Columbia,55021,President,Al Gore,democrat,12636,25587,20191203
2000,Wisconsin,WI,Columbia,55021,President,George W. Bush,republican,11987,25587,20191203
2000,Wisconsin,WI,Columbia,55021,President,Ralph Nader,green,790,25587,20191203
2000,Wisconsin,WI,Columbia,55021,President,Other,NA,174,25587,20191203
2000,Wisconsin,WI,Crawford,55023,President,Al Gore,democrat,4005,7394,20191203
2000,Wisconsin,WI,Crawford,55023,President,George W. Bush,republican,3024,7394,20191203
2000,Wisconsin,WI,Crawford,55023,President,Ralph Nader,green,309,7394,20191203
2000,Wisconsin,WI,Crawford,55023,President,Other,NA,56,7394,20191203
2000,Wisconsin,WI,Dane,55025,President,Al Gore,democrat,142317,232739,20191203
2000,Wisconsin,WI,Dane,55025,President,George W. Bush,republican,75790,232739,20191203
2000,Wisconsin,WI,Dane,55025,President,Ralph Nader,green,13030,232739,20191203
2000,Wisconsin,WI,Dane,55025,President,Other,NA,1602,232739,20191203
2000,Wisconsin,WI,Dodge,55027,President,Al Gore,democrat,14580,37701,20191203
2000,Wisconsin,WI,Dodge,55027,President,George W. Bush,republican,21684,37701,20191203
2000,Wisconsin,WI,Dodge,55027,President,Ralph Nader,green,1098,37701,20191203
2000,Wisconsin,WI,Dodge,55027,President,Other,NA,339,37701,20191203
2000,Wisconsin,WI,Door,55029,President,Al Gore,democrat,6560,15220,20191203
2000,Wisconsin,WI,Door,55029,President,George W. Bush,republican,7810,15220,20191203
2000,Wisconsin,WI,Door,55029,President,Ralph Nader,green,709,15220,20191203
2000,Wisconsin,WI,Door,55029,President,Other,NA,141,15220,20191203
2000,Wisconsin,WI,Douglas,55031,President,Al Gore,democrat,13593,21706,20191203
2000,Wisconsin,WI,Douglas,55031,President,George W. Bush,republican,6930,21706,20191203
2000,Wisconsin,WI,Douglas,55031,President,Ralph Nader,green,975,21706,20191203
2000,Wisconsin,WI,Douglas,55031,President,Other,NA,208,21706,20191203
2000,Wisconsin,WI,Dunn,55033,President,Al Gore,democrat,9172,19330,20191203
2000,Wisconsin,WI,Dunn,55033,President,George W. Bush,republican,8911,19330,20191203
2000,Wisconsin,WI,Dunn,55033,President,Ralph Nader,green,1109,19330,20191203
2000,Wisconsin,WI,Dunn,55033,President,Other,NA,138,19330,20191203
2000,Wisconsin,WI,Eau Claire,55035,President,Al Gore,democrat,24078,47875,20191203
2000,Wisconsin,WI,Eau Claire,55035,President,George W. Bush,republican,20921,47875,20191203
2000,Wisconsin,WI,Eau Claire,55035,President,Ralph Nader,green,2461,47875,20191203
2000,Wisconsin,WI,Eau Claire,55035,President,Other,NA,415,47875,20191203
2000,Wisconsin,WI,Florence,55037,President,Al Gore,democrat,816,2405,20191203
2000,Wisconsin,WI,Florence,55037,President,George W. Bush,republican,1528,2405,20191203
2000,Wisconsin,WI,Florence,55037,President,Ralph Nader,green,48,2405,20191203
2000,Wisconsin,WI,Florence,55037,President,Other,NA,13,2405,20191203
2000,Wisconsin,WI,Fond du Lac,55039,President,Al Gore,democrat,18181,46589,20191203
2000,Wisconsin,WI,Fond du Lac,55039,President,George W. Bush,republican,26548,46589,20191203
2000,Wisconsin,WI,Fond du Lac,55039,President,Ralph Nader,green,1389,46589,20191203
2000,Wisconsin,WI,Fond du Lac,55039,President,Other,NA,471,46589,20191203
2000,Wisconsin,WI,Forest,55041,President,Al Gore,democrat,2158,4716,20191203
2000,Wisconsin,WI,Forest,55041,President,George W. Bush,republican,2404,4716,20191203
2000,Wisconsin,WI,Forest,55041,President,Ralph Nader,green,126,4716,20191203
2000,Wisconsin,WI,Forest,55041,President,Other,NA,28,4716,20191203
2000,Wisconsin,WI,Grant,55043,President,Al Gore,democrat,10691,21956,20191203
2000,Wisconsin,WI,Grant,55043,President,George W. Bush,republican,10240,21956,20191203
2000,Wisconsin,WI,Grant,55043,President,Ralph Nader,green,858,21956,20191203
2000,Wisconsin,WI,Grant,55043,President,Other,NA,167,21956,20191203
2000,Wisconsin,WI,Green,55045,President,Al Gore,democrat,7863,15276,20191203
2000,Wisconsin,WI,Green,55045,President,George W. Bush,republican,6790,15276,20191203
2000,Wisconsin,WI,Green,55045,President,Ralph Nader,green,493,15276,20191203
2000,Wisconsin,WI,Green,55045,President,Other,NA,130,15276,20191203
2000,Wisconsin,WI,Green Lake,55047,President,Al Gore,democrat,3301,9107,20191203
2000,Wisconsin,WI,Green Lake,55047,President,George W. Bush,republican,5451,9107,20191203
2000,Wisconsin,WI,Green Lake,55047,President,Ralph Nader,green,282,9107,20191203
2000,Wisconsin,WI,Green Lake,55047,President,Other,NA,73,9107,20191203
2000,Wisconsin,WI,Iowa,55049,President,Al Gore,democrat,5842,10541,20191203
2000,Wisconsin,WI,Iowa,55049,President,George W. Bush,republican,4221,10541,20191203
2000,Wisconsin,WI,Iowa,55049,President,Ralph Nader,green,429,10541,20191203
2000,Wisconsin,WI,Iowa,55049,President,Other,NA,49,10541,20191203
2000,Wisconsin,WI,Iron,55051,President,Al Gore,democrat,1620,3507,20191203
2000,Wisconsin,WI,Iron,55051,President,George W. Bush,republican,1734,3507,20191203
2000,Wisconsin,WI,Iron,55051,President,Ralph Nader,green,134,3507,20191203
2000,Wisconsin,WI,Iron,55051,President,Other,NA,19,3507,20191203
2000,Wisconsin,WI,Jackson,55053,President,Al Gore,democrat,4380,8417,20191203
