Global Flag,Major Flag,SMC Flag,Commercial Flag,IT Spend,Employee Count,PC Count,Size,Tech Support,Discount,New Engagement Strategy,New Product Adoption,Planning Summit,Revenue,Direct Treatment Effect: Tech Support,Total Treatment Effect: Tech Support,Direct Treatment Effect: Discount,Total Treatment Effect: Discount,Direct Treatment Effect: New Engagement Strategy,Total Treatment Effect: New Engagement Strategy
0,0,1,1,161573,29,26,410942,1,1,0,0,1,84776.71,13218.84,14143.07,20547.100000000002,20547.100000000002,0,0
0,1,0,1,16622,17,8,33634,1,0,1,1,1,25350.66,5672.68,6596.91,1681.7,1681.7,0,0
1,0,0,1,11256,225,132,39589,0,1,1,1,1,15672.98,6291.78,7216.01,979.45,979.45,0,0
0,0,1,0,67280,53,50,139651,1,0,0,1,0,30231.17,7793.02,8717.25,6982.55,6982.55,0,0
1,0,0,1,31431,36,23,50432,1,0,0,1,0,26818.12,6508.639999999999,7432.87,1521.6000000000004,1521.6000000000004,0,0
0,1,1,0,14118,76,26,50629,0,0,1,0,0,11005.82,6012.58,6936.81,2531.4500000000003,2531.4500000000003,0,0
0,0,0,0,89030,37,28,225246,1,0,0,1,0,37349.66,9504.92,10429.15,11262.300000000001,11262.300000000001,0,0
0,1,1,0,16391,54,27,61990,1,0,1,1,1,19330.28,6239.8,7164.03,3099.5,3099.5,0,0
0,0,1,1,4740,34,25,17804,1,0,1,1,1,18528.39,5356.08,6280.31,890.2,890.2,0,0
0,0,0,1,28991,45,24,60417,1,0,0,1,0,25064.53,6208.34,7132.57,3020.8500000000004,3020.8500000000004,0,0
1,1,1,1,37664,92,74,96849,0,1,0,0,0,23940.46,7436.98,8361.21,3842.45,3842.45,0,0
0,0,1,0,26918,289,184,97806,0,1,1,0,1,16966.49,6956.12,7880.35,4890.3,4890.3,0,0
0,0,0,1,12398,58,41,40963,0,0,1,0,0,13345.95,5819.26,6743.49,2048.15,2048.15,0,0
0,1,0,1,14929,54,35,24499,1,0,1,1,1,22653.57,5489.98,6414.21,1224.95,1224.95,0,0
0,1,1,1,30650,61,20,48977,1,0,1,1,1,26937.81,5979.54,6903.77,2448.85,2448.85,0,0
0,1,0,1,36442,457,193,115162,0,1,1,0,1,25465.99,7303.24,8227.47,5758.1,5758.1,0,0
1,0,0,1,41820,98,38,72754,0,1,0,0,0,23278.07,6955.08,7879.31,2637.7000000000003,2637.7000000000003,0,0
0,0,1,0,164614,88,91,378780,1,1,0,1,1,82204.19,12575.6,13499.83,18939.0,18939.0,0,0
0,0,1,1,96778,12,6,332241,1,0,0,1,1,47706.07,11644.82,12569.05,16612.05,16612.05,0,0
0,0,1,1,91358,34,27,216276,1,1,0,1,1,56302.75,9325.52,10249.75,10813.800000000001,10813.800000000001,0,0
0,0,1,0,48132,118,47,127885,0,1,0,0,0,23932.06,7557.700000000001,8481.93,6394.25,6394.25,0,0
0,1,0,1,41157,152,108,107696,0,1,0,1,0,30345.99,7153.92,8078.15,5384.8,5384.8,0,0
1,0,0,1,4458,209,82,13430,0,1,1,0,0,10994.06,5768.6,6692.83,-328.5,-328.5,0,0
1,0,0,1,133106,14,9,359304,1,1,0,1,1,73839.51,12686.08,13610.31,16965.2,16965.2,0,0
0,0,1,1,72577,37,13,216248,1,0,0,1,0,39097.09,9324.96,10249.19,10812.400000000001,10812.400000000001,0,0
1,0,0,1,48264,129,124,109596,0,1,0,0,0,26381.08,7691.92,8616.15,4479.8,4479.8,0,0
1,0,0,1,72758,14,8,206539,1,0,0,1,0,41939.17,9630.779999999999,10555.01,9326.95,9326.95,0,0
0,1,0,1,47203,21,9,189317,1,0,0,1,0,33717.34,8786.34,9710.57,9465.85,9465.85,0,0
0,0,0,0,21817,46,30,43446,1,0,1,1,1,18138.02,5868.92,6793.15,2172.3,2172.3,0,0
0,0,0,1,16236,84,63,42285,0,0,1,0,1,13751.73,5845.7,6769.93,2114.25,2114.25,0,0
0,0,1,1,7161,48,19,24677,1,0,1,1,1,18221.61,5493.54,6417.77,1233.8500000000001,1233.8500000000001,0,0
0,0,0,0,10195,42,16,33949,1,0,1,0,1,13540.18,5678.98,6603.21,1697.45,1697.45,0,0
1,0,1,1,127128,84,59,278120,1,1,0,1,1,66991.0,11062.400000000001,11986.63,12906.0,12906.0,0,0
0,0,0,1,36541,29,22,144380,1,0,0,0,0,27393.56,7887.6,8811.83,7219.0,7219.0,0,0
0,0,0,0,8605,74,51,26763,0,0,1,0,0,6791.73,5535.26,6459.49,1338.15,1338.15,0,0
0,0,1,1,34759,83,46,61658,0,0,0,0,0,18000.1,6233.16,7157.39,3082.9,3082.9,0,0
0,0,1,1,51498,50,43,110579,1,0,0,1,0,34071.55,7211.58,8135.81,5528.950000000001,5528.950000000001,0,0
0,0,0,1,154774,117,50,401463,1,1,0,1,1,85073.11,13029.26,13953.49,20073.15,20073.15,0,0
0,0,0,1,110561,137,65,305399,0,1,0,0,1,51818.88,11107.98,12032.21,15269.95,15269.95,0,0
1,0,1,0,46106,112,54,81615,0,1,0,0,0,19354.53,7132.3,8056.53,3080.75,3080.75,0,0
1,0,1,1,30067,68,35,80486,0,0,1,0,1,17255.88,7109.72,8033.95,3024.3,3024.3,0,0
0,1,0,1,64909,227,117,140432,0,1,0,0,0,34112.08,7808.639999999999,8732.87,7021.6,7021.6,0,0
1,0,1,0,124323,80,28,372002,1,1,0,0,1,66734.35,12940.04,13864.27,17600.100000000002,17600.100000000002,0,0
1,0,1,1,11041,93,43,25098,0,0,1,0,0,12769.2,6001.96,6926.19,254.9000000000001,254.9000000000001,0,0
1,1,0,1,11615,152,59,44087,0,1,1,1,1,18229.41,6381.74,7305.97,1204.35,1204.35,0,0
0,0,0,1,47627,55,42,78275,1,0,0,1,0,31532.72,6565.5,7489.73,3913.75,3913.75,0,0
0,0,0,0,29073,27,21,72484,1,0,0,1,0,22102.69,6449.68,7373.91,3624.2000000000003,3624.2000000000003,0,0
0,1,1,0,18546,390,164,38812,0,1,1,1,1,14714.88,5776.24,6700.47,1940.6000000000001,1940.6000000000001,0,0
0,0,0,1,96483,187,98,169058,0,1,0,0,0,43407.24,8381.16,9305.39,8452.9,8452.9,0,0
0,0,1,0,13996,15,9,53670,1,0,1,1,1,16804.8,6073.4,6997.63,2683.5,2683.5,0,0
0,0,1,1,22184,256,149,85004,0,1,1,0,1,19308.7,6700.08,7624.31,4250.2,4250.2,0,0
0,0,1,1,45693,106,38,72017,0,1,0,0,0,25511.96,6440.34,7364.57,3600.8500000000004,3600.8500000000004,0,0
1,0,1,1,9699,50,48,26367,1,0,1,1,1,20899.68,6027.34,6951.57,318.35000000000014,318.35000000000014,0,0
0,0,0,1,47273,123,61,127171,0,1,0,0,0,27577.99,7543.42,8467.65,6358.55,6358.55,0,0
0,0,0,1,7467,121,44,16499,0,1,1,1,0,13072.97,5329.98,6254.21,824.95,824.95,0,0
0,0,1,1,52596,29,23,98219,1,0,0,1,0,32438.63,6964.38,7888.61,4910.95,4910.95,0,0
0,0,1,1,9621,141,62,38337,0,1,1,0,1,16236.88,5766.74,6690.97,1916.8500000000001,1916.8500000000001,0,0
0,1,1,0,134168,19,16,219435,1,1,0,1,1,61697.99,9388.7,10312.93,10971.75,10971.75,0,0
0,0,1,0,10366,11,9,21091,1,0,1,1,1,14980.94,5421.82,6346.05,1054.55,1054.55,0,0
1,1,0,1,27499,26,8,80862,1,0,1,1,1,27085.87,7117.24,8041.47,3043.1000000000004,3043.1000000000004,0,0
1,1,0,1,19784,65,64,56084,1,0,1,1,1,25128.68,6621.68,7545.91,1804.2000000000003,1804.2000000000003,0,0
1,1,0,1,183127,52,20,465887,1,1,0,1,1,97367.31,14817.74,15741.97,22294.350000000002,22294.350000000002,0,0
0,0,1,1,54465,32,26,120591,1,0,0,1,0,35582.97,7411.82,8336.05,6029.55,6029.55,0,0
0,0,1,1,42075,74,65,139193,0,0,0,0,0,19643.65,7783.860000000001,8708.09,6959.650000000001,6959.650000000001,0,0
0,1,1,1,38033,102,81,88423,0,1,1,0,1,26663.22,6768.46,7692.69,4421.150000000001,4421.150000000001,0,0
0,0,1,1,24511,22,17,41658,1,0,1,1,1,23942.1,5833.16,6757.39,2082.9,2082.9,0,0
1,0,0,1,22392,348,179,82156,0,1,1,0,1,18736.77,7143.12,8067.35,3107.8,3107.8,0,0
0,0,0,1,39086,54,45,104532,1,0,0,1,0,28117.15,7090.639999999999,8014.87,5226.6,5226.6,0,0
1,0,0,1,19739,129,55,50731,0,1,1,1,1,17200.08,6514.62,7438.85,1536.5500000000002,1536.5500000000002,0,0
1,0,1,1,109839,111,68,175149,0,1,0,0,0,45173.4,9002.98,9927.21,7757.450000000001,7757.450000000001,0,0
1,0,0,1,12486,103,62,33158,0,0,1,0,0,13220.95,6163.16,7087.39,657.9000000000001,657.9000000000001,0,0
0,1,1,1,52096,90,52,93164,0,1,0,0,0,28510.25,6863.28,7787.51,4658.2,4658.2,0,0
1,1,1,1,82831,99,55,134786,0,1,0,0,0,39032.67,8195.720000000001,9119.95,5739.3,5739.3,0,0
0,0,1,1,255328,149,79,600770,1,1,0,1,1,123122.65,17015.4,17939.63,30038.5,30038.5,0,0
0,0,0,1,69158,53,24,145085,1,0,0,0,0,36750.94,7901.700000000001,8825.93,7254.25,7254.25,0,0
0,0,0,1,11102,114,72,42740,0,1,1,1,1,16108.47,5854.8,6779.03,2137.0,2137.0,0,0
0,0,1,1,16562,45,31,39340,1,0,1,0,1,19030.0,5786.8,6711.03,1967.0,1967.0,0,0
0,0,1,1,37550,48,20,83845,1,0,0,1,0,26560.84,6676.9,7601.13,4192.25,4192.25,0,0
0,0,0,1,21869,152,89,74316,0,1,1,0,1,19895.08,6486.32,7410.55,3715.8,3715.8,0,0
0,0,0,1,55885,36,23,90473,1,0,0,1,0,33536.28,6809.46,7733.69,4523.650000000001,4523.650000000001,0,0
0,0,0,0,41929,63,45,149396,1,0,0,0,0,24558.94,7987.92,8912.15,7469.8,7469.8,0,0
0,1,1,1,23671,28,18,36683,1,0,1,0,1,23079.6,5733.66,6657.89,1834.15,1834.15,0,0
0,0,0,1,24453,33,13,88554,1,0,1,1,1,25608.62,6771.08,7695.31,4427.7,4427.7,0,0
1,0,1,0,10366,80,29,21585,0,0,1,0,0,6833.73,5931.7,6855.93,79.25,79.25,0,0
0,0,1,1,40746,22,15,64932,1,0,0,1,0,28235.46,6298.64,7222.87,3246.6000000000004,3246.6000000000004,0,0
0,0,0,1,5893,220,114,22911,0,1,1,0,1,14073.93,5458.22,6382.45,1145.55,1145.55,0,0
0,0,1,0,86688,73,54,234168,1,1,0,1,1,51173.5,9683.36,10607.59,11708.400000000001,11708.400000000001,0,0
0,0,0,1,26915,122,46,94497,0,1,1,0,1,22393.6,6889.9400000000005,7814.17,4724.85,4724.85,0,0
1,0,0,1,17216,29,11,34026,1,0,1,1,1,21709.11,6180.52,7104.75,701.3000000000002,701.3000000000002,0,0
1,1,0,1,15066,23,20,24935,1,0,1,1,1,24005.28,5998.7,6922.93,246.75,246.75,0,0
0,0,1,1,50926,36,19,145867,1,0,0,1,0,34049.47,7917.34,8841.57,7293.35,7293.35,0,0
0,1,1,1,208381,130,62,356021,1,1,0,1,1,95648.62,12120.42,13044.65,17801.05,17801.05,0,0
0,0,1,1,8563,20,16,20682,1,0,1,1,1,18394.12,5413.64,6337.87,1034.1000000000001,1034.1000000000001,0,0
0,0,0,1,19141,91,51,71322,0,0,1,1,1,15537.52,6426.4400000000005,7350.67,3566.1000000000004,3566.1000000000004,0,0
0,1,1,1,25587,41,13,53367,1,0,1,1,1,25838.53,6067.34,6991.57,2668.3500000000004,2668.3500000000004,0,0
0,0,1,1,40085,240,100,90902,0,1,1,1,1,26468.79,6818.04,7742.27,4545.1,4545.1,0,0
0,0,1,1,63377,36,32,200331,1,0,0,1,0,36431.6,9006.619999999999,9930.85,10016.550000000001,10016.550000000001,0,0
0,0,0,1,83875,39,35,125140,1,0,0,1,0,39263.67,7502.8,8427.03,6257.0,6257.0,0,0
0,0,1,0,44080,51,48,112236,1,0,0,0,0,23868.24,7244.72,8168.95,5611.8,5611.8,0,0
0,1,1,0,37355,315,165,58348,0,1,1,1,1,22652.53,6166.96,7091.19,2917.4,2917.4,0,0
0,0,1,1,122051,20,6,271676,1,1,0,1,1,67679.18,10433.52,11357.75,13583.800000000001,13583.800000000001,0,0
0,1,1,0,15749,133,112,61940,0,1,1,0,1,15968.48,6238.8,7163.03,3097.0,3097.0,0,0
0,0,1,1,33784,99,94,69700,0,1,0,1,0,24217.39,6394.0,7318.23,3485.0,3485.0,0,0
0,0,1,0,15605,103,54,50536,0,0,1,0,0,8568.53,6010.72,6934.95,2526.8,2526.8,0,0
0,0,1,0,39527,22,15,108122,1,0,0,1,0,23471.16,7162.4400000000005,8086.67,5406.1,5406.1,0,0
0,0,0,0,78679,124,81,135506,0,1,0,0,0,31670.82,7710.12,8634.35,6775.3,6775.3,0,0
0,0,1,1,34182,70,69,104910,0,0,0,0,0,19673.28,7098.2,8022.43,5245.5,5245.5,0,0
0,0,1,0,29615,51,27,59698,1,0,0,1,0,21499.37,6193.96,7118.19,2984.9,2984.9,0,0
0,0,1,1,89074,24,7,247183,1,0,0,0,0,42680.75,9943.66,10867.89,12359.150000000001,12359.150000000001,0,0
1,0,0,0,97198,157,84,353280,0,1,0,0,1,47413.6,12565.6,13489.83,16664.0,16664.0,0,0
1,1,0,1,5235,71,50,12686,1,0,1,1,1,21347.22,5753.72,6677.95,-365.69999999999993,-365.69999999999993,0,0
1,0,0,1,9131,147,98,33869,0,1,1,0,1,13452.31,6177.38,7101.61,693.45,693.45,0,0
0,1,0,1,101532,33,21,246257,1,1,0,1,1,62902.94,9925.14,10849.37,12312.85,12312.85,0,0
1,0,0,0,12460,19,10,44267,1,0,1,0,0,12623.54,6385.34,7309.57,1213.35,1213.35,0,0
1,1,0,1,110823,33,17,191337,1,1,0,1,1,59936.89,9326.74,10250.97,8566.85,8566.85,0,0
0,0,1,1,14135,22,17,49375,1,0,1,1,1,20826.29,5987.5,6911.73,2468.75,2468.75,0,0
0,1,0,1,66686,53,46,108703,1,0,0,1,0,37120.29,7174.0599999999995,8098.29,5435.150000000001,5435.150000000001,0,0
0,0,1,1,121566,226,98,189860,0,1,0,0,1,49991.33,8797.2,9721.43,9493.0,9493.0,0,0
0,0,1,0,26060,40,23,60598,1,0,0,0,0,18421.71,6211.96,7136.19,3029.9,3029.9,0,0
0,0,0,1,14824,57,39,32555,1,0,1,1,1,21383.9,5651.1,6575.33,1627.75,1627.75,0,0
0,0,1,1,12457,94,35,21905,0,0,1,1,1,15032.21,5438.1,6362.33,1095.25,1095.25,0,0
1,0,0,0,25860,45,20,76342,1,0,0,1,0,20301.93,7026.84,7951.07,2817.1000000000004,2817.1000000000004,0,0
0,0,1,1,56950,57,36,188596,1,0,0,1,0,34695.42,8771.92,9696.15,9429.800000000001,9429.800000000001,0,0
1,1,0,1,8908,63,46,20704,1,0,1,0,1,19121.42,5914.08,6838.31,35.200000000000045,35.200000000000045,0,0
0,0,1,1,68702,143,65,148619,0,1,0,1,0,37907.45,7972.38,8896.61,7430.950000000001,7430.950000000001,0,0
0,0,1,1,8219,41,34,28242,1,0,1,1,1,20415.9,5564.84,6489.07,1412.1000000000001,1412.1000000000001,0,0
1,0,0,0,52657,120,75,126845,0,1,0,0,0,22893.6,8036.9,8961.13,5342.25,5342.25,0,0
0,0,1,1,11532,58,50,18736,0,0,1,1,1,14569.55,5374.72,6298.95,936.8000000000001,936.8000000000001,0,0
0,0,0,1,7580,118,73,20531,0,1,1,0,0,12424.15,5410.62,6334.85,1026.55,1026.55,0,0
0,0,1,1,22112,102,66,65315,0,1,1,1,1,19848.03,6306.3,7230.53,3265.75,3265.75,0,0
0,0,1,1,22485,41,15,43780,1,0,1,1,1,19784.02,5875.6,6799.83,2189.0,2189.0,0,0
0,0,1,1,5775,106,45,8735,0,0,1,0,0,10524.72,5174.7,6098.93,436.75,436.75,0,0
0,0,0,1,33856,176,127,125495,0,1,0,0,0,24557.59,7509.9,8434.13,6274.75,6274.75,0,0
0,0,1,1,63876,35,31,131888,1,0,0,1,0,36288.42,7637.76,8561.99,6594.400000000001,6594.400000000001,0,0
1,0,0,1,36144,73,31,92146,1,0,0,0,0,27168.89,7342.92,8267.15,3607.3,3607.3,0,0
0,0,1,1,54682,38,22,94599,1,0,0,0,0,30969.82,6891.98,7816.21,4729.95,4729.95,0,0
0,1,1,1,8054,150,69,13906,0,1,1,0,0,13166.4,5278.12,6202.35,695.3000000000001,695.3000000000001,0,0
0,1,1,0,42296,252,100,136698,0,1,0,0,0,24369.39,7733.96,8658.19,6834.900000000001,6834.900000000001,0,0
0,0,1,0,13372,30,14,46076,1,0,1,0,1,15120.23,5921.52,6845.75,2303.8,2303.8,0,0
1,1,1,1,72672,17,12,196475,1,0,0,1,0,42712.21,9429.5,10353.73,8823.75,8823.75,0,0
0,1,0,1,104708,113,59,180761,1,1,0,1,1,57061.4,8615.220000000001,9539.45,9038.050000000001,9038.050000000001,0,0
1,0,1,0,20535,917,416,50270,0,1,1,0,0,9419.25,6505.4,7429.63,1513.5,1513.5,0,0
0,1,1,1,23972,168,164,57265,0,1,1,0,1,20045.33,6145.3,7069.53,2863.25,2863.25,0,0
0,1,0,0,7452,45,20,17761,1,0,1,1,1,16984.32,5355.22,6279.45,888.0500000000001,888.0500000000001,0,0
0,0,1,0,59013,103,75,190844,0,1,0,0,0,27920.58,8816.880000000001,9741.11,9542.2,9542.2,0,0
1,0,0,1,23404,102,46,70614,0,0,1,0,1,15636.84,6912.28,7836.51,2530.7000000000003,2530.7000000000003,0,0
1,0,0,1,32715,78,35,77081,0,0,0,0,0,18222.08,7041.62,7965.85,2854.05,2854.05,0,0
0,0,0,0,153819,175,120,389854,0,1,0,0,1,62693.93,12797.08,13721.31,19492.7,19492.7,0,0
1,0,1,0,14614,20,13,49560,1,0,1,0,1,15318.11,6491.2,7415.43,1478.0,1478.0,0,0
1,0,0,1,13791,113,115,47729,0,1,1,0,1,15263.88,6454.58,7378.81,1386.4500000000003,1386.4500000000003,0,0
0,0,0,1,25327,37,28,54514,1,0,1,1,1,23712.54,6090.28,7014.51,2725.7000000000003,2725.7000000000003,0,0
0,0,1,1,4887,20,16,15237,1,0,1,0,1,16438.72,5304.74,6228.97,761.85,761.85,0,0
0,0,0,0,32190,116,109,100398,0,1,0,0,0,18901.91,7007.96,7932.19,5019.900000000001,5019.900000000001,0,0
0,0,0,1,22361,85,40,59495,0,0,1,1,1,18379.34,6189.9,7114.13,2974.75,2974.75,0,0
0,1,0,1,35409,60,27,124813,1,0,0,1,0,30859.83,7496.26,8420.49,6240.650000000001,6240.650000000001,0,0
0,1,1,1,14413,19,9,42098,1,0,1,1,1,24250.78,5841.96,6766.19,2104.9,2104.9,0,0
0,0,1,0,33698,41,31,81899,1,0,0,1,0,20768.23,6637.98,7562.21,4094.9500000000003,4094.9500000000003,0,0
0,0,1,1,146490,69,31,227552,1,1,0,1,1,71211.88,9551.04,10475.27,11377.6,11377.6,0,0
0,1,1,0,81729,48,38,238750,1,1,0,1,1,50505.88,9775.0,10699.23,11937.5,11937.5,0,0
0,0,0,1,68293,10,8,122820,1,0,0,0,0,33037.29,7456.4,8380.63,6141.0,6141.0,0,0
0,0,0,1,23627,121,85,84541,0,1,1,0,1,22662.28,6690.82,7615.05,4227.05,4227.05,0,0
0,0,0,0,18994,30,12,40634,1,0,1,1,1,18227.07,5812.68,6736.91,2031.7,2031.7,0,0
0,0,1,1,109737,75,29,185048,1,1,0,1,1,55128.37,8700.96,9625.19,9252.4,9252.4,0,0
0,0,0,0,14503,58,35,40184,1,0,1,1,1,17281.47,5803.68,6727.91,2009.2,2009.2,0,0
0,1,0,1,75550,9,7,203090,1,0,0,1,0,41763.55,9061.8,9986.03,10154.5,10154.5,0,0
0,0,0,1,58875,38,23,119081,1,0,0,1,0,33529.09,7381.62,8305.85,5954.05,5954.05,0,0
1,1,1,1,6734,363,263,15833,0,1,1,1,1,17007.36,5816.66,6740.89,-208.3499999999999,-208.3499999999999,0,0
0,0,0,0,147845,16,8,361181,1,1,0,1,1,74456.95,12223.619999999999,13147.85,18059.05,18059.05,0,0
0,1,1,1,31676,169,144,56279,0,1,1,0,1,23103.97,6125.58,7049.81,2813.9500000000003,2813.9500000000003,0,0
0,1,1,1,90406,265,116,158138,0,1,0,1,0,43096.53,8162.76,9086.99,7906.900000000001,7906.900000000001,0,0
0,0,1,1,93952,21,16,156693,1,0,0,1,0,42313.45,8133.860000000001,9058.09,7834.650000000001,7834.650000000001,0,0
0,0,0,0,57621,107,90,89220,0,1,0,1,0,26949.07,6784.4,7708.63,4461.0,4461.0,0,0
1,0,0,1,20744,22,8,79197,1,0,1,1,1,23479.9,7083.9400000000005,8008.17,2959.8500000000004,2959.8500000000004,0,0
1,0,0,1,57020,207,89,219003,0,1,0,1,0,34637.53,9880.060000000001,10804.29,9950.150000000001,9950.150000000001,0,0
0,0,0,1,6525,96,82,18229,0,0,1,1,1,14323.25,5364.58,6288.81,911.45,911.45,0,0
0,0,0,1,8722,41,38,20978,1,0,1,1,1,19719.34,5419.56,6343.79,1048.9,1048.9,0,0
1,1,0,1,7343,103,72,20897,0,0,1,0,1,14308.71,5917.9400000000005,6842.17,44.850000000000136,44.850000000000136,0,0
1,1,1,0,52003,49,42,122830,1,0,0,1,0,30074.74,7956.6,8880.83,5141.5,5141.5,0,0
1,1,1,1,15481,25,21,53721,1,0,1,1,1,24161.31,6574.42,7498.65,1686.0500000000002,1686.0500000000002,0,0
0,1,0,1,115714,169,69,251901,0,1,0,0,1,53079.78,10038.02,10962.25,12595.050000000001,12595.050000000001,0,0
1,0,1,1,93672,9,8,197651,1,0,0,1,0,45067.08,9453.02,10377.25,8882.550000000001,8882.550000000001,0,0
1,1,1,1,86056,254,112,200154,0,1,0,0,0,41916.66,9503.08,10427.31,9007.7,9007.7,0,0
0,0,0,0,10605,22,9,25515,1,0,1,1,1,15277.94,5510.3,6434.53,1275.75,1275.75,0,0
0,0,1,1,42874,58,26,144577,1,0,0,1,0,31841.59,7891.54,8815.77,7228.85,7228.85,0,0
0,0,1,1,21885,67,26,53483,0,0,1,1,1,17755.32,6069.66,6993.89,2674.15,2674.15,0,0
0,0,0,1,10178,96,81,21346,0,0,1,0,0,11472.12,5426.92,6351.15,1067.3,1067.3,0,0
0,1,1,0,43177,106,55,121935,0,1,0,0,0,23195.97,7438.700000000001,8362.93,6096.75,6096.75,0,0
0,0,0,0,12194,60,30,47360,1,0,1,0,0,12441.77,5947.2,6871.43,2368.0,2368.0,0,0
1,1,0,1,51357,293,122,87141,0,1,0,0,0,28325.1,7242.82,8167.05,3357.05,3357.05,0,0
0,0,0,0,21934,142,112,73007,0,1,1,0,1,15118.13,6460.14,7384.37,3650.3500000000004,3650.3500000000004,0,0
1,0,0,1,27558,34,23,59648,1,0,0,0,0,25582.29,6692.96,7617.19,1982.4,1982.4,0,0
0,1,0,1,20564,33,19,52238,1,0,1,0,1,23159.02,6044.76,6968.99,2611.9,2611.9,0,0
0,1,1,1,87761,144,65,156682,0,1,0,0,0,42237.9,8133.639999999999,9057.87,7834.1,7834.1,0,0
1,0,0,1,51605,58,31,99822,1,0,0,1,0,33051.86,7496.4400000000005,8420.67,3991.1000000000004,3991.1000000000004,0,0
0,0,0,0,39777,119,92,133152,0,1,0,0,0,21694.61,7663.04,8587.27,6657.6,6657.6,0,0
0,1,1,1,6296,32,20,17598,1,0,1,0,1,19962.99,5351.96,6276.19,879.9000000000001,879.9000000000001,0,0
0,0,0,1,29384,124,61,93636,0,1,1,0,1,21830.01,6872.72,7796.95,4681.8,4681.8,0,0
1,0,1,1,16919,92,45,50462,0,0,1,0,1,14085.44,6509.24,7433.47,1523.1000000000004,1523.1000000000004,0,0
0,0,1,1,42685,138,50,172097,0,1,0,0,0,28240.98,8441.94,9366.17,8604.85,8604.85,0,0
0,0,0,0,75990,15,8,120561,1,0,0,1,0,33420.6,7411.22,8335.45,6028.05,6028.05,0,0
0,0,1,0,24581,212,151,67230,0,1,1,0,0,13202.78,6344.6,7268.83,3361.5,3361.5,0,0
0,0,1,1,25337,38,35,43266,1,0,1,1,1,24195.64,5865.32,6789.55,2163.3,2163.3,0,0
0,0,0,0,32086,29,20,50298,1,0,0,0,0,18564.63,6005.96,6930.19,2514.9,2514.9,0,0
0,1,1,1,8166,122,95,25908,0,1,1,0,1,13649.45,5518.16,6442.39,1295.4,1295.4,0,0
0,0,1,1,85442,64,49,187400,1,1,0,0,1,49119.02,8748.0,9672.23,9370.0,9370.0,0,0
0,0,1,1,27978,77,71,71560,0,0,1,1,1,19036.43,6431.2,7355.43,3578.0,3578.0,0,0
0,1,0,1,59833,30,12,101878,1,0,0,1,0,35110.93,7037.5599999999995,7961.79,5093.900000000001,5093.900000000001,0,0
0,1,1,1,7667,69,48,18269,0,0,1,0,1,14758.72,5365.38,6289.61,913.45,913.45,0,0
0,0,0,0,9619,139,86,22683,0,1,1,0,0,7971.1,5453.66,6377.89,1134.15,1134.15,0,0
0,1,0,0,8052,142,152,14780,0,1,1,0,0,9487.75,5295.6,6219.83,739.0,739.0,0,0
0,1,1,1,8653,99,41,16204,0,0,1,0,1,14128.29,5324.08,6248.31,810.2,810.2,0,0
0,0,0,0,142173,37,16,313245,1,1,0,1,1,70900.09,11264.900000000001,12189.13,15662.25,15662.25,0,0
0,0,0,0,46708,221,89,185417,0,1,0,0,0,26003.16,8708.34,9632.57,9270.85,9270.85,0,0
1,0,0,1,40133,110,73,153077,0,1,0,0,0,26707.24,8561.54,9485.77,6653.85,6653.85,0,0
1,0,1,1,79582,78,41,141698,0,1,0,0,0,36859.98,8333.96,9258.19,6084.900000000001,6084.900000000001,0,0
1,0,0,1,3232,27,20,8885,1,0,1,1,1,20004.03,5677.7,6601.93,-555.75,-555.75,0,0
0,0,0,1,40567,226,124,85660,0,1,0,0,0,25000.96,6713.2,7637.43,4283.0,4283.0,0,0
0,0,0,0,41487,519,245,92504,0,1,1,0,1,20990.42,6850.08,7774.31,4625.2,4625.2,0,0
0,0,0,1,7739,29,21,26016,1,0,1,1,1,19182.71,5520.32,6444.55,1300.8000000000002,1300.8000000000002,0,0
0,1,0,0,25162,11,7,55369,1,0,1,1,1,20377.21,6107.38,7031.61,2768.4500000000003,2768.4500000000003,0,0
0,0,1,1,64141,99,101,218575,0,1,0,0,0,37719.04,9371.5,10295.73,10928.75,10928.75,0,0
0,0,1,1,6247,357,174,19456,0,1,1,0,0,12255.26,5389.12,6313.35,972.8000000000001,972.8000000000001,0,0
0,0,0,1,7258,109,72,19059,0,0,1,0,0,11169.1,5381.18,6305.41,952.95,952.95,0,0
1,0,0,1,45797,21,17,158824,1,0,0,1,0,32236.02,8676.48,9600.71,6941.200000000001,6941.200000000001,0,0
0,0,0,1,32352,119,66,117231,0,1,1,0,1,23920.21,7344.62,8268.85,5861.55,5861.55,0,0
0,0,1,1,9962,41,15,27255,1,0,1,1,1,20151.3,5545.1,6469.33,1362.75,1362.75,0,0
1,0,0,1,56400,121,45,127696,0,1,0,1,0,31921.02,8053.92,8978.15,5384.8,5384.8,0,0
0,0,0,1,38271,92,38,80961,0,1,0,1,0,24339.03,6619.22,7543.45,4048.05,4048.05,0,0
0,0,0,1,18959,29,25,30007,1,0,1,1,1,22050.57,5600.14,6524.37,1500.3500000000001,1500.3500000000001,0,0
0,0,0,1,51180,101,50,184745,0,1,0,0,0,32474.25,8694.9,9619.13,9237.25,9237.25,0,0
1,0,1,1,19953,149,66,46318,0,1,1,1,1,18206.43,6426.360000000001,7350.59,1315.9,1315.9,0,0
0,0,1,1,113366,26,11,332965,1,1,0,1,1,69364.42,11659.3,12583.53,16648.25,16648.25,0,0
