,User ID,Guild Membership,Side-quest Engagement,Inventory Rarity,In-game Purchases
540,c97d5b0d,member,high,many,45.00830841064453
541,fd201e62,nonmember,low,few or none,15.892745971679688
542,1ae31c04,nonmember,low,few or none,7.158542633056641
543,603f8ea0,nonmember,high,many,52.90212631225586
544,e4b5b5df,member,high,many,67.26385498046875
545,64e178cd,nonmember,low,few or none,25.43307113647461
546,bc709d90,nonmember,high,many,52.82975387573242
547,ae362575,nonmember,low,few or none,12.369142532348633
548,21cd9aa5,nonmember,low,few or none,25.973308563232422
549,de15ab57,nonmember,low,few or none,54.02723693847656
550,df1873f4,nonmember,low,few or none,22.204402923583984
551,36cda79c,nonmember,low,few or none,18.69455909729004
552,f4ffe66b,nonmember,high,many,55.032066345214844
553,8bb3353c,member,high,many,154.0920867919922
554,c7a850de,member,high,many,99.64324951171875
555,c0955463,member,low,few or none,223.97059631347656
556,699c4ffd,nonmember,low,few or none,68.7679443359375
557,9fa354d3,nonmember,high,many,58.21075439453125
558,cb82a782,nonmember,low,few or none,34.492034912109375
559,536010b7,nonmember,low,few or none,31.950571060180664
560,e8aa38c3,nonmember,low,few or none,31.099018096923828
561,87ead704,nonmember,low,few or none,22.886676788330078
562,9a74aaca,nonmember,low,few or none,2.5885543823242188
563,01dd3676,nonmember,low,few or none,32.763675689697266
564,92ed6387,nonmember,low,few or none,59.271270751953125
565,27c16329,nonmember,low,few or none,53.12264633178711
566,7e72e696,member,high,many,56.12061309814453
567,6b8dd63d,nonmember,low,few or none,38.73661804199219
568,a2fff9ac,nonmember,low,few or none,3.609954833984375
569,e6f972e8,nonmember,low,few or none,29.489931106567383
570,0734f52e,member,high,many,160.0180206298828
571,6efcec3f,nonmember,low,few or none,51.037086486816406
572,771015f4,nonmember,low,few or none,35.2391471862793
573,73a435bd,nonmember,low,few or none,19.60221290588379
574,ae226a0d,member,low,few or none,224.42503356933594
575,8a5a90dc,nonmember,low,few or none,31.287155151367188
576,68364da4,nonmember,low,few or none,56.098426818847656
577,b49eaf7d,nonmember,low,few or none,41.16736602783203
578,2f837456,member,high,many,174.05259704589844
579,02b05124,nonmember,high,many,58.02556228637695
580,f32935ff,nonmember,low,few or none,4.527820587158203
581,52d70315,nonmember,low,few or none,26.197677612304688
582,b1b8afe4,nonmember,low,many,59.28684616088867
583,f194eafe,nonmember,low,few or none,39.00215530395508
584,4c753070,nonmember,low,few or none,94.82191467285156
585,99a46ca3,nonmember,low,few or none,29.75629425048828
586,69d11cc4,member,high,many,163.14492797851562
587,caf3dbce,nonmember,high,many,50.833648681640625
588,b9b04dab,nonmember,low,few or none,0.11603927612304688
589,6644294b,nonmember,high,few or none,55.149269104003906
590,06ed7161,member,high,many,97.03337097167969
591,4287b955,member,low,few or none,221.37698364257812
592,b2ca481b,nonmember,high,few or none,36.87958526611328
593,926f4f90,nonmember,low,few or none,58.269859313964844
594,5d2fb631,member,high,many,225.61451721191406
595,4ebc8428,nonmember,high,few or none,75.16021728515625
596,9bb79900,nonmember,low,few or none,34.32756805419922
597,e75af8a1,member,high,many,205.4913330078125
598,45f54039,member,high,few or none,218.73680114746094
599,0063a860,nonmember,low,few or none,32.2999267578125
600,b6a183ea,nonmember,high,many,58.92417907714844
601,39fc3b51,nonmember,low,few or none,37.945770263671875
602,61f0519c,nonmember,low,few or none,68.45347595214844
603,0b6e4ed2,nonmember,low,few or none,5.896411895751953
604,c67b46a3,member,high,few or none,221.12608337402344
605,fcf5e857,nonmember,low,few or none,33.34149169921875
606,cb049747,member,high,many,117.3741455078125
607,8486454e,nonmember,low,few or none,13.087278366088867
608,5e299cc6,nonmember,low,many,53.44213104248047
609,cbf07db2,nonmember,low,few or none,27.6749210357666
610,9f345cfe,nonmember,low,few or none,46.63542938232422
611,b9fca203,member,low,few or none,227.34954833984375
612,e239a0e3,nonmember,low,few or none,85.60199737548828
613,5772de94,nonmember,low,many,55.97317123413086
614,dc1553b5,member,high,many,87.43013000488281
615,2e6d088a,nonmember,low,few or none,19.12826919555664
616,b51f1f69,member,low,few or none,222.5176544189453
617,5ed016cf,nonmember,high,many,51.91022491455078
618,b7fde74e,nonmember,low,few or none,12.692634582519531
619,24a4df74,member,high,many,137.16754150390625
620,3a123811,member,high,many,143.63587951660156
621,b5f02941,member,high,many,159.61593627929688
622,e54532b5,nonmember,high,many,52.91011428833008
623,7928dfdc,nonmember,low,few or none,21.048608779907227
624,e372a18e,nonmember,high,many,56.2116584777832
625,8e8fc9c5,nonmember,low,few or none,29.85860824584961
626,50ebe6bd,member,high,many,116.05925750732422
627,f46e4c77,nonmember,high,many,49.75849533081055
628,88ecabb7,member,high,many,77.04424285888672
629,e44aa7ed,nonmember,low,few or none,49.27299499511719
630,1cf487e0,nonmember,low,few or none,9.080635070800781
631,e7da1ce9,nonmember,low,few or none,47.913482666015625
632,defa1de9,nonmember,low,few or none,34.147865295410156
633,6b7eaed3,member,high,many,227.17166137695312
634,f2ffcb26,nonmember,low,few or none,56.77204895019531
635,a759c463,nonmember,low,many,56.764156341552734
636,0206252e,nonmember,low,many,47.735595703125
637,8b4e0396,member,low,few or none,217.97508239746094
638,ed7a0c3d,member,high,many,146.94781494140625
639,78f681a0,nonmember,low,few or none,57.601593017578125
640,2e171567,nonmember,low,few or none,14.650772094726562
641,9ea81ae5,nonmember,high,many,60.107173919677734
642,fe35f6fc,member,high,many,101.63725280761719
643,7f1cbeec,nonmember,low,few or none,76.79769134521484
644,a76755d1,member,high,many,38.428443908691406
645,8d99b627,nonmember,low,few or none,56.425331115722656
646,7211d5f4,nonmember,high,few or none,50.421966552734375
647,19122c6c,nonmember,low,few or none,10.583318710327148
648,33a6f916,member,high,many,106.79328155517578
649,9656b286,nonmember,low,few or none,37.31048583984375
650,c878ada2,nonmember,high,few or none,10.932992935180664
651,9911901b,member,high,many,55.549072265625
652,0c2b455c,nonmember,low,few or none,65.89620971679688
653,22c535d1,nonmember,low,many,56.10014343261719
654,1293d260,nonmember,low,few or none,34.984466552734375
655,14783714,nonmember,low,few or none,57.128448486328125
656,4a8ff15c,member,high,many,180.7999267578125
657,4b0aa2c7,nonmember,high,few or none,50.13062286376953
658,a84ece29,member,high,many,55.05107879638672
659,30a436b5,nonmember,low,few or none,64.72718048095703
660,c7552093,member,high,many,84.38969421386719
661,d774a2fc,nonmember,low,few or none,30.174884796142578
662,a3c4f367,nonmember,low,few or none,19.566999435424805
663,9bac59e6,member,high,many,4.000755310058594
664,cc9aa4c9,nonmember,low,few or none,74.76223754882812
665,92916459,member,high,many,106.12625122070312
666,efd34592,member,high,few or none,227.14938354492188
667,e53c6b77,nonmember,low,few or none,40.245548248291016
668,2f923222,nonmember,high,many,47.5773811340332
669,3e39ba42,nonmember,low,few or none,95.57449340820312
670,f84bbe6a,nonmember,low,few or none,48.68059158325195
671,e224ed3f,nonmember,low,few or none,41.388710021972656
672,0d56bfb2,member,high,many,82.26578521728516
673,2bee49cd,nonmember,high,many,54.52676010131836
674,9f9c9bb7,nonmember,low,few or none,66.33012390136719
675,6cee709d,nonmember,low,few or none,50.5759162902832
676,a2926075,nonmember,low,few or none,75.58972930908203
677,b474f4f1,member,low,few or none,228.32740783691406
678,28c1cac3,member,high,many,72.09613800048828
679,8e1435c3,nonmember,low,few or none,34.1540641784668
680,336547d1,nonmember,high,many,54.03217697143555
681,48dbb1be,nonmember,low,few or none,17.641666412353516
682,cba496b0,nonmember,low,few or none,59.36687469482422
683,346866d5,member,high,many,46.422645568847656
684,32712426,nonmember,low,few or none,11.027374267578125
685,0f959f44,nonmember,high,many,54.288978576660156
686,7b84f200,nonmember,low,few or none,77.86595153808594
687,99d6f8e6,member,high,many,137.85311889648438
688,612f832e,member,low,few or none,227.84849548339844
689,a10a71e9,nonmember,low,few or none,16.306020736694336
690,6753f07f,nonmember,low,few or none,19.592315673828125
691,caeace93,nonmember,low,many,61.76585388183594
692,9039f56d,nonmember,high,many,48.72905731201172
693,7a436475,nonmember,high,many,57.84188461303711
694,20fc14d0,nonmember,low,few or none,52.405418395996094
695,53e6d609,nonmember,low,few or none,4.802539825439453
696,bba57430,nonmember,low,few or none,38.90861511230469
697,11dfd449,nonmember,low,few or none,86.01370239257812
698,555758d5,member,high,many,84.34500122070312
699,1690ac49,member,high,many,102.75737762451172
700,e002c177,nonmember,high,many,51.23726272583008
701,cf4b6f3a,nonmember,low,few or none,47.44023132324219
702,471d7be0,nonmember,low,few or none,32.37803649902344
703,ad19955f,member,high,many,139.28659057617188
704,0b337094,nonmember,low,many,48.80070877075195
705,2530eb36,nonmember,high,many,57.53248977661133
706,b8e47734,nonmember,low,few or none,24.291748046875
707,dd62cc4c,nonmember,low,few or none,5.627040863037109
708,a9476532,nonmember,low,few or none,4.7896728515625
709,a588a322,member,high,many,116.56439971923828
710,b87e1e58,nonmember,low,few or none,26.152610778808594
711,cb22518e,nonmember,low,few or none,49.265411376953125
712,d28d6bf0,member,high,many,104.23565673828125
713,3eae8f1e,nonmember,low,few or none,31.587345123291016
714,ce7590ca,nonmember,low,few or none,36.68041229248047
715,3e5c8ff5,member,high,many,69.55841064453125
716,b763f001,nonmember,high,few or none,77.72476196289062
717,9ed9ffac,member,high,many,145.5447998046875
718,a4903358,member,high,many,110.36255645751953
719,4bd1fd06,nonmember,low,few or none,49.49971008300781
720,aba3b049,member,high,many,66.51239013671875
721,0caa2ce9,nonmember,low,many,54.55315017700195
722,782f60ec,nonmember,low,few or none,46.43989562988281
723,7bac5b4c,member,high,few or none,219.03646850585938
724,278758ca,nonmember,low,few or none,29.236116409301758
725,7a688039,nonmember,low,few or none,47.94495391845703
726,b60e41dd,nonmember,low,few or none,17.56171226501465
727,538222bd,nonmember,high,many,51.682708740234375
728,55727cad,member,low,few or none,219.220947265625
729,7e428834,nonmember,low,few or none,5.091560363769531
730,4a9fc3fd,nonmember,low,few or none,42.64043426513672
731,805b6999,nonmember,low,few or none,34.0234260559082
732,93ee4c50,nonmember,low,few or none,38.650848388671875
733,657ea7f3,member,low,few or none,228.49256896972656
734,f42c96d5,nonmember,high,many,54.20023727416992
735,2853a37f,nonmember,low,few or none,16.997577667236328
736,9b1ab8f1,nonmember,low,few or none,52.35111999511719
737,c0c5395d,nonmember,low,few or none,71.75778198242188
738,997e2032,member,high,many,146.3390655517578
739,612b8241,nonmember,low,few or none,29.585063934326172
740,22194ad1,nonmember,low,few or none,33.06731414794922
741,61307267,member,high,many,7.394386291503906
742,d42a8cc6,nonmember,high,many,56.5497932434082
743,c6761512,member,high,many,173.5838623046875
744,de17180c,nonmember,low,few or none,51.15338134765625
745,510c323a,nonmember,low,few or none,5.302894592285156
746,61a34e5b,member,high,many,142.13795471191406
747,013d3303,member,high,many,161.65322875976562
748,4f15be99,nonmember,low,few or none,27.468997955322266
749,f158fdf6,nonmember,high,many,45.27320861816406
750,0db77811,nonmember,high,few or none,41.192848205566406
751,b22778c4,nonmember,low,few or none,18.200647354125977
752,0341c42a,nonmember,low,few or none,23.606571197509766
753,f6bc57e8,nonmember,low,few or none,18.641019821166992
754,b63d34be,member,low,few or none,224.4481964111328
755,24b1a400,nonmember,low,few or none,51.95301055908203
756,4d5243da,nonmember,low,few or none,65.7023696899414
757,1f5ba4fb,member,high,many,34.398345947265625
758,ef0e8419,nonmember,low,few or none,57.929222106933594
759,a47fb7ff,member,high,few or none,221.94459533691406
760,4a6f3cd0,member,high,many,165.341552734375
761,fa17e2fd,nonmember,low,few or none,49.39016342163086
762,973a3e80,member,high,many,77.56541442871094
763,392cabc8,nonmember,low,few or none,71.7803955078125
764,a6324da8,member,high,many,163.09524536132812
765,e207b2f2,nonmember,low,few or none,63.00621795654297
766,afaef643,member,high,many,98.67249298095703
767,3807ea37,member,high,many,124.8400650024414
768,c5351b8a,nonmember,low,few or none,41.09175109863281
769,a12bfd4f,nonmember,low,few or none,34.269168853759766
770,e4e1bd4a,nonmember,low,few or none,69.40574645996094
771,b163e1b7,nonmember,high,many,49.85292053222656
772,a627bcbd,nonmember,low,few or none,55.98335266113281
773,d6243e32,nonmember,low,few or none,50.151222229003906
774,5c03cd6c,nonmember,high,many,52.87858963012695
775,43a962b4,nonmember,low,few or none,51.64805603027344
776,26f89669,nonmember,low,few or none,53.587406158447266
777,e8ba0f1c,nonmember,low,few or none,47.93696975708008
778,6bf9f3a7,nonmember,low,many,54.11235427856445
779,b72e0458,nonmember,low,few or none,31.623193740844727
780,5446cb98,nonmember,low,many,48.11642074584961
781,e4fd195e,member,high,few or none,224.65585327148438
782,7a136270,nonmember,high,many,45.370121002197266
783,74d8403c,nonmember,low,few or none,42.707149505615234
784,844d411a,member,high,few or none,226.2707977294922
785,c90536d3,member,high,many,116.42047882080078
786,23090a40,nonmember,high,many,60.976627349853516
787,8c639e76,member,high,few or none,225.25450134277344
788,7d706e96,nonmember,high,many,56.93699645996094
789,2c4f9515,nonmember,high,many,53.47101593017578
790,0efd336a,nonmember,low,few or none,103.95292663574219
791,9c825ae8,member,low,few or none,218.17970275878906
792,81e3a51d,member,high,many,144.90484619140625
793,48138602,nonmember,low,few or none,91.12855529785156
794,c0f17ce8,nonmember,low,few or none,43.48102951049805
795,f003dae5,member,high,many,209.47108459472656
796,27923a53,nonmember,low,few or none,15.871757507324219
797,34f1d97b,member,high,many,72.46031188964844
798,58cdb3e5,nonmember,low,few or none,10.638998031616211
799,7423db0d,nonmember,low,few or none,40.88218307495117
800,fc641e83,nonmember,low,few or none,42.85660934448242
801,d7e8db70,member,high,many,118.93762969970703
802,43702f83,nonmember,low,few or none,52.34146499633789
803,9f02aef9,member,high,few or none,232.7016143798828
804,586fa90a,nonmember,high,many,46.593753814697266
805,75f7038e,member,high,many,102.57617950439453
806,51e7fda6,member,high,many,142.1410675048828
807,0513f126,member,high,many,203.73574829101562
808,7eb83c8b,nonmember,low,few or none,22.941741943359375
809,070d2977,nonmember,low,few or none,28.979785919189453
810,d5de74d2,nonmember,low,few or none,42.49309539794922
811,c1713ca0,nonmember,low,few or none,78.67259216308594
812,8b9d8b41,nonmember,low,few or none,65.63018798828125
813,e833f65a,member,high,few or none,222.65304565429688
814,100415e4,nonmember,low,few or none,49.947669982910156
815,57df514b,member,high,many,169.22726440429688
816,b5fafec5,nonmember,low,few or none,25.318077087402344
817,ec91daae,nonmember,low,few or none,27.56336212158203
818,01ac51b8,member,high,few or none,216.9199676513672
819,bbd79378,member,high,many,165.2069091796875
820,d5c8268b,nonmember,low,few or none,54.134735107421875
821,ddf48a80,nonmember,low,few or none,29.50619888305664
822,8a6a4b5a,member,high,many,52.016273498535156
823,3b9f6181,member,high,few or none,232.38226318359375
824,5463b770,member,high,few or none,234.52398681640625
825,616b4120,nonmember,high,many,61.869659423828125
826,da698911,member,low,few or none,228.48817443847656
827,a2b32cd9,nonmember,high,many,59.3580322265625
828,1ff4986b,nonmember,low,few or none,38.74822235107422
829,a26283e5,nonmember,low,few or none,58.55809020996094
830,5c911621,member,high,many,126.05684661865234
831,65ee3037,nonmember,low,few or none,52.696102142333984
832,2f2762f1,nonmember,low,few or none,32.54316711425781
833,b71483b2,nonmember,high,few or none,47.165611267089844
834,a24eedd1,nonmember,high,few or none,16.380313873291016
835,9ebafde5,nonmember,low,few or none,68.97985076904297
836,acd82ba5,nonmember,high,many,45.42414093017578
837,62cbb358,member,high,many,149.8603515625
838,8acf8cf8,member,low,few or none,235.1355743408203
839,cba54550,nonmember,low,few or none,44.40993118286133
840,e43cee68,nonmember,low,few or none,3.4214515686035156
841,3ef861e8,nonmember,low,few or none,41.59913635253906
842,e6cd2113,nonmember,high,many,51.196571350097656
843,3027dbe5,nonmember,low,few or none,17.539485931396484
844,b7328750,nonmember,low,few or none,27.32135772705078
845,190bf17f,member,high,many,141.34864807128906
846,510a6a52,nonmember,low,few or none,55.58378219604492
847,3bebc28c,nonmember,high,many,56.53600311279297
848,dc38503d,nonmember,low,few or none,12.060684204101562
849,2ec6a03a,member,high,many,136.28216552734375
850,6c288fac,nonmember,low,few or none,27.575336456298828
851,67768f9e,nonmember,low,few or none,48.141937255859375
852,6b30a4f8,nonmember,low,few or none,34.225894927978516
853,cf8a7291,nonmember,low,few or none,11.335111618041992
854,c179cdac,member,high,few or none,223.922119140625
855,65c79cd8,nonmember,low,few or none,53.847984313964844
856,5b4ef8bd,member,high,many,71.8348388671875
857,58a3cb08,nonmember,low,many,50.675804138183594
858,4f47c9e3,nonmember,low,few or none,50.66144943237305
859,42335d09,nonmember,low,many,57.31824493408203
860,37ea9e0d,member,high,many,96.47064208984375
861,8cbd9e1d,nonmember,low,many,58.26947021484375
862,0bb1dc0d,member,high,few or none,224.14657592773438
863,bca9405f,nonmember,low,few or none,47.13206481933594
864,65ea8fa3,nonmember,low,many,53.75075912475586
865,23dc99d9,member,high,many,68.47947692871094
866,2f830585,nonmember,low,few or none,25.21734619140625
867,a08e8f98,member,low,few or none,229.80923461914062
868,eb907e80,nonmember,high,many,54.56255340576172
869,1e1e1d4b,nonmember,low,few or none,0.7758102416992188
870,0dbebb07,nonmember,low,few or none,6.069021224975586
871,8b3de61e,nonmember,high,many,52.117942810058594
872,f18bfcbb,member,high,many,115.23101043701172
873,6ea915c4,nonmember,low,few or none,46.68206024169922
874,4dfe783c,nonmember,low,few or none,28.60674476623535
875,9fd97129,member,high,many,88.46847534179688
876,7d00f6b8,nonmember,low,few or none,51.624656677246094
877,ca3f6f6b,member,high,many,163.5792236328125
878,7b8dda4b,nonmember,high,few or none,37.306461334228516
879,986cf26b,nonmember,low,few or none,64.78939819335938
880,b40fae16,member,low,few or none,225.7943878173828
881,1fdff3d7,nonmember,low,few or none,62.67219924926758
882,387ce4c3,nonmember,low,few or none,53.290462493896484
883,59700753,nonmember,low,few or none,27.07179832458496
884,0dfcac91,member,high,many,145.89599609375
885,a9f2885c,nonmember,high,many,56.73525619506836
886,0b419abc,nonmember,low,few or none,76.08723449707031
887,3e2164e9,nonmember,low,few or none,33.271244049072266
888,680530de,member,high,few or none,223.48585510253906
889,e944e5ca,member,low,few or none,213.57359313964844
890,7deb502e,nonmember,low,few or none,50.792240142822266
891,7d76efb4,nonmember,high,few or none,22.315387725830078
892,abe502c7,nonmember,low,few or none,36.69572830200195
893,f6862465,nonmember,low,few or none,1.0208282470703125
894,82762259,member,high,many,74.04059600830078
895,de0ac781,nonmember,high,few or none,14.265310287475586
896,414de741,member,high,many,163.15806579589844
897,437bcfaf,nonmember,low,few or none,41.277549743652344
898,cfe7dd10,nonmember,low,few or none,48.379051208496094
899,6564cbd1,nonmember,high,many,49.82468032836914
900,ebb8fe63,nonmember,low,few or none,43.408912658691406
901,d67a3de6,nonmember,low,few or none,47.4112548828125
902,2a8db162,nonmember,low,few or none,55.68145751953125
903,c6b02bef,member,high,many,15.397964477539062
904,6cc29cd1,nonmember,low,few or none,51.569602966308594
905,65093646,nonmember,low,many,54.935359954833984
906,7c3429d7,nonmember,low,many,52.18436050415039
907,dab82800,nonmember,high,many,59.393882751464844
908,8ad1576a,nonmember,low,few or none,75.38880920410156
909,a5f9597d,member,high,many,3.38909912109375
910,e501dd1d,nonmember,high,many,45.118587493896484
911,f721b56b,nonmember,low,few or none,35.0223503112793
912,8e6ecc2e,member,high,many,115.12155151367188
913,a1c457f4,member,low,many,105.51353454589844
914,8de772bb,nonmember,low,few or none,11.999656677246094
915,3c6576c1,nonmember,low,few or none,16.319080352783203
916,b8458871,member,low,few or none,226.0039520263672
917,e49ebb60,nonmember,low,few or none,75.53333282470703
918,a53ded39,member,low,few or none,221.13583374023438
919,0adca6e6,nonmember,low,few or none,52.56304168701172
920,eeba0602,nonmember,high,many,50.13331985473633
921,71be8780,nonmember,low,few or none,45.47172546386719
922,19dbd579,nonmember,low,many,51.8669319152832
923,b2a9827b,nonmember,low,few or none,4.138355255126953
924,969494e6,nonmember,low,few or none,59.012840270996094
925,b3f9c4df,member,low,few or none,218.7834014892578
926,712d8dd8,nonmember,low,few or none,43.553306579589844
927,bc366099,nonmember,low,few or none,72.69206237792969
928,444e185d,member,high,many,72.43106079101562
929,c9594b8b,nonmember,low,few or none,17.045230865478516
930,69fca6b3,nonmember,low,few or none,53.31708908081055
931,59882dd0,nonmember,low,few or none,31.27627182006836
932,152db710,nonmember,low,few or none,55.29027557373047
933,9dcac25c,member,low,few or none,237.82379150390625
934,94562499,nonmember,low,few or none,64.25528717041016
935,72b3f1d7,nonmember,high,many,57.23626708984375
936,5a71cc16,member,high,many,107.50248718261719
937,c17b62a6,nonmember,low,few or none,37.949989318847656
938,d7e85c0c,nonmember,high,many,51.827884674072266
939,e1ac7982,nonmember,low,few or none,49.159507751464844
940,90ee77ff,nonmember,low,few or none,9.647636413574219
941,ccb11010,nonmember,high,many,51.23133850097656
942,5184085a,nonmember,high,many,54.30717849731445
943,1757cf7c,nonmember,low,many,52.18995666503906
944,4223f2fb,nonmember,high,many,70.0679931640625
945,c5600295,nonmember,low,few or none,41.2432861328125
946,0c20f6b0,nonmember,high,many,52.908050537109375
947,1698b7ee,nonmember,high,many,61.05449295043945
948,58949084,nonmember,low,few or none,40.536827087402344
949,8a7144fb,nonmember,low,few or none,45.62268829345703
950,6d75c06d,nonmember,low,few or none,78.069580078125
951,0b18bf1d,nonmember,high,many,54.424598693847656
952,9802a01f,member,high,many,147.65460205078125
953,5a35b4bd,member,high,many,95.33903503417969
954,671220d1,member,low,few or none,230.19898986816406
955,a2c56654,member,low,few or none,226.6561279296875
956,b618bc7e,nonmember,low,few or none,38.54988479614258
957,6c7008d0,member,low,few or none,228.28704833984375
958,6ea7f833,nonmember,low,few or none,81.17684936523438
959,9409acb0,nonmember,low,few or none,14.703157424926758
960,8007b7ff,nonmember,low,many,52.143245697021484
961,923efa34,nonmember,high,many,52.789512634277344
962,f6143a59,member,high,many,136.96328735351562
963,a2f558e9,member,high,many,87.89213562011719
964,29a298f8,nonmember,low,few or none,94.11544799804688
965,836eb4ce,member,high,many,86.87166595458984
966,b21cb1a8,member,high,few or none,223.53933715820312
967,70d84f4f,nonmember,low,few or none,53.7037353515625
968,e9a6d112,nonmember,low,few or none,8.330810546875
969,9bac9f9d,nonmember,high,few or none,2.9422607421875
970,e1c215b3,nonmember,low,few or none,44.26545333862305
971,8c570da9,nonmember,low,few or none,40.314945220947266
972,e68abb4d,nonmember,low,few or none,10.508880615234375
973,9349eb82,member,low,few or none,226.0521240234375
974,91eccc40,nonmember,low,few or none,67.0762939453125
975,16febf79,nonmember,low,few or none,39.11232376098633
976,6254a2e1,nonmember,low,few or none,43.4482536315918
977,db85cb69,member,high,many,168.35885620117188
978,07e1c686,nonmember,high,many,57.854637145996094
979,4a8d0927,nonmember,low,few or none,1.7933349609375
980,323b1ac9,member,high,many,209.71670532226562
981,d7aa421f,nonmember,high,many,56.74717712402344
982,d6f783ac,nonmember,low,few or none,47.159244537353516
983,369379cc,nonmember,low,few or none,12.925466537475586
984,6226ea17,nonmember,low,few or none,25.071701049804688
985,007f8c84,nonmember,low,many,65.49272155761719
986,49fd0377,nonmember,low,few or none,39.490596771240234
987,412e5fc6,nonmember,low,few or none,3.51080322265625
988,5305ff3b,member,high,many,28.75139617919922
989,f57c66f6,nonmember,low,few or none,33.40119171142578
990,d5f00c92,nonmember,high,many,57.82639694213867
991,ac879df6,nonmember,low,few or none,11.885807037353516
992,c92b4fdd,nonmember,low,few or none,89.68016052246094
993,edd24a11,nonmember,low,few or none,34.03693389892578
994,ee63abde,member,high,many,76.65213012695312
995,5db24e44,member,high,many,180.06544494628906
996,9067a6c6,nonmember,low,few or none,16.8355712890625
997,0f4ab9dc,member,high,many,137.08518981933594
998,4a903c0d,nonmember,low,few or none,8.154548645019531
999,cf4f90cd,nonmember,low,few or none,48.17933654785156
