x,y
21.534,65
21.535,70
21.536,58
21.537,60
21.538,72
21.539,75
21.54,64
21.541,55
21.542,55
21.543,59
21.544,63
21.545,56
21.546,78
21.547,67
21.548,70
21.549,64
21.55,57
21.551,66
21.552,48
21.553,56
21.554,66
21.555,62
21.556,57
21.557,60
21.558,56
21.559,60
21.56,60
21.561,51
21.562,64
21.563,71
21.564,52
21.565,55
21.566,72
21.567,75
21.568,65
21.569,68
21.57,63
21.571,60
21.572,74
21.573,73
21.574,67
21.575,56
21.576,59
21.577,72
21.578,63
21.579,47
21.58,59
21.581,65
21.582,57
21.583,60
21.584,69
21.585,74
21.586,70
21.587,65
21.588,64
21.589,56
21.59,72
21.591,60
21.592,45
21.593,47
21.594,60
21.595,66
21.596,63
21.597,60
21.598,71
21.599,68
21.6,53
21.601,64
21.602,65
21.603,66
21.604,60
21.605,79
21.606,54
21.607,79
21.608,60
21.609,61
21.61,59
21.611,57
21.612,70
21.613,68
21.614,56
21.615,63
21.616,65
21.617,60
21.618,60
21.619,55
21.62,65
21.621,67
21.622,65
21.623,67
21.624,63
21.625,64
21.626,78
21.627,59
21.628,64
21.629,54
21.63,54
21.631,63
21.632,67
21.633,59
21.634,43
21.635,69
21.636,62
21.637,61
21.638,59
21.639,59
21.64,58
21.641,70
21.642,69
21.643,60
21.644,59
21.645,68
21.646,80
21.647,55
21.648,62
21.649,62
21.65,57
21.651,67
21.652,67
21.653,55
21.654,61
21.655,67
21.656,56
21.657,75
21.658,69
21.659,60
21.66,51
21.661,55
21.662,57
21.663,72
21.664,56
21.665,64
21.666,77
21.667,63
21.668,61
21.669,59
21.67,59
21.671,75
21.672,66
21.673,51
21.674,60
21.675,62
21.676,61
21.677,73
21.678,64
21.679,64
21.68,46
21.681,62
21.682,68
21.683,78
21.684,58
21.685,56
21.686,57
21.687,54
21.688,55
21.689,62
21.69,56
21.691,74
21.692,62
21.693,56
21.694,63
21.695,50
21.696,61
21.697,51
21.698,60
21.699,68
21.7,66
21.701,67
21.702,66
21.703,62
21.704,54
21.705,60
21.706,63
21.707,67
21.708,55
21.709,63
21.71,55
21.711,58
21.712,41
21.713,75
21.714,68
21.715,57
21.716,64
21.717,50
21.718,66
21.719,69
21.72,74
21.721,66
21.722,64
21.723,60
21.724,76
21.725,64
21.726,73
21.727,52
21.728,67
21.729,53
21.73,71
21.731,67
21.732,64
21.733,80
21.734,48
21.735,61
21.736,67
21.737,67
21.738,65
21.739,63
21.74,74
21.741,66
21.742,63
21.743,76
21.744,54
21.745,65
21.746,68
21.747,60
21.748,60
21.749,67
21.75,68
21.751,59
21.752,60
21.753,71
21.754,55
21.755,77
21.756,54
21.757,56
21.758,58
21.759,57
21.76,58
21.761,50
21.762,66
21.763,62
21.764,85
21.765,70
21.766,49
21.767,54
21.768,63
21.769,66
21.77,65
21.771,69
21.772,64
21.773,59
21.774,54
21.775,61
21.776,62
21.777,65
21.778,74
21.779,64
21.78,56
21.781,77
21.782,77
21.783,75
21.784,71
21.785,73
21.786,57
21.787,60
21.788,70
21.789,72
21.79,66
21.791,57
21.792,51
21.793,54
21.794,60
21.795,67
21.796,59
21.797,70
21.798,61
21.799,74
21.8,72
21.801,85
21.802,50
21.803,61
21.804,74
21.805,83
21.806,59
21.807,65
21.808,68
21.809,59
21.81,60
21.811,63
21.812,74
21.813,65
21.814,65
21.815,65
21.816,56
21.817,50
21.818,56
21.819,54
21.82,50
21.821,61
21.822,73
21.823,67
21.824,61
21.825,59
21.826,74
21.827,61
21.828,60
21.829,75
21.83,73
21.831,78
21.832,72
21.833,64
21.834,51
21.835,60
21.836,59
21.837,58
21.838,74
21.839,58
21.84,60
21.841,73
21.842,56
21.843,52
21.844,62
21.845,58
21.846,56
21.847,69
21.848,42
21.849,57
21.85,62
21.851,49
21.852,68
21.853,62
21.854,56
21.855,55
21.856,57
21.857,65
21.858,82
21.859,59
21.86,65
21.861,58
21.862,69
21.863,57
21.864,52
21.865,54
21.866,71
21.867,54
21.868,67
21.869,73
21.87,81
21.871,67
21.872,68
21.873,62
21.874,56
21.875,83
21.876,58
21.877,74
21.878,68
21.879,65
21.88,63
21.881,58
21.882,50
21.883,62
21.884,54
21.885,68
21.886,69
21.887,64
21.888,53
21.889,66
21.89,57
21.891,58
21.892,64
21.893,64
21.894,61
21.895,60
21.896,65
21.897,68
21.898,75
21.899,59
21.9,68
21.901,70
21.902,71
21.903,64
21.904,54
21.905,58
21.906,58
21.907,51
21.908,66
21.909,63
21.91,70
21.911,75
21.912,76
21.913,50
21.914,72
21.915,50
21.916,68
21.917,66
21.918,62
21.919,58
21.92,69
21.921,84
21.922,80
21.923,60
21.924,52
21.925,71
21.926,74
21.927,69
21.928,64
21.929,76
21.93,72
21.931,71
21.932,60
21.933,77
21.934,53
21.935,68
21.936,62
21.937,67
21.938,59
21.939,71
21.94,61
21.941,59
21.942,79
21.943,67
21.944,69
21.945,55
21.946,70
21.947,59
21.948,66
21.949,58
21.95,57
21.951,53
21.952,79
21.953,62
21.954,67
21.955,69
21.956,58
21.957,66
21.958,74
21.959,66
21.96,66
21.961,67
21.962,68
21.963,61
21.964,66
21.965,69
21.966,78
21.967,65
21.968,79
21.969,72
21.97,54
21.971,65
21.972,68
21.973,68
21.974,65
21.975,61
21.976,66
21.977,62
21.978,69
21.979,76
21.98,67
21.981,71
21.982,55
21.983,67
21.984,54
21.985,61
21.986,52
21.987,64
21.988,59
21.989,66
21.99,59
21.991,70
21.992,65
21.993,68
21.994,47
21.995,75
21.996,42
21.997,80
21.998,60
21.999,57
22,53
22.001,56
22.002,61
22.003,75
22.004,49
22.005,68
22.006,75
22.007,61
22.008,66
22.009,66
22.01,62
22.011,54
22.012,62
22.013,61
22.014,70
22.015,76
22.016,80
22.017,51
22.018,61
22.019,67
22.02,53
22.021,54
22.022,55
22.023,57
22.024,62
22.025,53
22.026,62
22.027,58
22.028,63
22.029,69
22.03,65
22.031,72
22.032,60
22.033,61
22.034,62
22.035,59
22.036,64
22.037,70
22.038,62
22.039,56
22.04,56
22.041,64
22.042,66
22.043,62
22.044,61
22.045,65
22.046,55
22.047,69
22.048,78
22.049,61
22.05,60
22.051,58
22.052,58
22.053,67
22.054,52
22.055,72
22.056,76
22.057,63
22.058,60
22.059,82
22.06,70
22.061,49
22.062,58
22.063,52
22.064,57
22.065,66
22.066,65
22.067,48
22.068,59
22.069,70
22.07,65
22.071,59
22.072,65
22.073,52
22.074,63
22.075,66
22.076,59
22.077,50
22.078,55
22.079,66
22.08,63
22.081,61
22.082,69
22.083,55
22.084,76
22.085,66
22.086,61
22.087,74
22.088,73
22.089,65
22.09,68
22.091,56
22.092,77
22.093,65
22.094,59
22.095,70
22.096,61
22.097,50
22.098,66
22.099,54
22.1,68
22.101,50
22.102,65
22.103,60
22.104,65
22.105,66
22.106,58
22.107,63
22.108,65
22.109,61
22.11,70
22.111,47
22.112,62
22.113,72
22.114,68
22.115,60
22.116,54
22.117,69
22.118,69
22.119,76
22.12,58
22.121,57
22.122,57
22.123,74
22.124,89
22.125,55
22.126,62
22.127,58
22.128,47
22.129,66
22.13,57
22.131,66
22.132,62
22.133,67
22.134,53
22.135,51
22.136,51
22.137,57
22.138,67
22.139,63
22.14,59
22.141,68
22.142,71
22.143,59
22.144,60
22.145,75
22.146,65
22.147,71
22.148,69
22.149,66
22.15,86
22.151,62
22.152,54
22.153,71
22.154,61
22.155,67
22.156,56
22.157,56
22.158,64
22.159,71
22.16,83
22.161,74
22.162,68
22.163,78
22.164,65
22.165,63
22.166,64
22.167,77
22.168,64
22.169,72
22.17,56
22.171,65
22.172,69
22.173,55
22.174,70
22.175,60
22.176,72
22.177,72
22.178,61
22.179,71
22.18,66
22.181,64
22.182,66
22.183,68
22.184,46
22.185,47
22.186,62
22.187,64
22.188,55
22.189,70
22.19,58
22.191,82
22.192,66
22.193,61
22.194,61
22.195,52
22.196,66
22.197,61
22.198,49
22.199,59
22.2,61
22.201,67
22.202,52
22.203,59
22.204,53
22.205,62
22.206,71
22.207,77
22.208,55
22.209,70
22.21,66
22.211,71
22.212,60
22.213,59
22.214,66
22.215,73
22.216,65
22.217,67
22.218,56
22.219,60
22.22,61
22.221,62
22.222,78
22.223,55
22.224,53
22.225,49
22.226,68
22.227,71
22.228,52
22.229,58
22.23,64
22.231,62
22.232,77
22.233,57
22.234,62
22.235,59
22.236,64
22.237,53
22.238,81
22.239,63
22.24,72
22.241,57
22.242,57
22.243,72
22.244,79
22.245,63
22.246,74
22.247,66
22.248,61
22.249,56
22.25,64
22.251,64
22.252,54
22.253,65
22.254,59
22.255,70
22.256,59
22.257,62
22.258,63
22.259,61
22.26,67
22.261,73
22.262,69
22.263,61
22.264,71
22.265,47
22.266,69
22.267,67
22.268,76
22.269,70
22.27,71
22.271,71
22.272,71
22.273,69
22.274,62
22.275,66
22.276,64
22.277,65
22.278,72
22.279,74
22.28,62
22.281,58
22.282,60
22.283,62
22.284,50
22.285,74
22.286,53
22.287,66
22.288,66
22.289,79
22.29,65
22.291,53
22.292,58
22.293,77
22.294,54
22.295,51
22.296,50
22.297,65
22.298,80
22.299,48
22.3,55
22.301,75
22.302,69
22.303,60
22.304,52
22.305,62
22.306,65
22.307,61
22.308,56
22.309,69
22.31,52
22.311,68
22.312,81
22.313,62
22.314,44
22.315,56
22.316,53
22.317,67
22.318,59
22.319,67
22.32,62
22.321,50
22.322,66
22.323,55
22.324,66
22.325,76
22.326,56
22.327,61
22.328,57
22.329,85
22.33,62
22.331,67
22.332,71
22.333,63
22.334,65
22.335,56
22.336,57
22.337,71
22.338,70
22.339,53
22.34,56
22.341,77
22.342,54
22.343,60
22.344,56
22.345,76
22.346,56
22.347,45
22.348,60
22.349,65
22.35,71
22.351,65
22.352,64
22.353,56
22.354,62
22.355,68
22.356,71
22.357,60
22.358,66
22.359,76
22.36,77
22.361,62
22.362,64
22.363,75
22.364,68
22.365,56
22.366,77
22.367,55
22.368,77
22.369,64
22.37,63
22.371,58
22.372,60
22.373,59
22.374,61
22.375,67
22.376,68
22.377,56
22.378,58
22.379,78
22.38,60
22.381,69
22.382,79
22.383,66
22.384,58
22.385,57
22.386,75
22.387,70
22.388,66
22.389,65
22.39,82
22.391,73
22.392,62
22.393,60
22.394,56
22.395,52
22.396,61
22.397,65
22.398,68
22.399,70
22.4,62
22.401,62
22.402,65
22.403,69
22.404,70
22.405,62
22.406,63
22.407,64
22.408,62
22.409,65
22.41,52
22.411,54
22.412,72
22.413,70
22.414,66
22.415,60
22.416,60
22.417,65
22.418,79
22.419,65
22.42,63
22.421,62
22.422,58
22.423,60
22.424,66
22.425,54
22.426,68
22.427,76
22.428,62
22.429,67
22.43,67
22.431,57
22.432,74
22.433,49
22.434,54
22.435,53
22.436,67
22.437,68
22.438,66
22.439,67
22.44,52
22.441,50
22.442,65
22.443,67
22.444,83
22.445,65
22.446,64
22.447,62
22.448,60
22.449,57
22.45,62
22.451,54
22.452,53
22.453,68
22.454,56
22.455,66
22.456,65
22.457,79
22.458,61
22.459,57
22.46,69
22.461,56
22.462,64
22.463,75
22.464,54
22.465,58
22.466,68
22.467,66
22.468,71
22.469,72
22.47,63
22.471,57
22.472,72
22.473,80
22.474,72
22.475,66
22.476,72
22.477,67
22.478,56
22.479,60
22.48,63
22.481,75
22.482,76
22.483,53
22.484,73
22.485,74
22.486,85
22.487,59
22.488,67
22.489,63
22.49,67
22.491,57
22.492,48
22.493,65
22.494,67
22.495,68
22.496,72
22.497,57
22.498,69
22.499,60
22.5,54
22.501,58
22.502,62
22.503,64
22.504,62
22.505,78
22.506,82
22.507,79
22.508,68
22.509,76
22.51,63
22.511,68
22.512,62
22.513,67
22.514,74
22.515,57
22.516,70
22.517,72
22.518,61
22.519,65
22.52,69
22.521,66
22.522,66
22.523,58
22.524,62
22.525,62
22.526,72
22.527,71
22.528,64
22.529,75
22.53,62
22.531,59
22.532,55
22.533,65
22.534,74
22.535,54
22.536,72
22.537,67
22.538,70
22.539,66
22.54,69
22.541,77
22.542,65
22.543,57
22.544,58
22.545,56
22.546,60
22.547,65
22.548,75
22.549,66
22.55,61
22.551,59
22.552,63
22.553,68
22.554,74
22.555,65
22.556,71
22.557,74
22.558,65
22.559,55
22.56,64
22.561,69
22.562,60
22.563,69
22.564,73
22.565,63
22.566,63
22.567,63
22.568,65
22.569,60
22.57,72
22.571,72
22.572,66
22.573,68
22.574,58
22.575,68
22.576,52
22.577,72
22.578,58
22.579,61
22.58,78
22.581,56
22.582,61
22.583,63
22.584,55
22.585,65
22.586,65
22.587,80
22.588,79
22.589,65
22.59,71
22.591,55
22.592,74
22.593,56
22.594,70
22.595,58
22.596,47
22.597,51
22.598,79
22.599,57
22.6,64
22.601,81
22.602,67
22.603,66
22.604,73
22.605,37
22.606,63
22.607,50
22.608,71
22.609,69
22.61,82
22.611,69
22.612,62
22.613,48
22.614,68
22.615,68
22.616,67
22.617,65
22.618,72
22.619,56
22.62,69
22.621,69
22.622,61
22.623,59
22.624,53
22.625,57
22.626,57
22.627,61
22.628,63
22.629,60
22.63,54
22.631,54
22.632,62
22.633,69
22.634,56
22.635,69
22.636,59
22.637,58
22.638,67
22.639,62
22.64,68
22.641,77
22.642,66
22.643,69
22.644,58
22.645,63
22.646,72
22.647,66
22.648,56
22.649,73
22.65,61
22.651,67
22.652,61
22.653,66
22.654,60
22.655,59
22.656,76
22.657,60
22.658,62
22.659,76
22.66,55
22.661,56
22.662,60
22.663,66
22.664,61
22.665,59
22.666,60
22.667,73
22.668,69
22.669,64
22.67,58
22.671,62
22.672,64
22.673,76
22.674,70
22.675,67
22.676,71
22.677,65
22.678,69
22.679,73
22.68,59
22.681,69
22.682,75
22.683,64
22.684,75
22.685,62
22.686,76
22.687,64
22.688,56
22.689,62
22.69,70
22.691,53
22.692,57
22.693,63
22.694,63
22.695,64
22.696,66
22.697,64
22.698,51
22.699,63
22.7,67
22.701,62
22.702,66
22.703,70
22.704,54
22.705,59
22.706,75
22.707,66
22.708,56
22.709,51
22.71,61
22.711,59
22.712,65
22.713,71
22.714,64
22.715,63
22.716,65
22.717,83
22.718,77
22.719,81
22.72,72
22.721,64
22.722,58
22.723,59
22.724,65
22.725,46
22.726,53
22.727,73
22.728,66
22.729,71
22.73,72
22.731,59
22.732,69
22.733,46
22.734,74
22.735,70
22.736,65
22.737,67
22.738,61
22.739,67
22.74,65
22.741,76
22.742,65
22.743,66
22.744,62
22.745,50
22.746,63
22.747,74
22.748,55
22.749,52
22.75,63
22.751,62
22.752,64
22.753,54
22.754,68
22.755,78
22.756,59
22.757,63
22.758,61
22.759,56
22.76,62
22.761,56
22.762,61
22.763,65
22.764,59
22.765,76
22.766,59
22.767,72
22.768,74
22.769,56
22.77,67
22.771,60
22.772,74
22.773,69
22.774,79
22.775,63
22.776,71
22.777,60
22.778,58
22.779,55
22.78,51
22.781,50
22.782,78
22.783,65
22.784,58
22.785,81
22.786,58
22.787,64
22.788,60
22.789,58
22.79,62
22.791,58
22.792,53
22.793,66
22.794,63
22.795,69
22.796,63
22.797,51
22.798,72
22.799,59
22.8,65
22.801,57
22.802,64
22.803,61
22.804,78
22.805,76
22.806,77
22.807,63
22.808,60
22.809,69
22.81,64
22.811,71
22.812,59
22.813,53
22.814,54
22.815,54
22.816,78
22.817,57
22.818,50
22.819,70
22.82,67
22.821,63
22.822,70
22.823,60
22.824,67
22.825,61
22.826,65
22.827,67
22.828,62
22.829,67
22.83,65
22.831,60
22.832,55
22.833,61
22.834,60
22.835,75
22.836,68
22.837,61
22.838,61
22.839,69
22.84,51
22.841,76
22.842,55
22.843,71
22.844,64
22.845,54
22.846,51
22.847,83
22.848,55
22.849,64
22.85,68
22.851,67
22.852,65
22.853,68
22.854,70
22.855,62
22.856,72
22.857,77
22.858,54
22.859,52
22.86,72
22.861,58
22.862,74
22.863,64
22.864,61
22.865,63
22.866,81
22.867,52
22.868,59
22.869,64
22.87,55
22.871,62
22.872,80
22.873,74
22.874,66
22.875,64
22.876,56
22.877,60
22.878,72
22.879,54
22.88,70
22.881,65
22.882,56
22.883,61
22.884,74
22.885,59
22.886,55
22.887,52
22.888,64
22.889,72
22.89,53
22.891,64
22.892,78
22.893,69
22.894,58
22.895,59
22.896,70
22.897,51
22.898,56
22.899,58
22.9,65
22.901,67
22.902,76
22.903,57
22.904,71
22.905,79
22.906,60
22.907,63
22.908,69
22.909,63
22.91,62
22.911,82
22.912,56
22.913,73
22.914,61
22.915,65
22.916,71
22.917,61
22.918,66
22.919,62
22.92,52
22.921,69
22.922,65
22.923,58
22.924,53
22.925,81
22.926,71
22.927,61
22.928,72
22.929,57
22.93,54
22.931,90
22.932,54
22.933,60
22.934,66
22.935,56
22.936,49
22.937,66
22.938,64
22.939,70
22.94,58
22.941,59
22.942,65
22.943,59
22.944,69
22.945,82
22.946,77
22.947,59
22.948,59
22.949,55
22.95,59
22.951,68
22.952,65
22.953,53
22.954,69
22.955,73
22.956,79
22.957,58
22.958,68
22.959,59
22.96,63
22.961,64
22.962,57
22.963,77
22.964,69
22.965,53
22.966,58
22.967,59
22.968,66
22.969,55
22.97,58
22.971,74
22.972,54
22.973,73
22.974,57
22.975,67
22.976,69
22.977,65
22.978,63
22.979,70
22.98,57
22.981,66
22.982,72
22.983,88
22.984,62
22.985,53
22.986,72
22.987,72
22.988,65
22.989,51
22.99,65
22.991,54
22.992,81
22.993,75
22.994,61
22.995,72
22.996,81
22.997,55
22.998,75
22.999,78
23,71
23.001,67
23.002,71
23.003,60
23.004,55
23.005,59
23.006,55
23.007,67
23.008,49
23.009,60
23.01,70
23.011,67
23.012,63
23.013,70
23.014,64
23.015,68
23.016,54
23.017,56
23.018,60
23.019,67
23.02,61
23.021,50
23.022,51
23.023,54
23.024,45
23.025,59
23.026,68
23.027,60
23.028,78
23.029,56
23.03,66
23.031,57
23.032,64
23.033,74
23.034,67
23.035,82
23.036,63
23.037,53
23.038,59
23.039,70
23.04,61
23.041,68
23.042,55
23.043,57
23.044,75
23.045,75
23.046,70
23.047,67
23.048,67
23.049,61
23.05,67
23.051,54
23.052,62
23.053,67
23.054,52
23.055,55
23.056,53
23.057,74
23.058,55
23.059,54
23.06,62
23.061,78
23.062,55
23.063,72
23.064,58
23.065,60
23.066,66
23.067,68
23.068,67
23.069,70
23.07,67
23.071,65
23.072,64
23.073,60
23.074,73
23.075,63
23.076,60
23.077,59
23.078,58
23.079,70
23.08,67
23.081,64
23.082,63
23.083,53
23.084,66
23.085,63
23.086,56
23.087,68
23.088,66
23.089,65
23.09,60
23.091,68
23.092,58
23.093,81
23.094,63
23.095,74
23.096,67
23.097,80
23.098,67
23.099,68
23.1,62
23.101,76
23.102,49
23.103,55
23.104,68
23.105,89
23.106,64
23.107,59
23.108,66
23.109,62
23.11,57
23.111,66
23.112,66
23.113,69
23.114,78
23.115,65
23.116,75
23.117,65
23.118,66
23.119,49
23.12,69
23.121,67
23.122,68
23.123,74
23.124,53
23.125,64
23.126,73
23.127,59
23.128,68
23.129,66
23.13,80
23.131,49
23.132,67
23.133,61
23.134,60
23.135,50
23.136,65
23.137,71
23.138,57
23.139,68
23.14,76
23.141,66
23.142,57
23.143,59
23.144,69
23.145,62
23.146,63
23.147,64
23.148,80
23.149,61
23.15,63
23.151,66
23.152,57
23.153,65
23.154,70
23.155,58
23.156,71
23.157,59
23.158,61
23.159,71
23.16,58
23.161,68
23.162,59
23.163,75
23.164,76
23.165,55
23.166,64
23.167,71
23.168,69
23.169,66
23.17,64
23.171,76
23.172,78
23.173,76
23.174,59
23.175,63
23.176,82
23.177,73
23.178,57
23.179,73
23.18,52
23.181,61
23.182,52
23.183,61
23.184,66
23.185,70
23.186,70
23.187,54
23.188,71
23.189,72
23.19,67
23.191,68
23.192,61
23.193,70
23.194,55
23.195,77
23.196,59
23.197,68
23.198,67
23.199,47
23.2,51
23.201,72
23.202,71
23.203,55
23.204,56
23.205,51
23.206,75
23.207,78
23.208,80
23.209,60
23.21,54
23.211,49
23.212,67
23.213,63
23.214,49
23.215,70
23.216,75
23.217,55
23.218,74
23.219,86
23.22,61
23.221,58
23.222,80
23.223,57
23.224,65
23.225,71
23.226,67
23.227,67
23.228,70
23.229,66
23.23,52
23.231,80
23.232,78
23.233,70
23.234,61
23.235,69
23.236,79
23.237,72
23.238,65
23.239,77
23.24,60
23.241,55
23.242,53
23.243,69
23.244,63
23.245,67
23.246,72
23.247,61
23.248,51
23.249,63
23.25,62
23.251,56
23.252,62
23.253,70
23.254,68
23.255,70
23.256,64
23.257,57
23.258,67
23.259,72
23.26,59
23.261,64
23.262,74
23.263,61
23.264,60
23.265,65
23.266,62
23.267,58
23.268,66
23.269,73
23.27,78
23.271,59
23.272,58
23.273,64
23.274,79
23.275,72
23.276,75
23.277,54
23.278,64
23.279,62
23.28,67
23.281,69
23.282,69
23.283,65
23.284,59
23.285,64
23.286,58
23.287,54
23.288,53
23.289,52
23.29,63
23.291,59
23.292,66
23.293,59
23.294,63
23.295,66
23.296,71
23.297,63
23.298,52
23.299,81
23.3,56
23.301,71
23.302,73
23.303,65
23.304,70
23.305,51
23.306,72
23.307,77
23.308,58
23.309,71
23.31,60
23.311,73
23.312,67
23.313,55
23.314,49
23.315,76
23.316,64
23.317,57
23.318,69
23.319,57
23.32,55
23.321,62
23.322,69
23.323,61
23.324,65
23.325,64
23.326,82
23.327,67
23.328,64
23.329,64
23.33,59
23.331,78
23.332,62
23.333,80
23.334,75
23.335,58
23.336,73
23.337,68
23.338,75
23.339,55
23.34,60
23.341,80
23.342,63
23.343,62
23.344,70
23.345,73
23.346,81
23.347,60
23.348,78
23.349,61
23.35,61
23.351,68
23.352,56
23.353,58
23.354,65
23.355,65
23.356,53
23.357,71
23.358,59
23.359,72
23.36,70
23.361,68
23.362,73
23.363,52
23.364,70
23.365,65
23.366,71
23.367,55
23.368,61
23.369,55
23.37,48
23.371,68
23.372,64
23.373,62
23.374,63
23.375,62
23.376,68
23.377,66
23.378,72
23.379,77
23.38,65
23.381,69
23.382,79
23.383,70
23.384,66
23.385,75
23.386,58
23.387,72
23.388,72
23.389,66
23.39,62
23.391,41
23.392,79
23.393,74
23.394,53
23.395,71
23.396,80
23.397,62
23.398,65
23.399,51
23.4,56
23.401,71
23.402,63
23.403,67
23.404,62
23.405,47
23.406,72
23.407,74
23.408,89
23.409,65
23.41,62
23.411,70
23.412,68
23.413,69
23.414,60
23.415,57
23.416,55
23.417,67
23.418,63
23.419,73
23.42,58
23.421,69
23.422,54
23.423,59
23.424,56
23.425,62
23.426,65
23.427,64
23.428,71
23.429,55
23.43,69
23.431,58
23.432,63
23.433,58
23.434,65
23.435,63
23.436,62
23.437,80
23.438,74
23.439,68
23.44,68
23.441,71
23.442,52
23.443,65
23.444,83
23.445,69
23.446,58
23.447,62
23.448,86
23.449,66
23.45,63
23.451,74
23.452,51
23.453,67
23.454,59
23.455,64
23.456,74
23.457,72
23.458,63
23.459,62
23.46,65
23.461,54
23.462,60
23.463,65
23.464,71
23.465,62
23.466,69
23.467,48
23.468,57
23.469,70
23.47,63
23.471,63
23.472,67
23.473,51
23.474,75
23.475,64
23.476,72
23.477,73
23.478,67
23.479,58
23.48,76
23.481,66
23.482,69
23.483,67
23.484,58
23.485,73
23.486,65
23.487,55
23.488,82
23.489,66
23.49,71
23.491,57
23.492,67
23.493,70
23.494,65
23.495,68
23.496,59
23.497,68
23.498,61
23.499,74
23.5,60
23.501,63
23.502,59
23.503,63
23.504,71
23.505,75
23.506,60
23.507,60
23.508,50
23.509,60
23.51,60
23.511,66
23.512,68
23.513,67
23.514,65
23.515,71
23.516,86
23.517,72
23.518,65
23.519,61
23.52,72
23.521,73
23.522,65
23.523,69
23.524,72
23.525,70
23.526,57
23.527,56
23.528,58
23.529,59
23.53,59
23.531,55
23.532,70
23.533,60
23.534,64
23.535,56
23.536,51
23.537,54
23.538,67
23.539,68
23.54,59
23.541,66
23.542,56
23.543,56
23.544,68
23.545,76
23.546,70
23.547,44
23.548,75
23.549,67
23.55,66
23.551,64
23.552,68
23.553,62
23.554,51
23.555,66
23.556,62
23.557,67
23.558,63
23.559,53
23.56,78
23.561,71
23.562,67
23.563,63
23.564,58
23.565,60
23.566,73
23.567,69
23.568,72
23.569,64
23.57,54
23.571,57
23.572,75
23.573,67
23.574,63
23.575,73
23.576,55
23.577,64
23.578,59
23.579,53
23.58,75
23.581,67
23.582,66
23.583,54
23.584,57
23.585,67
23.586,70
23.587,73
23.588,59
23.589,62
23.59,50
23.591,61
23.592,49
23.593,52
23.594,68
23.595,60
23.596,74
23.597,62
23.598,62
23.599,61
23.6,58
23.601,62
23.602,65
23.603,74
23.604,68
23.605,63
23.606,49
23.607,65
23.608,60
23.609,71
23.61,62
23.611,68
23.612,86
23.613,66
23.614,61
23.615,77
23.616,70
23.617,67
23.618,56
23.619,84
23.62,58
23.621,61
23.622,76
23.623,66
23.624,74
23.625,59
23.626,58
23.627,69
23.628,71
23.629,75
23.63,69
23.631,64
23.632,90
23.633,68
23.634,62
23.635,68
23.636,83
23.637,72
23.638,79
23.639,75
23.64,75
23.641,54
23.642,63
23.643,55
23.644,51
23.645,56
23.646,65
23.647,75
23.648,65
23.649,68
23.65,70
23.651,62
23.652,53
23.653,62
23.654,67
23.655,69
23.656,55
23.657,75
23.658,79
23.659,67
23.66,72
23.661,61
23.662,51
23.663,83
23.664,64
23.665,64
23.666,64
23.667,49
23.668,72
23.669,53
23.67,63
23.671,70
23.672,71
23.673,68
23.674,74
23.675,60
23.676,61
23.677,65
23.678,49
23.679,66
23.68,70
23.681,54
23.682,76
23.683,65
23.684,57
23.685,71
23.686,64
23.687,63
23.688,58
23.689,65
23.69,63
23.691,73
23.692,61
23.693,77
23.694,75
23.695,59
23.696,68
23.697,67
23.698,58
23.699,70
23.7,75
23.701,53
23.702,68
23.703,58
23.704,61
23.705,56
23.706,65
23.707,63
23.708,67
23.709,57
23.71,70
23.711,72
23.712,66
23.713,62
23.714,68
23.715,64
23.716,58
23.717,71
23.718,62
23.719,60
23.72,68
23.721,70
23.722,62
23.723,62
23.724,53
23.725,76
23.726,67
23.727,73
23.728,57
23.729,71
23.73,60
23.731,59
23.732,63
23.733,58
23.734,67
23.735,57
23.736,65
23.737,61
23.738,60
23.739,57
23.74,62
23.741,88
23.742,60
23.743,56
23.744,61
23.745,75
23.746,60
23.747,56
23.748,76
23.749,65
23.75,68
23.751,59
23.752,60
23.753,78
23.754,71
23.755,63
23.756,71
23.757,60
23.758,50
23.759,52
23.76,59
23.761,74
23.762,54
23.763,73
23.764,62
23.765,54
23.766,68
23.767,55
23.768,49
23.769,66
23.77,78
23.771,65
23.772,65
23.773,68
23.774,66
23.775,59
23.776,72
23.777,79
23.778,44
23.779,65
23.78,58
23.781,58
23.782,65
23.783,71
23.784,59
23.785,65
23.786,57
23.787,71
23.788,61
23.789,77
23.79,60
23.791,61
23.792,77
23.793,57
23.794,77
23.795,57
23.796,64
23.797,69
23.798,60
23.799,64
23.8,81
23.801,63
23.802,72
23.803,80
23.804,57
23.805,71
23.806,55
23.807,66
23.808,52
23.809,66
23.81,56
23.811,64
23.812,69
23.813,69
23.814,60
23.815,63
23.816,49
23.817,57
23.818,66
23.819,64
23.82,58
23.821,63
23.822,63
23.823,76
23.824,63
23.825,55
23.826,77
23.827,72
23.828,64
23.829,64
23.83,51
23.831,67
23.832,45
23.833,69
23.834,65
23.835,50
23.836,69
23.837,60
23.838,64
23.839,66
23.84,57
23.841,67
23.842,53
23.843,58
23.844,70
23.845,63
23.846,66
23.847,75
23.848,70
23.849,64
23.85,52
23.851,73
23.852,71
23.853,70
23.854,65
23.855,65
23.856,77
23.857,58
23.858,71
23.859,76
23.86,64
23.861,82
23.862,80
23.863,67
23.864,57
23.865,67
23.866,71
