,User ID,Guild Membership,Side-quest Engagement,Inventory Rarity,In-game Purchases
634,86e5b5cd,nonmember,low,few or none,53.13
635,3be601eb,nonmember,low,few or none,52.24
636,eb53a12d,member,high,many,106.36
637,033f1fbd,nonmember,low,few or none,9.38
638,bc49f008,member,low,few or none,235.18
639,2d42b708,member,low,few or none,216.52
640,9759f8d6,nonmember,low,few or none,21.4
641,edd0def5,member,high,many,157.05
642,246e4924,member,high,few or none,226.3
643,dd3c746f,nonmember,low,few or none,51.96
644,73abd9d1,member,high,many,127.79
645,a168dbe8,nonmember,low,few or none,75.03
646,587a9bce,member,high,few or none,224.67
647,e5c0aa46,nonmember,low,few or none,52.28
648,73dba6c7,member,low,few or none,220.67
649,05d58e8a,nonmember,low,few or none,58.66
650,507e2141,nonmember,high,many,54.88
651,0f4f3c4b,nonmember,low,few or none,40.9
652,04eb9ad1,nonmember,low,few or none,22.25
653,3af77fd6,nonmember,low,few or none,11.44
654,b49981a4,nonmember,high,few or none,13.52
655,bd6d7c7d,member,high,few or none,226.3
656,03318a73,nonmember,low,few or none,31.77
657,597adbad,member,high,many,10.1
658,1a01bf61,nonmember,low,few or none,20.33
659,6eb80106,nonmember,low,few or none,40.31
660,67217e4b,nonmember,low,few or none,7.37
661,d3899e27,nonmember,low,few or none,98.73
662,44e6bb39,nonmember,low,few or none,40.82
663,2c90cc72,member,high,many,8.17
664,2d25a554,member,high,many,162.59
665,639ffedc,member,high,many,152.69
666,c40edae7,nonmember,low,many,56.59
667,9af889ab,member,high,many,161.52
668,e5db81a8,nonmember,low,few or none,80.53
669,fee50365,nonmember,low,few or none,24.58
670,d02e1b1c,nonmember,low,few or none,43.98
671,64df9631,nonmember,low,few or none,27.52
672,48b915c3,nonmember,low,few or none,19.84
673,618c7d4c,member,low,few or none,235.0
674,5767e621,member,high,many,62.55
675,960adb9b,nonmember,low,few or none,32.73
676,fa9ca6db,member,low,few or none,221.59
677,a2067452,nonmember,low,few or none,25.17
678,e36d178b,nonmember,low,few or none,63.65
679,99510836,nonmember,low,few or none,28.27
680,251e09f0,nonmember,high,many,50.15
681,0a649776,member,low,few or none,218.53
682,a54de5ad,nonmember,high,many,54.16
683,4fff0cdf,nonmember,low,few or none,48.25
684,b47d96d6,nonmember,high,few or none,41.29
685,b323c881,member,high,many,120.09
686,aca1326f,nonmember,high,many,54.63
687,c4565aa0,member,high,many,111.06
688,c0a82608,nonmember,low,few or none,30.42
689,780a8d39,nonmember,low,few or none,9.05
690,752e663a,nonmember,low,few or none,9.59
691,19523617,nonmember,high,many,59.41
692,bf465e13,member,high,many,117.7
693,70984b76,nonmember,low,few or none,33.0
694,8e9bdd41,nonmember,low,few or none,57.77
695,b63e5a81,nonmember,low,few or none,55.9
696,55547945,nonmember,low,few or none,22.22
697,8a4b8c36,member,high,many,167.02
698,3ec71cf3,nonmember,high,many,62.34
699,610b3250,nonmember,low,few or none,6.77
700,e2efdc23,nonmember,low,few or none,50.21
701,4b22d7d2,nonmember,low,few or none,72.24
702,1b453464,member,high,many,103.09
703,7ccc3c3b,member,high,many,117.9
704,da2245ae,member,high,many,118.42
705,e3c64871,nonmember,low,few or none,7.66
706,44c7e33d,nonmember,high,many,57.61
707,f14bcc42,member,high,many,158.35
708,0e1d7fd3,nonmember,low,few or none,15.01
709,aff9081d,member,high,many,127.85
710,a61abf3e,member,low,many,130.05
711,d2182fe0,nonmember,low,few or none,21.0
712,0428fec3,member,high,few or none,225.6
713,f59b55b6,member,high,many,91.57
714,850016b0,nonmember,low,few or none,51.33
715,243045d4,member,low,few or none,216.63
716,7abfb548,member,high,many,125.65
717,b4beae17,member,low,few or none,234.02
718,0df7eacb,nonmember,low,few or none,39.93
719,ce8cebbe,nonmember,high,many,61.82
720,4915d868,nonmember,low,few or none,14.25
721,2e5ad14b,nonmember,low,few or none,41.47
722,9fe79f3f,member,low,few or none,222.72
723,04aa961e,member,low,few or none,219.36
724,4fc71309,nonmember,high,many,57.03
725,a36f1384,nonmember,low,few or none,52.02
726,964af323,nonmember,low,few or none,58.61
727,55bb5802,member,high,many,183.25
728,c68ac606,nonmember,high,many,51.26
729,ba3cb4a7,member,low,few or none,234.49
730,c070db08,member,high,few or none,236.03
731,723efc96,nonmember,low,few or none,89.8
732,aebb0aab,nonmember,low,few or none,47.82
733,4736c17a,nonmember,high,many,62.39
734,3fc85d38,member,high,many,157.89
735,e47b768a,nonmember,high,many,54.67
736,5aa62942,member,low,few or none,216.85
737,7c6d805f,nonmember,low,few or none,30.84
738,5bb274c1,nonmember,low,few or none,55.33
739,a8d505ff,nonmember,low,few or none,13.73
740,502b4d9d,member,high,many,113.6
741,d024a064,nonmember,low,few or none,5.6
742,d1658e56,nonmember,low,few or none,51.01
743,f7f8a791,member,high,many,75.1
744,9e60f060,nonmember,low,few or none,52.11
745,ef284636,nonmember,low,many,66.29
746,506495b0,member,high,few or none,221.48
747,45fe9aed,nonmember,low,few or none,33.17
748,5898f5fe,nonmember,low,few or none,69.37
749,732e8099,nonmember,low,few or none,37.84
750,71dc32ed,member,low,few or none,227.23
751,468dbc63,member,low,few or none,227.69
752,f6a842af,nonmember,high,few or none,33.72
753,1774d898,member,low,few or none,228.31
754,db274331,member,high,many,165.97
755,0188e03f,nonmember,low,few or none,18.59
756,242b0735,nonmember,low,many,57.03
757,e2c53bcb,nonmember,high,many,56.73
758,88d2b4d3,member,high,many,291.7
759,f0a724d0,member,low,few or none,216.27
760,a0ea6f63,nonmember,high,few or none,29.63
761,fddcef17,nonmember,low,few or none,69.8
762,f7d76321,nonmember,high,many,57.21
763,38e0ea0a,nonmember,high,many,57.17
764,d0b4a363,nonmember,low,few or none,1.38
765,ed051e91,nonmember,low,many,52.36
766,180f1ff3,nonmember,low,few or none,68.15
767,0042b232,member,high,many,305.01
768,adebf23e,member,low,many,92.02
769,5669a392,member,high,many,115.93
770,4e8b90a0,nonmember,low,few or none,15.67
771,9d12c423,nonmember,low,few or none,70.31
772,337bd7ef,nonmember,low,few or none,8.0
773,ed1dda0d,nonmember,low,few or none,56.6
774,b37d9c35,nonmember,low,few or none,87.78
775,10ca0b8d,nonmember,high,many,57.9
776,7264dce6,member,high,many,72.13
777,14cbb4a0,member,high,few or none,224.9
778,93248435,nonmember,high,many,53.78
779,5c7b7a99,member,high,many,144.58
780,9b52095f,nonmember,low,few or none,17.25
781,8a3392b2,nonmember,low,few or none,47.29
782,ee8408f3,nonmember,low,few or none,69.94
783,6a8336ed,nonmember,low,few or none,57.76
784,6b8b0b83,member,high,few or none,225.27
785,3fe227cd,member,high,many,172.29
786,2dcce668,nonmember,high,many,55.23
787,ed4fcf76,nonmember,high,many,55.75
788,7be16dd1,nonmember,high,many,52.44
789,3343d1e2,nonmember,low,few or none,47.35
790,344bf74f,member,high,many,109.93
791,7787e469,nonmember,low,few or none,15.1
792,3f9c85e8,nonmember,low,few or none,47.52
793,97874ea9,nonmember,low,few or none,30.11
794,0c5bb988,nonmember,low,many,52.22
795,98289228,nonmember,low,few or none,32.95
796,87db4569,member,high,many,172.86
797,68e8de22,nonmember,low,few or none,36.95
798,9b3422cc,nonmember,low,few or none,39.43
799,4be2ca55,member,high,many,221.66
800,d53d6059,member,high,many,107.39
801,979b12dc,member,high,few or none,221.39
802,5163f0d2,member,high,many,131.73
803,7064be67,member,high,many,113.21
804,6a1d0c45,nonmember,low,few or none,17.32
805,09697628,nonmember,high,many,45.91
806,f16b7462,nonmember,low,few or none,12.8
807,3ade5c6f,nonmember,low,few or none,9.0
808,545ccc6c,nonmember,low,many,59.34
809,db8e9701,nonmember,high,many,63.24
810,b8af674f,nonmember,low,few or none,35.36
811,d70eb3c3,nonmember,low,few or none,62.63
812,675d960d,nonmember,high,many,55.89
813,d94c18e5,nonmember,low,few or none,15.3
814,40ed0b8d,nonmember,low,many,52.63
815,e2a7fe90,nonmember,low,few or none,32.22
816,2ffb5f1d,nonmember,low,few or none,50.62
817,645a2d4a,nonmember,low,few or none,2.42
818,bf4d97e4,nonmember,low,few or none,24.08
819,1c347d0a,member,high,many,107.55
820,a2558f5b,nonmember,low,few or none,0.44
821,2a9b3b86,nonmember,high,many,50.07
822,c2b64588,nonmember,low,many,63.65
823,d118dd38,member,high,many,149.69
824,787a8e22,nonmember,low,few or none,23.08
825,a1de2fcf,member,high,many,47.27
826,1aab6f9d,member,high,many,129.75
827,d5e8b6c9,member,low,few or none,225.18
828,5d2919f8,nonmember,low,few or none,1.17
829,574d4d7c,nonmember,low,few or none,19.79
830,896f8ad4,member,low,few or none,219.1
831,061ef017,nonmember,low,few or none,45.7
832,c8236e28,nonmember,low,few or none,21.46
833,c9bcb3f9,nonmember,low,few or none,81.15
834,6377f6da,nonmember,low,few or none,44.7
835,8701fa6c,nonmember,low,few or none,43.46
836,9ade595b,nonmember,low,few or none,21.61
837,061fca0c,nonmember,low,few or none,27.2
838,d05a3723,nonmember,high,many,60.53
839,60cfc43c,nonmember,low,few or none,49.83
840,3865208f,member,high,many,208.11
841,15f119b2,nonmember,high,few or none,67.92
842,1058211b,nonmember,low,many,44.93
843,29c04fd6,nonmember,low,few or none,57.09
844,603fedea,member,low,few or none,224.85
845,ef523271,nonmember,low,few or none,32.36
846,b8636c01,nonmember,high,many,58.11
847,8cc1e291,nonmember,low,few or none,20.1
848,cf7820a0,nonmember,low,few or none,6.61
849,07b3979f,nonmember,low,few or none,48.06
850,0b9bd699,nonmember,high,many,53.92
851,ffc53990,nonmember,low,few or none,29.38
852,d0ccd401,nonmember,low,few or none,72.86
853,59fe7546,member,high,many,71.38
854,fbab54cd,nonmember,low,many,62.19
855,79185e44,nonmember,low,few or none,27.27
856,f6f93059,member,low,few or none,222.53
857,8390cd6d,member,high,few or none,215.23
858,86341db2,nonmember,high,many,53.33
859,cb2381cc,nonmember,low,few or none,21.28
860,4637f3c2,nonmember,low,few or none,10.45
861,5d97a3ec,nonmember,low,few or none,38.49
862,338c70d2,member,high,few or none,216.3
863,37eefd24,nonmember,low,few or none,22.94
864,2c9cca2e,nonmember,high,many,57.12
865,2cbbf11b,member,high,many,73.25
866,7fcabfd3,member,high,many,25.88
867,ccb43c0e,member,high,few or none,219.89
868,b6cba826,member,high,many,189.25
869,b7b3a97e,member,high,few or none,222.42
870,99320c21,nonmember,low,few or none,2.47
871,2919e929,nonmember,low,few or none,53.36
872,273cbdb8,nonmember,low,few or none,57.49
873,ed0348ed,nonmember,high,many,55.34
874,b1867ede,nonmember,low,few or none,16.79
875,9271b032,nonmember,low,many,48.01
876,fbdbfe09,nonmember,low,few or none,38.51
877,a1286bd0,nonmember,low,few or none,52.84
878,bb38fb3b,nonmember,low,few or none,31.73
879,dd2c6706,nonmember,low,many,59.44
880,a84fe514,member,high,few or none,222.63
881,9d574fd0,nonmember,low,few or none,50.99
882,fa6b0276,nonmember,low,few or none,16.72
883,28630142,nonmember,low,few or none,20.7
884,11005c0d,nonmember,high,many,55.4
885,9de333e1,member,high,few or none,229.09
886,40a6b0eb,member,high,many,152.5
887,98e20060,member,low,few or none,223.85
888,5add3781,nonmember,low,many,56.63
889,df974851,nonmember,low,many,51.15
890,b8989a87,nonmember,high,many,57.71
891,859a23e6,nonmember,low,few or none,8.89
892,ce6769e9,nonmember,low,few or none,19.99
893,879e4779,member,low,few or none,219.41
894,3b3c86b1,nonmember,low,few or none,7.21
895,e5999a09,nonmember,low,few or none,13.87
896,0d3bbaaf,nonmember,low,few or none,19.93
897,925d65ec,member,low,few or none,224.78
898,08f04e45,member,high,many,145.83
899,ed14e5dc,member,high,many,65.73
900,1ab96501,member,high,many,113.74
901,bc846eba,nonmember,high,many,63.87
902,41b47774,nonmember,low,few or none,4.39
903,22d56429,nonmember,low,few or none,31.59
904,aa12eb35,nonmember,low,few or none,2.42
905,14ae6ee1,nonmember,low,few or none,57.59
906,835610bd,nonmember,low,few or none,1.89
907,50e77fec,nonmember,low,few or none,22.64
908,0eb09616,nonmember,low,few or none,43.81
909,687cd3c1,member,low,few or none,229.49
910,a243b82a,member,high,many,193.14
911,f6d942d5,nonmember,low,few or none,28.41
912,b3795721,nonmember,low,few or none,25.86
913,63db7e9a,member,low,few or none,224.16
914,d5221cdd,member,high,many,106.07
915,d5127fcf,member,high,many,146.14
916,2c9506db,member,high,few or none,222.77
917,bc81b954,member,high,many,128.29
918,6bf2935c,nonmember,low,few or none,63.45
919,04e1f13a,nonmember,low,many,51.44
920,5ce7ee96,member,high,many,136.21
921,bab7bc9a,member,high,many,76.98
922,e84a235c,nonmember,low,few or none,28.33
923,938c7db0,member,high,many,51.17
924,822f8ae6,nonmember,low,few or none,32.28
925,e9d047cb,nonmember,low,few or none,61.81
926,f2689b7f,nonmember,low,few or none,71.77
927,2b74d227,nonmember,high,many,44.45
928,a9f0eddb,nonmember,high,many,52.31
929,e211ff56,member,high,many,163.24
930,bfd213a7,nonmember,low,few or none,2.51
931,0c9f7788,member,high,many,177.47
932,1128a55b,nonmember,low,many,59.63
933,78ac694b,nonmember,low,few or none,29.53
934,f7b3ba1c,nonmember,low,few or none,22.32
935,68ef2865,member,high,many,149.86
936,49d126c7,nonmember,high,many,57.44
937,56c9abdd,nonmember,low,few or none,87.02
938,59af868d,nonmember,high,many,56.2
939,768089f9,nonmember,low,few or none,34.58
940,975aed0c,nonmember,low,few or none,36.07
941,98df39c2,nonmember,low,few or none,46.75
942,c296d1df,nonmember,low,few or none,34.35
943,93ec32ca,nonmember,low,few or none,58.94
944,b2e7572e,member,high,few or none,220.84
945,ada7bc24,nonmember,low,few or none,7.52
946,3b2057ca,member,low,few or none,235.47
947,f3613428,nonmember,low,few or none,24.44
948,75ecc814,nonmember,low,few or none,40.11
949,c1b182c5,nonmember,low,few or none,47.51
950,e03ec8fc,nonmember,low,few or none,43.64
951,05828f18,member,high,many,13.09
952,88bdffec,nonmember,low,few or none,21.62
953,d96bd5cd,nonmember,low,few or none,68.23
954,4536d68c,nonmember,low,few or none,17.36
955,777cd076,nonmember,low,few or none,15.33
956,634b769c,member,high,few or none,227.08
957,e23a6d30,nonmember,low,few or none,32.79
958,32d6e734,nonmember,low,few or none,15.76
959,5b6927c5,nonmember,low,few or none,68.01
960,dc59b569,nonmember,low,few or none,12.37
961,51cecb91,nonmember,low,few or none,36.59
962,66ee22c1,nonmember,low,few or none,13.69
963,5963076d,nonmember,low,few or none,73.2
964,3fe79a06,nonmember,low,few or none,42.68
965,a0f92336,nonmember,low,few or none,50.0
966,aac965e9,member,high,few or none,218.91
967,b1d695fc,nonmember,low,few or none,97.58
968,4fc9c396,nonmember,low,few or none,18.91
969,27247aa8,nonmember,high,many,64.09
970,85fceb3f,nonmember,low,few or none,38.0
971,6139ccfd,nonmember,low,few or none,0.55
972,73bac1cf,member,high,many,96.33
973,102aa91c,nonmember,low,few or none,49.53
974,6ff24052,nonmember,low,few or none,40.1
975,9b751122,nonmember,low,few or none,26.17
976,1f8cca61,nonmember,low,few or none,34.09
977,20d5e501,member,high,many,222.69
978,50566aef,nonmember,low,few or none,13.3
979,7a23c17d,member,high,many,148.68
980,c189fd35,nonmember,low,few or none,1.41
981,9396a9ed,nonmember,low,few or none,40.41
982,7143b3a7,member,high,many,201.34
983,e4156b22,member,high,few or none,218.24
984,ecb25b5e,nonmember,high,many,52.19
985,3228349f,nonmember,low,few or none,44.16
986,e682152f,nonmember,low,few or none,38.91
987,2e614c20,nonmember,low,few or none,60.43
988,2ec92a77,nonmember,high,many,55.98
989,a3f82f7d,member,high,many,115.72
990,b60ad0e9,nonmember,low,many,54.46
991,ea1de683,nonmember,high,many,55.57
992,8a1ddaef,member,high,many,125.17
993,116a916c,nonmember,low,many,49.72
994,3e37e700,nonmember,low,few or none,44.49
995,25c62aad,member,high,many,82.86
996,a82aed10,member,high,many,129.91
997,35da2a33,nonmember,high,few or none,32.78
998,68c955bd,nonmember,low,few or none,28.08
999,a8327830,nonmember,low,few or none,74.18
