Guild Membership,Player Skill Level,Time Spent Playing,Side-quest Group Assignment,Customization Level,Side-quest Engagement,Won Items,In-game Purchases,Total Inventory
1,39.42,76.0,0,0.9,1,1,4700.29,2830.73
0,7.5,13.07,0,0.39,1,0,818.0,481.93
0,15.68,28.48,1,0.7,1,0,1689.36,1019.3
0,10.35,18.24,1,0.57,1,1,1415.22,842.72
0,12.06,19.46,1,0.05,1,1,1537.12,919.4
1,7.46,12.95,0,0.71,1,1,1212.52,734.17
0,18.53,34.26,0,0.79,1,0,2005.18,1204.72
1,19.51,38.05,1,0.98,1,1,2568.54,1539.83
1,11.62,21.21,0,0.42,1,0,1367.26,831.53
1,5.17,7.95,0,0.5,1,0,646.93,386.51
1,15.49,29.41,1,0.87,0,0,1805.15,1088.57
0,15.43,28.3,0,0.27,1,1,1970.98,1182.06
0,10.22,17.94,1,0.19,1,1,1397.8,841.97
1,45.6,89.18,0,0.13,1,1,5407.04,3247.68
1,4.53,6.66,1,0.98,1,1,876.01,527.01
1,5.55,5.92,0,0.27,0,0,606.5,356.81
1,6.47,11.78,1,0.76,1,0,826.83,497.49
0,20.31,38.54,0,0.45,1,1,2521.36,1510.92
0,5.85,9.58,1,0.24,1,1,929.7,556.53
1,6.26,10.18,0,0.91,1,1,1066.4,643.81
1,24.62,46.51,1,0.46,1,1,3072.48,1847.11
0,17.64,31.97,1,0.57,1,1,2191.38,1312.05
1,23.98,42.81,0,0.22,1,1,2934.87,1763.01
0,19.57,36.59,0,0.32,1,1,2426.4,1456.94
0,8.07,14.76,1,0.75,1,0,897.84,534.39
1,10.03,17.2,0,0.34,1,0,1174.89,700.94
1,21.27,40.19,1,0.51,1,1,2718.16,1627.97
1,5.43,7.56,0,0.11,0,0,648.73,389.18
0,3.11,4.06,1,0.85,1,1,627.06,375.71
0,8.17,14.64,0,0.74,1,1,1196.77,720.11
1,27.24,50.54,1,0.76,1,1,3327.24,1992.94
0,13.67,24.85,0,0.18,1,1,1778.59,1067.29
1,20.76,39.73,0,0.5,1,1,2680.54,1608.83
1,3.25,4.54,0,0.03,1,1,748.39,451.66
1,14.33,26.59,1,0.32,1,0,1663.53,1005.47
0,17.98,33.04,0,0.35,1,1,2241.79,1351.44
1,5.21,7.85,0,0.91,1,0,643.02,385.44
0,20.57,38.61,1,0.99,1,1,2537.49,1515.52
0,12.2,21.7,0,0.62,1,1,1613.53,966.56
0,104.42,206.46,1,0.52,1,0,11465.04,6883.63
0,3.83,4.24,1,0.44,1,1,668.91,402.07
1,36.2,69.33,0,0.02,1,1,4337.93,2597.47
0,9.65,16.6,0,0.8,1,1,1330.74,798.42
0,4.12,6.44,1,0.67,1,1,748.77,447.91
1,7.95,14.07,0,0.65,1,0,970.24,588.45
0,13.9,25.75,1,0.81,1,1,1818.77,1089.35
1,25.49,48.85,0,0.93,1,0,2888.79,1735.34
0,64.11,122.17,0,0.39,1,1,7220.89,4336.97
0,33.62,65.03,0,0.43,1,0,3683.05,2203.64
1,6.79,10.57,1,0.98,1,0,806.92,480.43
0,28.18,53.45,1,0.66,1,1,3362.42,2016.32
1,15.53,28.68,0,0.85,1,0,1788.61,1073.85
0,7.77,12.37,1,0.22,1,1,1112.06,665.26
0,10.06,18.61,0,0.32,1,1,1410.56,840.46
0,9.98,16.18,1,0.39,1,1,1333.42,796.02
0,11.31,21.05,1,0.32,1,0,1248.33,753.7
0,7.44,13.06,1,0.88,1,1,1113.14,679.24
1,5.52,9.5,0,0.51,1,0,712.07,428.77
0,16.77,31.07,0,0.95,1,1,2119.85,1278.31
0,17.09,32.52,1,0.32,1,0,1876.84,1127.87
0,10.75,18.53,0,0.04,1,1,1443.15,870.38
1,33.62,64.51,0,0.14,1,1,4063.75,2442.95
1,9.66,17.24,1,0.22,1,0,1149.23,692.93
1,10.16,17.85,1,0.64,1,1,1493.77,899.04
1,20.76,38.63,0,0.18,1,0,2344.5,1407.41
0,13.48,23.63,0,0.38,1,0,1430.51,856.28
0,11.85,21.98,0,0.8,1,0,1300.72,783.06
1,3.09,3.19,1,0.12,1,0,400.4,241.79
1,11.22,20.68,1,0.08,1,1,1634.19,976.98
0,6.52,8.32,1,0.54,1,1,923.85,561.25
0,7.14,10.44,1,0.7,1,0,720.83,437.45
1,5.32,7.97,1,0.91,0,0,655.21,394.09
1,6.84,11.05,0,0.66,0,0,821.66,498.89
0,8.64,14.32,0,0.95,1,1,1208.9,729.98
1,9.16,15.38,1,0.24,1,1,1368.3,819.78
0,17.77,33.37,0,0.34,1,1,2239.74,1335.77
0,14.96,27.32,1,0.84,0,0,1620.13,962.83
0,3.37,4.89,1,0.81,0,0,365.55,225.64
0,14.2,25.47,0,0.66,1,0,1521.59,912.81
0,16.0,29.7,0,0.51,1,1,2040.05,1223.18
1,10.24,17.76,0,0.02,1,1,1496.86,895.82
0,10.95,19.26,1,0.28,1,0,1171.5,703.22
1,13.42,24.02,1,0.16,1,1,1841.73,1110.61
0,19.36,36.74,0,0.05,1,1,2419.09,1448.39
0,4.73,6.45,1,0.78,1,1,778.02,468.28
1,10.24,16.88,1,0.13,1,0,1167.49,713.78
1,42.78,82.08,0,0.36,1,1,5053.19,3041.99
1,32.97,63.0,0,0.98,1,1,3989.58,2383.59
1,20.33,39.44,0,0.41,1,0,2348.7,1400.15
0,16.64,31.6,0,0.14,1,1,2127.91,1286.78
0,38.06,73.72,0,0.69,1,0,4164.78,2503.34
1,47.4,92.77,0,0.81,1,1,5601.04,3361.88
1,11.86,19.6,1,0.28,1,0,1331.02,801.25
1,8.2,12.49,0,0.81,1,1,1235.33,740.62
1,10.33,17.57,0,0.27,1,1,1493.27,893.63
1,168.81,332.74,0,0.69,1,0,18574.32,11148.25
0,5.06,7.49,1,0.12,1,1,828.46,497.59
1,8.15,14.45,1,0.43,1,1,1291.0,779.92
1,6.43,9.09,1,0.52,1,0,744.84,444.16
1,12.03,22.33,1,0.73,1,1,1719.65,1036.35
0,6.56,9.66,0,0.65,1,1,967.09,582.81
0,11.09,19.42,0,0.85,1,1,1487.73,886.97
0,4.5,5.74,1,0.18,1,0,442.96,273.15
0,20.73,39.09,0,0.66,1,1,2554.33,1526.56
1,31.76,59.19,1,0.13,1,1,3813.27,2295.61
0,10.21,17.6,0,0.48,1,1,1389.86,837.19
0,11.77,18.82,1,0.52,1,1,1506.59,908.16
0,10.2,17.92,0,0.03,1,1,1398.0,837.33
1,13.2,24.22,0,0.07,1,1,1839.21,1102.68
1,11.15,19.89,0,0.84,1,1,1605.42,964.27
0,21.02,40.24,1,0.29,1,1,2607.28,1558.92
0,27.91,52.84,0,0.35,1,1,3330.36,2002.09
0,11.18,15.81,0,0.64,1,1,1383.68,829.41
1,9.66,17.64,0,0.22,1,0,1161.35,686.21
0,24.91,46.95,0,0.19,1,0,2703.58,1631.58
1,4.52,7.01,0,0.42,0,0,587.09,353.58
0,4.69,5.58,0,0.06,0,0,451.51,272.53
0,18.02,30.75,1,0.92,1,0,1875.5,1121.84
1,16.9,31.16,1,0.94,1,0,1929.5,1159.36
0,8.59,12.83,0,0.45,1,0,863.66,521.87
1,9.01,15.04,0,0.21,1,1,1350.69,804.15
0,6.99,11.58,0,0.47,1,1,1047.37,632.44
1,6.93,11.24,0,0.1,1,1,1133.64,675.89
1,19.37,35.55,1,0.4,1,0,2184.32,1304.16
1,5.14,8.42,0,0.07,1,1,959.94,572.56
0,10.03,17.23,1,0.71,1,1,1368.28,832.47
0,5.84,10.26,0,0.28,1,0,650.99,394.51
0,4.31,6.76,0,0.52,0,0,468.25,280.86
1,20.44,39.14,1,0.01,1,0,2349.1,1417.97
1,11.48,18.92,0,0.52,0,0,1291.05,770.02
0,13.68,25.06,0,0.0,1,0,1484.9,885.8
0,6.96,9.08,0,0.93,1,0,670.85,397.93
0,7.03,12.18,0,0.5,1,0,767.62,469.96
0,19.09,36.76,0,0.1,1,1,2403.82,1447.63
0,75.9,150.06,1,0.34,1,0,8347.32,5004.31
0,3.94,4.83,1,0.05,1,1,690.93,412.1
1,9.51,17.47,1,0.53,1,1,1452.26,873.77
1,16.59,30.31,0,0.12,1,1,2189.13,1308.81
1,7.47,12.97,1,0.47,1,0,911.13,545.79
0,22.49,41.84,1,0.31,1,0,2427.33,1451.43
1,7.07,11.65,0,0.76,1,0,854.38,512.28
1,13.8,22.92,0,0.48,1,1,1828.7,1102.3
0,8.62,13.66,1,0.85,1,1,1190.7,724.14
1,30.54,58.34,1,0.94,1,0,3425.35,2047.39
0,7.49,12.86,0,0.97,1,1,1110.08,670.05
0,10.34,15.52,0,0.26,1,1,1333.16,804.28
0,36.89,69.16,1,0.77,1,1,4269.59,2561.59
0,5.67,9.35,0,0.44,1,1,915.4,547.28
1,13.27,23.82,0,0.43,1,0,1528.68,914.24
0,6.1,7.73,1,0.87,1,1,886.23,523.47
0,5.24,9.13,0,0.15,1,1,885.46,536.17
0,14.79,27.17,1,0.48,1,1,1904.78,1140.05
1,5.63,9.68,1,0.59,1,0,721.16,424.35
0,8.57,13.84,0,0.07,1,1,1194.98,719.6
1,15.37,29.38,0,0.86,0,0,1799.63,1081.34
1,8.69,14.64,0,0.31,1,0,1023.49,618.33
0,19.27,37.47,0,0.66,1,0,2135.13,1290.17
0,13.41,25.35,1,0.93,1,1,1779.95,1069.17
1,27.14,49.31,0,0.72,1,1,3285.07,1970.55
0,31.45,60.27,1,0.89,1,0,3430.5,2056.35
0,15.88,28.09,1,0.07,1,0,1685.38,1009.75
1,34.13,66.07,0,0.49,1,0,3838.59,2299.46
0,23.7,43.87,1,0.56,1,1,2850.59,1709.19
0,8.43,14.62,1,0.69,1,1,1209.26,722.95
0,29.37,56.0,1,0.12,1,1,3498.3,2094.78
0,13.26,24.83,0,0.66,1,1,1759.0,1065.09
1,10.73,18.57,1,0.15,1,0,1244.29,753.5
1,13.89,26.27,0,0.07,1,1,1934.38,1152.31
1,24.81,47.27,1,0.47,1,0,2812.36,1689.01
1,16.01,29.58,0,0.6,1,1,2134.11,1281.14
0,42.98,83.12,0,0.96,1,0,4693.12,2816.6
0,28.64,54.09,0,0.7,1,0,3103.23,1854.69
0,19.2,33.94,0,0.59,1,0,2030.54,1209.09
0,6.88,10.77,0,0.21,1,1,1016.48,610.61
1,10.14,17.57,0,0.15,1,1,1483.6,889.31
1,12.25,22.37,1,0.61,1,0,1436.76,859.31
0,19.04,36.17,0,0.22,1,0,2088.39,1252.0
0,17.47,32.46,0,0.71,1,1,2195.12,1321.07
0,12.82,23.51,1,0.11,1,0,1393.64,840.59
0,14.39,25.36,0,0.34,1,1,1831.31,1094.88
0,18.65,34.99,1,0.77,1,0,2030.34,1213.77
1,6.71,11.39,0,0.83,1,1,1128.55,678.88
1,38.15,73.4,0,0.35,1,1,4561.32,2743.91
1,2.94,4.33,0,0.21,1,0,423.86,253.24
0,32.04,61.51,1,0.96,1,1,3796.55,2279.65
0,16.68,28.18,1,0.76,1,0,1726.05,1028.81
1,26.42,50.08,1,0.81,1,0,2971.36,1771.84
1,20.56,36.37,0,0.22,1,0,2269.21,1373.09
1,15.25,27.84,1,0.42,1,0,1748.14,1050.27
1,16.72,30.79,1,0.07,1,1,2209.92,1321.86
1,20.96,39.89,0,0.11,1,0,2394.64,1426.07
1,9.59,16.68,1,0.22,1,0,1128.69,684.45
0,27.5,52.57,1,0.3,1,0,3001.2,1796.0
1,6.2,9.0,0,1.0,1,1,1030.15,614.36
0,11.44,21.39,0,0.42,1,0,1265.15,755.51
0,20.06,38.22,1,0.7,1,1,2499.02,1501.1
1,22.9,44.06,0,0.9,1,0,2619.03,1574.61
0,17.84,32.44,1,0.25,1,0,1913.02,1146.32
0,9.95,15.95,0,0.14,1,1,1327.18,792.07
0,21.98,41.25,0,0.24,1,1,2686.34,1624.29
0,8.97,12.78,0,0.88,1,1,1183.51,708.65
0,40.57,79.45,1,0.67,1,1,4763.63,2859.23
0,12.13,21.98,0,0.45,1,1,1616.41,963.34
0,5.39,7.91,0,0.82,1,1,856.26,517.65
0,7.56,11.19,0,0.24,1,0,763.73,463.7
1,13.31,24.22,1,0.24,1,0,1542.35,921.11
0,12.5,23.17,1,0.57,1,1,1669.74,993.64
0,50.99,98.87,1,0.79,1,1,5866.19,3518.8
1,5.74,9.76,1,0.26,1,0,730.9,448.02
1,11.45,21.31,0,0.21,1,1,1658.15,992.69
1,6.89,10.91,0,0.47,0,0,820.53,504.98
0,7.89,13.94,0,0.13,1,0,862.35,514.61
1,46.83,89.57,1,0.75,1,1,5479.25,3279.43
1,5.51,9.11,1,0.58,1,0,697.85,416.16
1,18.37,34.52,1,0.51,1,1,2403.91,1433.99
1,16.53,30.04,1,0.87,1,1,2177.55,1303.93
1,14.31,24.71,1,0.73,1,0,1606.87,966.03
1,18.25,32.81,0,0.15,1,0,2048.28,1226.64
1,6.06,9.25,0,0.42,1,0,731.79,444.58
0,36.08,70.05,1,0.32,1,0,3955.18,2370.43
1,47.17,91.53,1,0.8,1,0,5255.46,3145.82
1,11.55,21.15,0,0.72,1,0,1362.88,818.47
0,71.98,141.32,1,0.47,1,1,8188.97,4913.64
1,8.8,16.0,0,0.82,1,0,1069.55,641.61
0,16.85,30.4,0,0.41,1,0,1806.47,1077.52
0,30.6,59.04,1,0.8,1,0,3353.56,2013.48
1,8.47,14.36,1,0.03,1,0,1003.58,609.09
0,4.85,8.08,0,0.13,1,0,535.82,314.92
0,4.03,6.04,0,0.76,1,1,730.23,429.59
0,48.25,94.92,1,0.11,1,0,5304.93,3175.23
0,8.33,13.52,0,0.68,1,1,1172.09,704.11
0,14.1,23.91,0,0.72,1,0,1471.99,875.15
0,6.46,9.97,0,0.66,0,0,671.93,404.79
0,22.37,42.73,0,0.82,1,1,2750.17,1652.89
1,7.02,11.58,1,0.51,0,0,846.97,510.02
1,8.14,14.51,0,0.9,1,0,991.78,608.01
0,16.01,29.18,0,0.57,1,0,1727.08,1026.92
1,6.2,10.08,1,0.51,1,1,1062.11,629.73
0,11.0,17.93,1,0.51,1,0,1138.18,689.3
0,30.91,58.6,0,0.91,1,1,3654.2,2196.18
0,15.4,27.98,0,0.24,1,1,1959.95,1182.71
1,13.3,24.68,0,0.7,1,0,1555.39,923.03
1,15.36,27.27,0,0.24,1,1,2034.82,1215.09
0,8.89,15.47,0,0.09,0,0,960.01,580.9
0,46.42,89.95,0,0.95,1,0,5068.97,3040.55
0,6.64,11.02,1,0.13,0,0,711.92,433.72
1,18.62,33.18,1,0.69,1,1,2377.18,1425.22
1,12.52,22.68,1,0.42,1,1,1756.79,1054.01
0,25.8,49.56,1,0.84,1,1,3128.51,1889.56
1,26.42,50.67,1,0.77,1,0,2988.68,1788.01
0,11.55,20.58,0,0.14,1,0,1246.18,751.41
1,14.26,25.56,0,0.47,1,1,1930.51,1151.47
1,13.9,26.03,1,0.03,1,0,1626.16,971.37
0,3.28,4.02,1,0.43,0,0,333.68,203.9
1,4.61,7.08,0,0.7,0,0,592.77,348.59
1,8.93,14.15,0,0.23,1,1,1320.06,797.42
0,8.73,14.22,1,0.81,1,0,915.71,548.32
0,5.33,8.21,0,0.05,1,1,863.3,514.1
1,27.06,49.8,0,0.03,1,1,3297.33,1978.86
0,13.88,23.62,0,0.03,1,1,1753.53,1050.19
0,9.74,17.7,0,0.28,1,1,1368.1,818.3
0,7.72,11.58,0,0.47,1,0,781.24,466.27
1,12.3,21.3,0,0.11,1,1,1703.39,1016.07
1,3.14,3.06,1,1.0,1,0,401.9,232.33
1,11.31,20.4,0,1.0,0,0,1328.96,786.74
1,13.8,24.89,1,0.52,1,1,1888.47,1136.6
0,15.38,26.8,0,0.57,0,0,1621.22,974.89
1,4.32,6.3,0,0.93,1,1,854.46,509.71
1,13.78,24.78,1,0.77,1,0,1580.16,947.45
0,7.48,11.97,1,0.17,1,0,784.02,477.34
0,6.9,11.2,1,0.79,0,0,729.75,434.72
0,18.82,36.05,0,0.23,1,0,2072.37,1242.09
1,48.86,96.27,0,0.43,1,0,5480.35,3297.91
1,12.48,22.12,1,0.53,1,0,1439.33,865.54
1,7.81,11.97,0,0.72,1,1,1199.52,725.24
1,17.2,30.82,1,0.15,1,1,2235.24,1345.69
0,21.81,41.75,0,0.08,1,0,2393.29,1438.5
1,17.92,32.42,1,0.87,1,1,2318.7,1388.59
1,81.34,160.67,1,0.83,1,1,9336.87,5598.26
0,8.94,14.61,0,0.52,1,1,1234.34,744.97
1,15.43,26.92,0,0.66,1,0,1729.06,1040.06
0,34.19,66.38,1,0.72,1,1,4050.27,2432.32
1,37.59,72.52,1,0.48,1,1,4505.6,2705.82
1,4.7,5.67,0,0.26,1,0,555.13,329.22
1,13.45,24.16,0,0.48,1,0,1547.67,922.71
1,41.02,78.62,0,0.95,1,1,4860.46,2913.61
0,91.13,180.74,0,0.84,1,0,10027.99,6015.54
1,21.08,39.19,0,0.47,1,1,2679.44,1605.69
0,9.31,16.21,1,0.23,1,0,1002.05,609.07
1,7.56,11.33,0,0.89,1,1,1165.55,707.71
1,62.1,120.84,1,0.64,1,1,7179.0,4312.67
1,21.78,40.3,1,0.4,1,0,2445.94,1473.67
0,7.36,11.83,0,0.11,0,0,773.69,457.74
1,9.83,17.59,0,0.75,1,1,1468.62,885.76
1,15.15,27.42,1,0.32,1,1,2029.96,1218.8
1,24.9,45.86,0,0.61,1,1,3071.34,1841.5
0,8.07,13.5,0,0.57,1,0,861.24,515.33
0,7.79,12.73,1,0.7,1,0,822.5,492.15
0,4.24,5.92,0,0.54,1,1,737.34,441.51
1,23.22,44.43,0,0.63,1,0,2643.49,1583.02
1,10.62,17.69,0,0.08,1,0,1209.3,718.88
1,18.21,33.78,1,0.67,1,0,2071.73,1235.18
0,30.77,59.78,0,0.19,1,1,3680.73,2211.45
0,13.7,25.42,0,0.39,1,1,1796.85,1065.06
1,12.82,22.18,0,0.51,1,1,1755.7,1064.15
1,14.27,26.51,1,0.69,0,0,1658.44,991.96
1,12.41,22.77,1,0.74,1,0,1454.94,863.97
1,29.32,55.92,0,0.7,1,1,3594.27,2160.17
0,14.52,27.22,1,0.1,1,1,1892.5,1135.82
1,7.84,13.83,0,0.39,1,1,1257.48,750.75
1,24.72,47.9,0,0.28,0,0,2822.49,1690.62
0,29.95,56.8,1,0.4,1,0,3251.49,1950.45
0,5.96,9.05,0,0.65,0,0,619.9,377.36
0,36.1,70.16,1,0.19,1,1,4259.47,2543.46
0,16.34,30.47,1,0.5,1,1,2081.29,1251.36
1,13.57,25.28,0,0.88,1,0,1585.49,959.52
0,23.54,45.46,1,0.73,1,0,2590.9,1550.47
0,8.36,13.14,0,0.73,1,1,1163.08,702.59
0,21.71,42.26,0,0.85,1,1,2704.75,1627.21
1,9.88,17.24,1,0.4,1,0,1159.93,705.36
0,7.85,10.74,1,0.76,1,0,764.38,459.8
1,5.63,9.6,0,0.06,1,1,1019.35,616.13
0,17.39,32.35,1,0.06,1,1,2191.87,1321.45
0,7.07,11.61,1,0.33,1,0,751.38,453.91
0,36.02,68.74,0,0.2,1,0,3912.32,2342.93
0,27.53,53.14,1,0.52,1,1,3319.39,1988.99
0,32.05,62.31,0,0.18,1,0,3520.51,2113.64
0,13.1,24.27,0,0.98,1,1,1734.48,1046.03
1,13.63,24.88,1,0.85,0,0,1578.16,948.59
1,5.38,8.57,0,0.98,1,1,976.19,581.54
0,26.41,49.4,1,0.81,1,0,2854.06,1711.21
0,15.88,28.95,0,0.95,1,0,1712.13,1020.34
1,16.2,30.75,0,0.37,1,1,2184.77,1314.8
1,42.4,82.22,1,0.5,1,1,5037.3,3033.28
0,7.3,12.8,0,0.24,1,0,795.66,480.03
1,12.65,20.95,0,0.64,1,1,1710.93,1017.78
1,14.42,26.25,1,0.79,1,1,1959.76,1177.38
1,9.55,13.68,1,0.5,1,0,1037.69,622.54
0,10.56,18.27,0,0.3,1,0,1129.65,675.14
0,16.22,30.24,0,0.51,1,1,2069.6,1232.54
0,8.78,15.99,0,0.06,0,0,969.48,584.08
1,28.97,55.6,1,0.72,1,1,3565.37,2144.96
1,5.6,7.97,0,0.45,1,1,967.48,577.07
0,43.5,81.69,0,0.9,1,1,4976.12,2982.21
1,18.34,34.53,1,0.92,1,1,2403.38,1441.44
1,7.68,13.91,0,0.13,1,1,1250.0,759.72
1,7.55,11.41,0,1.0,0,0,871.13,521.26
1,4.26,5.24,0,0.97,0,0,521.65,309.16
1,6.98,12.1,1,0.63,1,0,861.73,515.04
0,24.45,46.3,0,0.83,1,0,2661.77,1599.96
1,11.09,20.31,0,0.02,1,1,1613.77,959.14
1,28.6,54.12,1,0.97,1,1,3500.92,2100.4
0,7.61,12.62,1,0.46,1,0,807.67,482.86
0,20.45,37.6,0,0.91,1,1,2501.16,1501.16
1,7.21,12.25,0,0.39,1,0,878.15,523.41
0,7.06,11.4,0,0.79,0,0,745.31,440.53
1,10.22,18.72,0,0.42,1,0,1222.58,738.21
0,7.74,13.33,0,0.36,1,0,836.42,492.66
0,4.56,6.74,0,0.95,0,0,477.6,294.38
0,10.96,19.42,1,0.7,1,0,1181.09,710.39
0,11.75,21.9,0,0.84,0,0,1294.53,780.12
1,29.33,56.71,0,0.54,1,1,3616.46,2171.19
1,23.23,44.04,0,0.92,1,1,2929.65,1764.68
0,28.35,54.45,1,0.74,1,1,3397.4,2042.12
0,19.9,37.82,0,0.07,1,1,2476.64,1493.51
0,16.05,28.86,1,0.77,0,0,1716.96,1034.41
0,6.9,9.41,0,0.02,1,0,676.38,411.42
1,13.03,23.19,1,0.83,1,1,1796.37,1075.25
0,20.03,37.41,0,0.33,1,0,2174.25,1302.65
0,33.29,64.2,0,0.6,1,1,3940.02,2365.09
0,18.55,33.88,1,0.75,1,1,2294.24,1377.56
0,26.34,51.23,0,0.64,1,1,3204.74,1926.72
0,6.21,9.65,0,0.67,1,0,649.68,386.06
0,10.28,18.34,0,0.89,1,1,1414.47,849.65
1,17.7,31.34,0,0.37,1,1,2273.63,1368.32
1,29.37,56.04,1,0.55,1,0,3299.21,1969.95
1,11.86,19.37,0,0.17,1,0,1324.51,799.99
0,11.86,20.01,0,0.47,1,1,1545.16,938.32
0,18.1,34.17,0,0.15,1,1,2280.36,1364.64
1,5.42,8.98,0,0.63,0,0,690.03,421.42
1,36.72,70.99,0,0.32,1,0,4115.27,2470.3
1,6.22,10.48,0,0.86,1,0,775.18,460.68
0,3.4,4.88,0,0.34,1,1,667.05,405.37
0,11.97,22.17,1,0.29,1,1,1613.0,978.5
1,42.26,82.01,0,0.49,1,0,4723.55,2832.11
1,32.22,59.17,1,0.18,1,1,3836.91,2297.81
1,25.11,46.24,1,0.2,1,0,2791.9,1663.96
1,13.14,22.96,0,0.78,1,1,1796.32,1078.07
1,10.87,18.92,0,0.5,1,0,1262.18,758.12
1,4.9,6.98,0,0.21,0,0,605.54,372.39
1,3.39,4.3,0,0.03,1,1,745.48,457.59
1,12.88,23.57,1,0.47,1,1,1799.71,1077.51
1,29.76,56.67,1,0.74,1,1,3640.32,2189.23
0,17.0,31.23,0,0.35,1,0,1835.43,1095.5
0,18.01,33.65,0,0.25,0,0,1960.01,1176.37
1,37.07,71.71,1,0.4,0,0,4153.51,2491.46
0,15.95,28.08,0,0.96,1,0,1691.21,1010.34
1,10.7,18.7,1,0.42,1,1,1544.34,927.0
0,7.02,11.37,0,0.26,1,1,1040.42,629.47
0,48.39,95.33,0,0.57,1,0,5329.34,3203.09
1,16.01,29.89,1,0.81,1,0,1846.34,1107.08
0,5.92,9.92,0,0.02,1,0,644.19,386.08
0,6.47,9.97,1,0.56,0,0,673.28,394.77
0,27.26,53.07,0,0.84,1,0,3005.33,1804.57
1,5.9,9.92,1,0.22,1,1,1043.93,626.03
0,42.88,83.58,1,0.92,1,0,4701.98,2820.73
1,3.93,3.37,0,0.58,0,0,446.63,265.57
0,31.01,60.16,0,0.52,1,0,3403.18,2037.16
1,16.36,30.61,1,0.96,1,1,2187.0,1308.83
0,15.81,26.98,1,0.13,1,1,1950.78,1168.09
0,12.06,21.18,1,0.74,1,1,1589.31,947.95
0,43.35,84.66,1,0.82,1,0,4756.57,2855.4
0,21.53,40.15,0,0.49,1,1,2629.97,1581.78
1,6.28,10.85,1,0.01,0,0,789.33,472.91
0,4.34,5.91,0,0.52,1,0,443.18,266.79
0,12.5,23.27,0,0.15,1,1,1672.75,1003.51
1,11.14,20.24,0,0.56,0,0,1314.92,794.67
0,5.19,7.32,1,0.74,0,0,528.72,317.5
0,12.32,20.64,0,0.53,1,1,1581.06,951.03
1,7.76,13.83,1,0.63,1,1,1253.39,757.05
1,13.21,23.05,1,0.1,1,1,1801.23,1081.62
0,21.74,40.02,1,0.1,1,0,2337.02,1409.18
0,32.18,62.6,0,0.85,0,0,3533.47,2116.76
1,23.3,43.64,0,0.05,1,1,2924.14,1764.12
0,7.61,11.86,0,0.28,1,0,786.67,471.02
1,16.43,30.44,1,0.94,1,0,1883.36,1126.75
0,13.11,23.44,0,0.46,1,1,1706.55,1017.09
1,7.13,10.12,1,0.67,1,0,810.19,490.47
0,14.83,27.27,0,0.22,1,1,1910.49,1145.47
1,41.94,81.32,1,0.27,1,1,4988.78,2994.99
0,11.79,21.27,0,0.51,1,0,1275.69,766.72
1,4.39,6.26,1,0.64,1,1,857.9,513.3
0,11.41,21.14,0,0.96,1,0,1253.92,757.72
0,6.88,10.24,0,0.57,1,0,698.61,421.44
1,20.71,39.5,1,0.1,1,1,2669.99,1598.73
1,16.15,30.73,0,0.37,1,1,2179.89,1302.22
1,11.47,20.37,1,0.24,0,0,1335.1,804.97
0,9.58,16.63,0,0.25,1,1,1325.64,795.18
1,11.54,19.9,0,0.51,1,1,1625.94,980.06
0,10.88,20.35,0,0.32,1,1,1502.1,901.01
1,6.97,12.03,1,0.29,1,1,1158.77,697.32
1,4.81,7.12,1,0.97,1,0,603.99,366.42
0,24.93,47.49,0,0.58,1,1,3023.31,1807.48
1,11.55,19.07,0,0.26,1,1,1603.41,971.48
1,13.11,23.11,1,0.28,1,1,1791.42,1077.73
0,14.82,26.84,1,0.81,1,0,1595.69,947.19
1,14.52,26.96,1,0.89,1,0,1685.06,1017.78
0,5.51,8.69,1,0.68,1,1,886.66,537.94
1,5.93,7.19,0,0.43,1,1,962.81,577.74
0,8.77,12.94,1,0.76,1,1,1176.19,713.69
0,16.55,30.14,1,0.94,1,1,2080.46,1246.08
0,10.26,16.2,0,0.17,1,0,1045.58,626.7
1,9.84,16.71,1,0.86,1,0,1144.63,698.5
1,67.1,130.54,1,0.85,1,1,7721.02,4636.22
1,3.96,5.06,1,0.37,1,1,801.28,487.19
0,7.53,12.04,0,0.29,1,1,1087.4,657.52
0,44.13,85.85,0,0.57,1,0,4832.52,2892.58
1,12.38,22.15,0,0.27,1,1,1731.36,1041.31
1,10.63,17.61,0,0.15,1,0,1210.85,727.55
0,26.19,49.71,1,0.95,1,1,3152.34,1898.33
0,13.02,23.28,0,0.49,1,0,1399.0,846.91
1,8.77,15.81,1,0.47,1,0,1061.85,643.56
0,13.57,25.22,0,0.13,1,0,1484.23,888.17
1,7.93,13.05,0,0.5,1,0,939.39,556.45
1,8.39,13.39,0,0.74,1,1,1270.42,765.75
1,11.5,20.26,0,0.25,1,0,1332.23,798.89
1,6.33,9.82,0,0.37,1,1,1064.29,634.32
0,11.46,20.49,1,0.18,1,0,1238.37,739.54
1,14.26,26.63,1,0.36,1,0,1662.91,997.45
1,20.3,39.07,0,0.86,1,0,2337.67,1403.89
0,25.37,48.18,0,0.24,1,1,3063.3,1836.2
1,10.96,17.92,1,0.03,1,0,1236.99,742.12
0,16.95,31.72,1,0.54,1,0,1849.24,1109.18
1,17.03,31.3,0,0.58,1,1,2241.0,1346.97
0,14.64,26.0,0,0.33,1,0,1561.7,932.14
1,10.23,17.07,0,0.64,1,0,1176.79,702.58
